"Time","core","dram"
2024-12-19 15:42:30,11.2 W,4.60 W
2024-12-19 15:43:00,11.3 W,4.67 W
2024-12-19 15:43:30,11.9 W,4.74 W
2024-12-19 15:44:00,12.7 W,4.88 W
2024-12-19 15:44:30,13.3 W,5.01 W
2024-12-19 15:45:00,14.5 W,5.05 W
2024-12-19 15:45:30,14.2 W,5.10 W
2024-12-19 15:46:00,14.9 W,5.04 W
2024-12-19 15:46:30,14.3 W,5.08 W
2024-12-19 15:47:00,14.7 W,5.05 W
2024-12-19 15:47:30,14.6 W,5.09 W
2024-12-19 15:48:00,14.3 W,5.08 W
2024-12-19 15:48:30,14.1 W,5.07 W
2024-12-19 15:49:00,14.4 W,5.08 W
2024-12-19 15:49:30,14.4 W,5.08 W
2024-12-19 15:50:00,14.4 W,5.04 W
2024-12-19 15:50:30,14.1 W,5.04 W
2024-12-19 15:51:00,14.4 W,5.06 W
2024-12-19 15:51:30,14.4 W,5.04 W
2024-12-19 15:52:00,14.4 W,5.05 W
2024-12-19 15:52:30,14.6 W,5.02 W
2024-12-19 15:53:00,14.3 W,5.11 W
2024-12-19 15:53:30,14.5 W,5.06 W
2024-12-19 15:54:00,14.4 W,5.09 W
2024-12-19 15:54:30,14.4 W,5.03 W
2024-12-19 15:55:00,14.9 W,5.04 W
2024-12-19 15:55:30,14.3 W,5.08 W
2024-12-19 15:56:00,14.3 W,5.08 W
2024-12-19 15:56:30,14.5 W,5.13 W
2024-12-19 15:57:00,14.8 W,5.03 W
2024-12-19 15:57:30,14.2 W,5.05 W
2024-12-19 15:58:00,14.1 W,5.08 W
2024-12-19 15:58:30,14.6 W,5.06 W
2024-12-19 15:59:00,14.5 W,5.09 W
2024-12-19 15:59:30,14.1 W,5.06 W
2024-12-19 16:00:00,14.7 W,5.10 W
2024-12-19 16:00:30,14.2 W,5.08 W
2024-12-19 16:01:00,14.4 W,5.06 W
2024-12-19 16:01:30,14.6 W,5.08 W
2024-12-19 16:02:00,14.4 W,5.06 W
2024-12-19 16:02:30,14.0 W,5.08 W
2024-12-19 16:03:00,14.5 W,5.04 W
2024-12-19 16:03:30,14.6 W,5.04 W
2024-12-19 16:04:00,14.4 W,5.05 W
2024-12-19 16:04:30,14.7 W,5.07 W
2024-12-19 16:05:00,14.5 W,5.06 W
2024-12-19 16:05:30,14.6 W,5.08 W
2024-12-19 16:06:00,14.7 W,5.08 W
2024-12-19 16:06:30,14.4 W,5.08 W
2024-12-19 16:07:00,14.7 W,5.04 W
2024-12-19 16:07:30,14.2 W,5.14 W
2024-12-19 16:08:00,14.1 W,5.08 W
2024-12-19 16:08:30,14.5 W,5.02 W
2024-12-19 16:09:00,14.1 W,5.05 W
2024-12-19 16:09:30,14.3 W,5.05 W
2024-12-19 16:10:00,14.7 W,5.05 W
2024-12-19 16:10:30,14.4 W,5.10 W
2024-12-19 16:11:00,14.7 W,5.06 W
2024-12-19 16:11:30,14.3 W,5.11 W
2024-12-19 16:12:00,14.8 W,5.07 W
2024-12-19 16:12:30,11.2 W,4.59 W
