"Time","core","dram"
2025-01-17 15:57:00,11.3 W,4.59 W
2025-01-17 15:57:30,11.4 W,4.61 W
2025-01-17 15:58:00,10.5 W,4.52 W
2025-01-17 15:58:30,10.6 W,4.53 W
2025-01-17 15:59:00,10.8 W,4.53 W
2025-01-17 15:59:30,10.9 W,4.54 W
2025-01-17 16:00:00,11.6 W,4.60 W
2025-01-17 16:00:30,11.9 W,4.61 W
2025-01-17 16:01:00,11.7 W,4.60 W
2025-01-17 16:01:30,10.7 W,4.53 W
2025-01-17 16:02:00,10.7 W,4.54 W
2025-01-17 16:02:30,10.4 W,4.52 W
2025-01-17 16:03:00,11.0 W,4.57 W
2025-01-17 16:03:30,11.7 W,4.60 W
2025-01-17 16:04:00,11.4 W,4.60 W
2025-01-17 16:04:30,11.8 W,4.61 W
2025-01-17 16:05:00,10.7 W,4.53 W
2025-01-17 16:05:30,10.7 W,4.53 W
2025-01-17 16:06:00,10.8 W,4.53 W
2025-01-17 16:06:30,12.0 W,4.61 W
2025-01-17 16:07:00,11.5 W,4.60 W
2025-01-17 16:07:30,11.6 W,4.58 W
2025-01-17 16:08:00,11.7 W,4.59 W
2025-01-17 16:08:30,10.6 W,4.53 W
2025-01-17 16:09:00,10.5 W,4.55 W
2025-01-17 16:09:30,10.4 W,4.52 W
2025-01-17 16:10:00,11.8 W,4.59 W
2025-01-17 16:10:30,11.7 W,4.59 W
2025-01-17 16:11:00,11.8 W,4.60 W
2025-01-17 16:11:30,11.5 W,4.58 W
2025-01-17 16:12:00,10.7 W,4.53 W
2025-01-17 16:12:30,10.9 W,4.53 W
2025-01-17 16:13:00,10.8 W,4.52 W
2025-01-17 16:13:30,11.6 W,4.60 W
2025-01-17 16:14:00,11.4 W,4.59 W
2025-01-17 16:14:30,11.8 W,4.59 W
2025-01-17 16:15:00,11.2 W,4.58 W
2025-01-17 16:15:30,10.6 W,4.55 W
2025-01-17 16:16:00,10.7 W,4.53 W
2025-01-17 16:16:30,10.7 W,4.53 W
2025-01-17 16:17:00,12.0 W,4.59 W
2025-01-17 16:17:30,11.9 W,4.59 W
2025-01-17 16:18:00,11.8 W,4.60 W
2025-01-17 16:18:30,11.7 W,4.59 W
2025-01-17 16:19:00,10.6 W,4.53 W
2025-01-17 16:19:30,10.6 W,4.53 W
2025-01-17 16:20:00,10.5 W,4.52 W
2025-01-17 16:20:30,11.6 W,4.59 W
2025-01-17 16:21:00,11.5 W,4.58 W
2025-01-17 16:21:30,11.9 W,4.60 W
2025-01-17 16:22:00,11.6 W,4.59 W
2025-01-17 16:22:30,10.7 W,4.54 W
2025-01-17 16:23:00,10.8 W,4.54 W
2025-01-17 16:23:30,10.7 W,4.53 W
2025-01-17 16:24:00,11.2 W,4.55 W
2025-01-17 16:24:30,11.4 W,4.59 W
2025-01-17 16:25:00,11.7 W,4.60 W
2025-01-17 16:25:30,12.0 W,4.60 W
2025-01-17 16:26:00,11.0 W,4.53 W
2025-01-17 16:26:30,10.8 W,4.53 W
2025-01-17 16:27:00,10.6 W,4.53 W
