"Time","core","dram"
2024-12-18 14:55:00,11.2 W,4.60 W
2024-12-18 14:55:30,11.0 W,4.60 W
2024-12-18 14:56:00,11.0 W,4.59 W
2024-12-18 14:56:30,10.2 W,4.55 W
2024-12-18 14:57:00,10.6 W,4.58 W
2024-12-18 14:57:30,10.9 W,4.58 W
2024-12-18 14:58:00,10.7 W,4.58 W
2024-12-18 14:58:30,11.8 W,4.63 W
2024-12-18 14:59:00,11.7 W,4.63 W
2024-12-18 14:59:30,11.8 W,4.63 W
2024-12-18 15:00:00,11.7 W,4.64 W
2024-12-18 15:00:30,10.8 W,4.61 W
2024-12-18 15:01:00,10.9 W,4.59 W
2024-12-18 15:01:30,10.8 W,4.58 W
2024-12-18 15:02:00,10.9 W,4.58 W
2024-12-18 15:02:30,11.0 W,4.59 W
2024-12-18 15:03:00,11.7 W,4.65 W
2024-12-18 15:03:30,11.8 W,4.64 W
2024-12-18 15:04:00,11.9 W,4.63 W
2024-12-18 15:04:30,11.9 W,4.64 W
2024-12-18 15:05:00,11.0 W,4.60 W
2024-12-18 15:05:30,10.7 W,4.58 W
2024-12-18 15:06:00,11.0 W,4.59 W
2024-12-18 15:06:30,11.0 W,4.60 W
2024-12-18 15:07:00,11.3 W,4.63 W
2024-12-18 15:07:30,11.7 W,4.64 W
2024-12-18 15:08:00,11.7 W,4.66 W
2024-12-18 15:08:30,11.9 W,4.66 W
2024-12-18 15:09:00,11.8 W,4.65 W
2024-12-18 15:09:30,10.9 W,4.60 W
2024-12-18 15:10:00,10.8 W,4.61 W
2024-12-18 15:10:30,10.7 W,4.61 W
2024-12-18 15:11:00,10.8 W,4.60 W
2024-12-18 15:11:30,11.6 W,4.64 W
2024-12-18 15:12:00,11.7 W,4.65 W
2024-12-18 15:12:30,11.7 W,4.66 W
2024-12-18 15:13:00,11.9 W,4.66 W
2024-12-18 15:13:30,11.8 W,4.66 W
2024-12-18 15:14:00,11.1 W,4.61 W
2024-12-18 15:14:30,10.7 W,4.62 W
2024-12-18 15:15:00,10.8 W,4.62 W
2024-12-18 15:15:30,10.9 W,4.61 W
2024-12-18 15:16:00,10.8 W,4.64 W
2024-12-18 15:16:30,11.9 W,4.65 W
2024-12-18 15:17:00,11.7 W,4.65 W
2024-12-18 15:17:30,11.6 W,4.65 W
2024-12-18 15:18:00,11.6 W,4.65 W
2024-12-18 15:18:30,11.0 W,4.60 W
2024-12-18 15:19:00,10.8 W,4.59 W
2024-12-18 15:19:30,10.9 W,4.61 W
2024-12-18 15:20:00,10.5 W,4.60 W
2024-12-18 15:20:30,11.5 W,4.64 W
2024-12-18 15:21:00,11.9 W,4.65 W
2024-12-18 15:21:30,11.6 W,4.66 W
2024-12-18 15:22:00,11.8 W,4.67 W
2024-12-18 15:22:30,11.6 W,4.66 W
2024-12-18 15:23:00,10.9 W,4.61 W
2024-12-18 15:23:30,10.8 W,4.60 W
2024-12-18 15:24:00,10.9 W,4.61 W
2024-12-18 15:24:30,10.7 W,4.62 W
2024-12-18 15:25:00,11.9 W,4.67 W
2024-12-18 15:25:30,11.5 W,4.64 W
