Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_direct_1000_1000,x_direct_1000_1000_topic_0,510,0,10,12.262156862745098,0.40299999999999997,79.426,0.0,0.2833431616170055,0.0,10,14,17,18,23,27,39,55,79,79,79
x_direct_1000_1000,x_direct_1000_1000_topic_1,467,0,10,11.76897002141328,0.62,90.911,0.0,0.259453444068905,0.0,10,13,15,17,22,28,35,39,91,91,91
x_direct_1000_1000,x_direct_1000_1000_topic_10,509,0,9,11.17534381139489,0.41100000000000003,70.825,0.0,0.28278758679030547,0.0,9,13,15,17,22,25,30,36,71,71,71
x_direct_1000_1000,x_direct_1000_1000_topic_100,474,0,9,11.843219409282707,0.24000000000000002,74.448,0.0,0.2633424678558051,0.0,9,13,16,18,22,28,34,51,74,74,74
x_direct_1000_1000,x_direct_1000_1000_topic_101,544,0,10,12.153601102941172,0.279,67.66900000000001,0.0,0.3022327057248059,0.0,10,13,16,18,23,29,38,50,68,68,68
x_direct_1000_1000,x_direct_1000_1000_topic_102,499,0,10,11.647575150300606,0.648,68.69200000000001,0.0,0.2772318385233054,0.0,10,13,15,16,23,29,37,55,69,69,69
x_direct_1000_1000,x_direct_1000_1000_topic_103,540,0,10,12.01180555555555,0.33799999999999997,88.617,0.0,0.3000104064180058,0.0,10,13,15,17,22,29,51,64,89,89,89
x_direct_1000_1000,x_direct_1000_1000_topic_104,482,0,9,10.89499170124481,0.544,88.252,0.0,0.2677870664694052,0.0,9,12,14,16,21,24,33,46,88,88,88
x_direct_1000_1000,x_direct_1000_1000_topic_105,458,0,9,12.127087336244532,0.501,105.287,0.0,0.25445327062860496,0.0,9,13,16,17,22,29,40,59,110,110,110
x_direct_1000_1000,x_direct_1000_1000_topic_106,477,0,10,11.74104402515723,0.298,86.702,0.0,0.26500919233590514,0.0,10,13,16,18,23,26,32,41,87,87,87
x_direct_1000_1000,x_direct_1000_1000_topic_107,499,0,10,11.928519038076153,0.6130000000000001,97.631,0.0,0.2772318385233054,0.0,10,13,16,17,22,26,34,54,98,98,98
x_direct_1000_1000,x_direct_1000_1000_topic_108,526,0,9,11.293366920152097,0.28800000000000003,63.138,0.0,0.2922323588442057,0.0,9,13,16,17,22,26,31,36,63,63,63
x_direct_1000_1000,x_direct_1000_1000_topic_109,498,0,9,12.075168674698805,0.727,88.546,0.0,0.27667626369660536,0.0,9,13,16,17,22,29,39,59,89,89,89
x_direct_1000_1000,x_direct_1000_1000_topic_11,526,0,10,12.059969581749039,0.456,117.027,0.0,0.2922323588442057,0.0,10,13,16,17,23,28,35,42,120,120,120
x_direct_1000_1000,x_direct_1000_1000_topic_110,476,0,10,12.33634033613446,0.46099999999999997,87.222,0.0,0.26445361750920515,0.0,10,14,16,18,23,28,37,62,87,87,87
