"Time","core","dram"
2024-12-17 13:01:00,5.57 W,4.65 W
2024-12-17 13:01:30,11.1 W,4.68 W
2024-12-17 13:02:00,11.9 W,4.87 W
2024-12-17 13:02:30,13.5 W,5.06 W
2024-12-17 13:03:00,17.5 W,5.33 W
2024-12-17 13:03:30,11.4 W,4.65 W
2024-12-17 13:04:00,18.4 W,5.63 W
2024-12-17 13:04:30,17.1 W,5.38 W
2024-12-17 13:05:00,15.5 W,5.24 W
2024-12-17 13:05:30,13.3 W,4.87 W
2024-12-17 13:06:00,15.2 W,5.11 W
2024-12-17 13:06:30,14.6 W,4.92 W
2024-12-17 13:07:00,49.9 W,8.74 W
2024-12-17 13:07:30,13.9 W,4.87 W
2024-12-17 13:08:00,12.3 W,4.80 W
2024-12-17 13:08:30,13.0 W,4.87 W
2024-12-17 13:09:00,13.7 W,4.82 W
2024-12-17 13:09:30,22.2 W,5.82 W
2024-12-17 13:10:00,15.4 W,4.91 W
2024-12-17 13:10:30,18.5 W,5.51 W
2024-12-17 13:11:00,20.9 W,5.75 W
2024-12-17 13:11:30,15.7 W,5.17 W
2024-12-17 13:12:00,15.2 W,5.07 W
2024-12-17 13:12:30,18.0 W,5.44 W
2024-12-17 13:13:00,24.5 W,6.50 W
2024-12-17 13:13:30,42.4 W,9.17 W
2024-12-17 13:14:00,13.6 W,4.83 W
2024-12-17 13:14:30,16.2 W,5.43 W
2024-12-17 13:15:00,29.6 W,7.09 W
2024-12-17 13:15:30,12.5 W,4.84 W
2024-12-17 13:16:00,20.0 W,5.70 W
2024-12-17 13:16:30,12.9 W,4.81 W
2024-12-17 13:17:00,13.6 W,4.84 W
2024-12-17 13:17:30,20.1 W,5.48 W
2024-12-17 13:18:00,47.5 W,8.24 W
2024-12-17 13:18:30,14.2 W,5.02 W
2024-12-17 13:19:00,16.4 W,5.16 W
2024-12-17 13:19:30,20.9 W,5.88 W
2024-12-17 13:20:00,20.6 W,5.85 W
2024-12-17 13:20:30,20.2 W,5.76 W
2024-12-17 13:21:00,15.2 W,5.21 W
2024-12-17 13:21:30,13.1 W,4.88 W
2024-12-17 13:22:00,12.7 W,4.73 W
2024-12-17 13:22:30,12.6 W,4.68 W
2024-12-17 13:23:00,12.5 W,4.83 W
2024-12-17 13:23:30,11.8 W,4.76 W
2024-12-17 13:24:00,11.4 W,4.72 W
2024-12-17 13:24:30,18.9 W,5.34 W
2024-12-17 13:25:00,12.3 W,4.84 W
2024-12-17 13:25:30,11.4 W,4.59 W
2024-12-17 13:26:00,12.3 W,4.65 W
2024-12-17 13:26:30,56.0 W,9.07 W
2024-12-17 13:27:00,12.4 W,4.75 W
2024-12-17 13:27:30,13.1 W,4.80 W
2024-12-17 13:28:00,11.5 W,4.60 W
2024-12-17 13:28:30,11.3 W,4.62 W
2024-12-17 13:29:00,11.3 W,4.63 W
2024-12-17 13:29:30,12.3 W,4.66 W
2024-12-17 13:30:00,12.5 W,4.70 W
2024-12-17 13:30:30,18.0 W,5.38 W
2024-12-17 13:31:00,12.7 W,4.74 W
