"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-17 13:07:00,0 W,391 W,584 mW,46.1 W
2024-12-17 13:07:15,0 W,42.9 W,108 mW,21.1 W
2024-12-17 13:07:30,0 W,8.49 W,58.3 mW,17.2 W
2024-12-17 13:07:45,0 W,23.3 W,165 mW,19.7 W
2024-12-17 13:08:00,0 W,7.77 W,108 mW,15.9 W
2024-12-17 13:08:15,0 W,11.1 W,138 mW,16.6 W
2024-12-17 13:08:30,0 W,13.4 W,140 mW,16.5 W
2024-12-17 13:08:45,0 W,19.1 W,175 mW,17.3 W
2024-12-17 13:09:00,0 W,8.51 W,86.9 mW,17.1 W
2024-12-17 13:09:15,0 W,60.5 W,194 mW,22.3 W
2024-12-17 13:09:30,0 W,66.5 W,246 mW,23.7 W
2024-12-17 13:09:45,0 W,3.67 W,83.5 mW,16.4 W
2024-12-17 13:10:00,0 W,13.2 W,124 mW,18.5 W
2024-12-17 13:10:15,0 W,49.5 W,116 mW,22.4 W
2024-12-17 13:10:30,0 W,39.0 W,180 mW,20.9 W
2024-12-17 13:10:45,0 W,74.9 W,510 mW,27.2 W
2024-12-17 13:11:00,0 W,40.2 W,162 mW,23.5 W
2024-12-17 13:11:15,0 W,34.8 W,151 mW,21.9 W
2024-12-17 13:11:30,0 W,20.9 W,128 mW,18.9 W
2024-12-17 13:11:45,0 W,61.1 W,164 mW,23.9 W
2024-12-17 13:12:00,0 W,17.0 W,247 mW,18.4 W
2024-12-17 13:12:15,0 W,33.7 W,35.4 mW,21.0 W
2024-12-17 13:12:30,0 W,31.7 W,211 mW,21.0 W
2024-12-17 13:12:45,0 W,75.2 W,192 mW,28.0 W
2024-12-17 13:13:00,0 W,74.3 W,230 mW,27.2 W
2024-12-17 13:13:15,0 W,26.4 W,100 mW,19.5 W
2024-12-17 13:13:30,0 W,314 W,881 mW,45.9 W
2024-12-17 13:13:45,0 W,9.14 W,549 mW,15.4 W
2024-12-17 13:14:00,0 W,6.94 W,143 mW,17.0 W
2024-12-17 13:14:15,0 W,10.2 W,111 mW,16.6 W
2024-12-17 13:14:30,0 W,34.3 W,99.5 mW,19.4 W
2024-12-17 13:14:45,0 W,22.9 W,130 mW,19.2 W
2024-12-17 13:15:00,0 W,136 W,215 mW,31.1 W
2024-12-17 13:15:15,0 W,491 W,468 mW,66.5 W
2024-12-17 13:15:30,0 W,9.10 W,462 mW,15.0 W
2024-12-17 13:15:45,0 W,12.6 W,632 mW,16.0 W
2024-12-17 13:16:00,0 W,41.1 W,804 mW,23.9 W
2024-12-17 13:16:15,0 W,7.86 W,328 mW,13.9 W
2024-12-17 13:16:30,0 W,7.82 W,111 mW,16.4 W
2024-12-17 13:16:45,0 W,11.5 W,139 mW,16.4 W
2024-12-17 13:17:00,0 W,9.84 W,114 mW,16.9 W
2024-12-17 13:17:15,0 W,14.3 W,146 mW,17.1 W
2024-12-17 13:17:30,0 W,41.2 W,117 mW,22.5 W
2024-12-17 13:17:45,0 W,1.58 W,131 mW,15.8 W
2024-12-17 13:18:00,0 W,348 W,398 mW,44.0 W
2024-12-17 13:18:15,0 W,281 W,298 mW,58.1 W
2024-12-17 13:18:30,0 W,14.8 W,503 mW,17.4 W
2024-12-17 13:18:45,0 W,12.1 W,258 mW,16.0 W
2024-12-17 13:19:00,0 W,21.6 W,329 mW,19.7 W
2024-12-17 13:19:15,0 W,54.4 W,327 mW,26.2 W
2024-12-17 13:19:30,0 W,51.9 W,721 mW,24.8 W
2024-12-17 13:19:45,0 W,18.1 W,637 mW,17.4 W
2024-12-17 13:20:00,0 W,46.2 W,598 mW,21.7 W
2024-12-17 13:20:15,0 W,25.8 W,652 mW,20.3 W
2024-12-17 13:20:30,0 W,39.7 W,671 mW,21.8 W
2024-12-17 13:20:45,0 W,35.2 W,358 mW,20.1 W
2024-12-17 13:21:00,0 W,19.9 W,189 mW,18.2 W
2024-12-17 13:21:15,0 W,119 W,327 mW,33.7 W
2024-12-17 13:21:30,0 W,8.91 W,643 mW,15.8 W
2024-12-17 13:21:45,0 W,4.01 W,279 mW,14.2 W
2024-12-17 13:22:00,0 W,6.54 W,136 mW,16.3 W
2024-12-17 13:22:15,0 W,7.41 W,81.8 mW,16.3 W
2024-12-17 13:22:30,0 W,4.92 W,135 mW,16.3 W
2024-12-17 13:22:45,0 W,6.22 W,133 mW,15.8 W
2024-12-17 13:23:00,0 W,9.89 W,137 mW,16.1 W
2024-12-17 13:23:15,0 W,9.62 W,108 mW,16.0 W
2024-12-17 13:23:30,0 W,8.46 W,77.9 mW,14.7 W
2024-12-17 13:23:45,0 W,7.63 W,611 mW,14.1 W
2024-12-17 13:24:00,0 W,7.27 W,482 mW,14.2 W
2024-12-17 13:24:15,0 W,6.43 W,483 mW,14.2 W
2024-12-17 13:24:30,0 W,37.2 W,806 mW,21.3 W
2024-12-17 13:24:45,0 W,7.00 W,446 mW,14.6 W
2024-12-17 13:25:00,0 W,13.2 W,189 mW,15.4 W
2024-12-17 13:25:15,0 W,9.31 W,398 mW,15.1 W
2024-12-17 13:25:30,0 W,3.19 W,879 mW,14.1 W
2024-12-17 13:25:45,0 W,3.60 W,201 mW,14.3 W
2024-12-17 13:26:00,0 W,4.10 W,160 mW,16.1 W
2024-12-17 13:26:15,0 W,184 W,128 mW,36.0 W
2024-12-17 13:26:30,0 W,428 W,550 mW,76.3 W
2024-12-17 13:26:45,0 W,222 W,510 mW,40.8 W
2024-12-17 13:27:00,0 W,7.51 W,483 mW,15.0 W
2024-12-17 13:27:15,0 W,9.00 W,487 mW,15.4 W
2024-12-17 13:27:30,0 W,7.61 W,526 mW,15.7 W
2024-12-17 13:27:45,0 W,39.5 W,839 mW,23.8 W
2024-12-17 13:28:00,0 W,2.53 W,481 mW,14.1 W
2024-12-17 13:28:15,0 W,4.02 W,382 mW,14.4 W
2024-12-17 13:28:30,0 W,4.34 W,427 mW,14.2 W
2024-12-17 13:28:45,0 W,6.57 W,412 mW,14.6 W
2024-12-17 13:29:00,0 W,3.48 W,501 mW,14.2 W
2024-12-17 13:29:15,0 W,9.67 W,545 mW,14.8 W
2024-12-17 13:29:30,0 W,4.07 W,106 mW,15.9 W
2024-12-17 13:29:45,0 W,3.75 W,132 mW,15.8 W
2024-12-17 13:30:00,0 W,5.63 W,135 mW,16.0 W
2024-12-17 13:30:15,0 W,5.17 W,137 mW,16.3 W
2024-12-17 13:30:30,0 W,28.4 W,180 mW,21.0 W
2024-12-17 13:30:45,0 W,2.50 W,106 mW,15.7 W
2024-12-17 13:31:00,0 W,6.02 W,164 mW,16.3 W
2024-12-17 13:31:15,0 W,6.64 W,162 mW,16.0 W
