"Time","/bin/busybox","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/usr/bin/mongod"
2024-12-17 13:14:00,0 B,35.4 MB,0 B,508 kB
2024-12-17 13:14:15,0 B,223 MB,0 B,528 kB
2024-12-17 13:14:30,0 B,268 MB,0 B,508 kB
2024-12-17 13:14:45,0 B,134 MB,0 B,541 kB
2024-12-17 13:15:00,0 B,176 MB,0 B,557 kB
2024-12-17 13:15:15,0 B,0 B,0 B,623 kB
2024-12-17 13:15:30,0 B,96.4 MB,0 B,1.84 MB
2024-12-17 13:15:45,0 B,138 MB,0 B,512 kB
2024-12-17 13:16:00,0 B,113 MB,0 B,426 kB
2024-12-17 13:16:15,0 B,184 MB,0 B,475 kB
2024-12-17 13:16:30,0 B,224 MB,0 B,2.16 MB
2024-12-17 13:16:45,0 B,322 MB,0 B,483 kB
2024-12-17 13:17:00,0 B,156 MB,0 B,508 kB
2024-12-17 13:17:15,0 B,179 MB,0 B,475 kB
2024-12-17 13:17:30,0 B,239 MB,0 B,512 kB
2024-12-17 13:17:45,0 B,1.34 MB,0 B,1.73 MB
2024-12-17 13:18:00,0 B,0 B,0 B,680 kB
2024-12-17 13:18:15,0 B,847 MB,0 B,602 kB
2024-12-17 13:18:30,0 B,7.94 MB,0 B,479 kB
2024-12-17 13:18:45,0 B,73.9 MB,0 B,1.33 MB
2024-12-17 13:19:00,0 B,75.2 MB,0 B,524 kB
2024-12-17 13:19:15,0 B,133 MB,0 B,541 kB
2024-12-17 13:19:30,0 B,138 MB,0 B,537 kB
2024-12-17 13:19:45,0 B,56.2 MB,0 B,1.69 MB
2024-12-17 13:20:00,0 B,25.7 MB,0 B,524 kB
2024-12-17 13:20:15,0 B,128 MB,0 B,541 kB
2024-12-17 13:20:30,0 B,132 MB,0 B,516 kB
2024-12-17 13:20:45,0 B,35.5 MB,0 B,496 kB
2024-12-17 13:21:00,0 B,105 MB,0 B,487 kB
2024-12-17 13:21:15,0 B,75.4 MB,0 B,471 kB
2024-12-17 13:21:30,0 B,48.5 MB,0 B,492 kB
2024-12-17 13:21:45,0 B,24.9 MB,0 B,487 kB
2024-12-17 13:22:00,0 B,90.0 MB,0 B,475 kB
2024-12-17 13:22:15,0 B,165 MB,0 B,483 kB
2024-12-17 13:22:30,0 B,111 MB,0 B,471 kB
2024-12-17 13:22:45,0 B,114 MB,0 B,459 kB
2024-12-17 13:23:00,0 B,263 MB,0 B,549 kB
2024-12-17 13:23:15,0 B,290 MB,0 B,479 kB
2024-12-17 13:23:30,0 B,215 MB,0 B,483 kB
2024-12-17 13:23:45,0 B,171 MB,0 B,483 kB
2024-12-17 13:24:00,0 B,135 MB,0 B,1.53 MB
2024-12-17 13:24:15,0 B,108 MB,0 B,487 kB
2024-12-17 13:24:30,0 B,121 MB,0 B,504 kB
2024-12-17 13:24:45,0 B,55.9 MB,0 B,504 kB
2024-12-17 13:25:00,0 B,82.7 MB,0 B,1.89 MB
2024-12-17 13:25:15,0 B,50.1 MB,0 B,483 kB
2024-12-17 13:25:30,0 B,11.2 MB,0 B,492 kB
2024-12-17 13:25:45,0 B,8.32 MB,0 B,508 kB
2024-12-17 13:26:00,0 B,7.83 MB,0 B,2.14 MB
2024-12-17 13:26:15,0 B,1.42 MB,0 B,614 kB
2024-12-17 13:26:30,0 B,15.1 MB,0 B,610 kB
2024-12-17 13:26:45,0 B,1.03 GB,0 B,500 kB
2024-12-17 13:27:00,0 B,227 MB,0 B,438 kB
2024-12-17 13:27:15,0 B,178 MB,0 B,1.70 MB
2024-12-17 13:27:30,0 B,13.7 MB,0 B,418 kB
2024-12-17 13:27:45,0 B,92.4 MB,0 B,492 kB
2024-12-17 13:28:00,0 B,6.36 MB,0 B,483 kB
2024-12-17 13:28:15,0 B,38.6 MB,0 B,1.38 MB
2024-12-17 13:28:30,0 B,63.6 MB,0 B,492 kB
2024-12-17 13:28:45,0 B,58.9 MB,0 B,471 kB
2024-12-17 13:29:00,0 B,27.3 MB,0 B,492 kB
2024-12-17 13:29:15,0 B,147 MB,0 B,1.65 MB
2024-12-17 13:29:30,0 B,46.7 MB,0 B,496 kB
2024-12-17 13:29:45,0 B,27.2 MB,0 B,492 kB
2024-12-17 13:30:00,0 B,27.1 MB,0 B,487 kB
2024-12-17 13:30:15,0 B,31.0 MB,0 B,496 kB
2024-12-17 13:30:30,0 B,146 MB,0 B,557 kB
2024-12-17 13:30:45,0 B,16.2 MB,0 B,512 kB
2024-12-17 13:31:00,0 B,122 MB,0 B,451 kB
2024-12-17 13:31:15,0 B,108 MB,0 B,459 kB
