"Time","core","dram"
2024-12-17 21:49:30,0.0875 W,3.83 W
2024-12-17 21:50:00,10.6 W,4.70 W
2024-12-17 21:50:30,15.5 W,5.37 W
2024-12-17 21:51:00,24.6 W,7.01 W
2024-12-17 21:51:30,27.2 W,6.85 W
2024-12-17 21:52:00,25.1 W,6.39 W
2024-12-17 21:52:30,25.9 W,6.37 W
2024-12-17 21:53:00,27.4 W,6.54 W
2024-12-17 21:53:30,31.0 W,6.74 W
2024-12-17 21:54:00,27.5 W,6.54 W
2024-12-17 21:54:30,28.8 W,6.52 W
2024-12-17 21:55:00,27.8 W,6.49 W
2024-12-17 21:55:30,52.8 W,10.1 W
2024-12-17 21:56:00,49.8 W,11.3 W
2024-12-17 21:56:30,46.8 W,11.1 W
2024-12-17 21:57:00,30.3 W,6.20 W
2024-12-17 21:57:30,13.4 W,4.67 W
2024-12-17 21:58:00,28.1 W,6.69 W
2024-12-17 21:58:30,33.6 W,6.59 W
2024-12-17 21:59:00,21.3 W,5.58 W
2024-12-17 21:59:30,23.3 W,5.69 W
2024-12-17 22:00:00,28.2 W,6.11 W
2024-12-17 22:00:30,29.6 W,6.38 W
2024-12-17 22:01:00,56.9 W,8.89 W
2024-12-17 22:01:30,57.4 W,10.8 W
2024-12-17 22:02:00,47.3 W,11.0 W
2024-12-17 22:02:30,33.4 W,6.39 W
2024-12-17 22:03:00,34.3 W,6.52 W
2024-12-17 22:03:30,30.3 W,6.51 W
2024-12-17 22:04:00,26.8 W,6.19 W
2024-12-17 22:04:30,35.7 W,6.95 W
2024-12-17 22:05:00,28.8 W,6.34 W
2024-12-17 22:05:30,29.1 W,6.22 W
2024-12-17 22:06:00,30.9 W,6.08 W
2024-12-17 22:06:30,29.9 W,6.49 W
2024-12-17 22:07:00,29.3 W,6.68 W
2024-12-17 22:07:30,57.8 W,9.13 W
2024-12-17 22:08:00,53.1 W,10.9 W
2024-12-17 22:08:30,47.0 W,11.1 W
2024-12-17 22:09:00,31.4 W,6.94 W
2024-12-17 22:09:30,29.5 W,6.21 W
2024-12-17 22:10:00,18.5 W,5.36 W
2024-12-17 22:10:30,28.5 W,6.42 W
2024-12-17 22:11:00,27.9 W,6.22 W
2024-12-17 22:11:30,25.3 W,5.82 W
2024-12-17 22:12:00,30.0 W,6.29 W
2024-12-17 22:12:30,28.9 W,6.28 W
2024-12-17 22:13:00,22.9 W,6.00 W
2024-12-17 22:13:30,27.0 W,6.07 W
2024-12-17 22:14:00,28.3 W,5.98 W
2024-12-17 22:14:30,31.4 W,6.76 W
2024-12-17 22:15:00,27.1 W,6.65 W
2024-12-17 22:15:30,28.8 W,6.52 W
2024-12-17 22:16:00,29.7 W,6.49 W
2024-12-17 22:16:30,30.3 W,6.50 W
2024-12-17 22:17:00,27.3 W,6.37 W
2024-12-17 22:17:30,28.2 W,6.36 W
2024-12-17 22:18:00,27.8 W,6.39 W
2024-12-17 22:18:30,35.4 W,7.55 W
2024-12-17 22:19:00,58.3 W,10.3 W
2024-12-17 22:19:30,50.0 W,11.4 W
2024-12-17 22:20:00,49.9 W,11.2 W
