"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-17 22:07:30,0 B,0 B,0 B,0 B
2024-12-17 22:07:45,0 B,0 B,0 B,0 B
2024-12-17 22:08:00,0 B,0 B,0 B,0 B
2024-12-17 22:08:15,0 B,0 B,0 B,0 B
2024-12-17 22:08:30,0 B,0 B,0 B,0 B
2024-12-17 22:08:45,0 B,0 B,0 B,0 B
2024-12-17 22:09:00,0 B,0 B,0 B,0 B
2024-12-17 22:09:15,12.3 kB,0 B,0 B,0 B
2024-12-17 22:09:30,0 B,0 B,0 B,0 B
2024-12-17 22:09:45,4.10 kB,0 B,0 B,0 B
2024-12-17 22:10:00,0 B,0 B,0 B,0 B
2024-12-17 22:10:15,0 B,0 B,0 B,0 B
2024-12-17 22:10:30,8.19 kB,0 B,0 B,0 B
2024-12-17 22:10:45,4.10 kB,0 B,0 B,0 B
2024-12-17 22:11:00,0 B,0 B,0 B,0 B
2024-12-17 22:11:15,8.19 kB,0 B,0 B,0 B
2024-12-17 22:11:30,0 B,0 B,0 B,0 B
2024-12-17 22:11:45,16.4 kB,0 B,0 B,0 B
2024-12-17 22:12:00,0 B,0 B,0 B,0 B
2024-12-17 22:12:15,0 B,0 B,0 B,0 B
2024-12-17 22:12:30,8.19 kB,0 B,0 B,0 B
2024-12-17 22:12:45,4.10 kB,0 B,0 B,0 B
2024-12-17 22:13:00,12.3 kB,0 B,0 B,0 B
2024-12-17 22:13:15,8.19 kB,0 B,0 B,0 B
2024-12-17 22:13:30,0 B,0 B,0 B,0 B
2024-12-17 22:13:45,12.3 kB,0 B,0 B,0 B
2024-12-17 22:14:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:14:15,0 B,0 B,0 B,0 B
2024-12-17 22:14:30,0 B,0 B,0 B,0 B
2024-12-17 22:14:45,0 B,0 B,0 B,0 B
2024-12-17 22:15:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:15:15,0 B,0 B,0 B,0 B
2024-12-17 22:15:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:15:45,0 B,0 B,0 B,0 B
2024-12-17 22:16:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:16:15,4.10 kB,0 B,0 B,0 B
2024-12-17 22:16:30,12.3 kB,8.19 kB,0 B,0 B
2024-12-17 22:16:45,8.19 kB,0 B,0 B,0 B
2024-12-17 22:17:00,8.19 kB,0 B,0 B,0 B
2024-12-17 22:17:15,8.19 kB,0 B,0 B,0 B
2024-12-17 22:17:30,8.19 kB,0 B,0 B,0 B
2024-12-17 22:17:45,12.3 kB,0 B,0 B,0 B
2024-12-17 22:18:00,8.19 kB,0 B,0 B,0 B
2024-12-17 22:18:15,8.19 kB,0 B,0 B,0 B
2024-12-17 22:18:30,4.10 kB,0 B,0 B,0 B
2024-12-17 22:18:45,0 B,0 B,0 B,0 B
2024-12-17 22:19:00,0 B,0 B,0 B,0 B
2024-12-17 22:19:15,0 B,0 B,0 B,0 B
2024-12-17 22:19:30,0 B,0 B,0 B,0 B
2024-12-17 22:19:45,0 B,0 B,0 B,0 B
2024-12-17 22:20:00,0 B,0 B,0 B,0 B
2024-12-17 22:20:15,0 B,0 B,0 B,0 B
