"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-17 21:49:30,0 B,0 B,0 B,0 B
2024-12-17 21:49:45,0 B,0 B,0 B,0 B
2024-12-17 21:50:00,0 B,0 B,0 B,0 B
2024-12-17 21:50:15,0 B,0 B,0 B,0 B
2024-12-17 21:50:30,0 B,0 B,0 B,0 B
2024-12-17 21:50:45,8.19 kB,0 B,0 B,0 B
2024-12-17 21:51:00,8.19 kB,0 B,0 B,0 B
2024-12-17 21:51:15,4.10 kB,0 B,0 B,0 B
2024-12-17 21:51:30,0 B,0 B,0 B,0 B
2024-12-17 21:51:45,8.19 kB,0 B,0 B,0 B
2024-12-17 21:52:00,197 kB,0 B,0 B,0 B
2024-12-17 21:52:15,246 kB,0 B,0 B,0 B
2024-12-17 21:52:30,0 B,0 B,0 B,0 B
2024-12-17 21:52:45,0 B,0 B,0 B,0 B
2024-12-17 21:53:00,0 B,0 B,0 B,0 B
2024-12-17 21:53:15,4.10 kB,0 B,0 B,0 B
2024-12-17 21:53:30,81.9 kB,0 B,0 B,0 B
2024-12-17 21:53:45,0 B,0 B,0 B,0 B
2024-12-17 21:54:00,20.5 kB,0 B,0 B,0 B
2024-12-17 21:54:15,0 B,0 B,0 B,0 B
2024-12-17 21:54:30,0 B,0 B,0 B,0 B
2024-12-17 21:54:45,0 B,0 B,0 B,0 B
2024-12-17 21:55:00,0 B,0 B,0 B,0 B
2024-12-17 21:55:15,0 B,0 B,0 B,0 B
2024-12-17 21:55:30,0 B,0 B,0 B,0 B
2024-12-17 21:55:45,0 B,0 B,0 B,0 B
2024-12-17 21:56:00,0 B,0 B,0 B,0 B
2024-12-17 21:56:15,0 B,0 B,0 B,0 B
2024-12-17 21:56:30,0 B,0 B,0 B,0 B
2024-12-17 21:56:45,24.6 kB,0 B,0 B,0 B
2024-12-17 21:57:00,0 B,0 B,0 B,0 B
2024-12-17 21:57:15,4.10 kB,0 B,0 B,0 B
2024-12-17 21:57:30,0 B,0 B,0 B,0 B
2024-12-17 21:57:45,0 B,0 B,0 B,0 B
2024-12-17 21:58:00,28.7 kB,0 B,0 B,0 B
2024-12-17 21:58:15,8.19 kB,0 B,0 B,0 B
2024-12-17 21:58:30,0 B,0 B,0 B,0 B
2024-12-17 21:58:45,4.10 kB,0 B,0 B,0 B
2024-12-17 21:59:00,0 B,0 B,0 B,0 B
2024-12-17 21:59:15,8.19 kB,0 B,0 B,0 B
2024-12-17 21:59:30,4.10 kB,0 B,0 B,0 B
2024-12-17 21:59:45,8.19 kB,0 B,0 B,0 B
2024-12-17 22:00:00,0 B,0 B,0 B,0 B
2024-12-17 22:00:15,0 B,0 B,0 B,0 B
2024-12-17 22:00:30,0 B,0 B,0 B,0 B
2024-12-17 22:00:45,0 B,0 B,0 B,0 B
2024-12-17 22:01:00,0 B,0 B,0 B,0 B
2024-12-17 22:01:15,0 B,0 B,0 B,0 B
2024-12-17 22:01:30,0 B,0 B,0 B,0 B
2024-12-17 22:01:45,0 B,0 B,0 B,0 B
2024-12-17 22:02:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:02:15,12.3 kB,0 B,0 B,0 B
2024-12-17 22:02:30,0 B,0 B,0 B,0 B
2024-12-17 22:02:45,0 B,0 B,0 B,0 B
2024-12-17 22:03:00,0 B,0 B,0 B,0 B
2024-12-17 22:03:15,0 B,0 B,0 B,0 B
2024-12-17 22:03:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:03:45,0 B,0 B,0 B,0 B
2024-12-17 22:04:00,0 B,0 B,0 B,0 B
2024-12-17 22:04:15,4.10 kB,0 B,0 B,0 B
2024-12-17 22:04:30,4.10 kB,0 B,0 B,0 B
2024-12-17 22:04:45,0 B,0 B,0 B,0 B
2024-12-17 22:05:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:05:15,12.3 kB,0 B,0 B,0 B
2024-12-17 22:05:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:05:45,8.19 kB,0 B,0 B,0 B
2024-12-17 22:06:00,0 B,0 B,0 B,0 B
2024-12-17 22:06:15,0 B,0 B,0 B,0 B
2024-12-17 22:06:30,8.19 kB,0 B,0 B,0 B
2024-12-17 22:06:45,24.6 kB,0 B,0 B,0 B
2024-12-17 22:07:00,32.8 kB,0 B,0 B,0 B
2024-12-17 22:07:15,20.5 kB,0 B,0 B,0 B
