"Time","core","dram"
2024-12-17 14:32:00,10.7 W,4.58 W
2024-12-17 14:32:30,17.8 W,5.35 W
2024-12-17 14:33:00,24.4 W,7.28 W
2024-12-17 14:33:30,29.9 W,7.79 W
2024-12-17 14:34:00,30.7 W,6.97 W
2024-12-17 14:34:30,33.4 W,7.29 W
2024-12-17 14:35:00,27.6 W,6.67 W
2024-12-17 14:35:30,32.9 W,7.02 W
2024-12-17 14:36:00,32.2 W,6.91 W
2024-12-17 14:36:30,28.7 W,6.60 W
2024-12-17 14:37:00,27.3 W,6.69 W
2024-12-17 14:37:30,50.2 W,9.63 W
2024-12-17 14:38:00,49.2 W,9.96 W
2024-12-17 14:38:30,47.5 W,9.90 W
2024-12-17 14:39:00,32.3 W,6.66 W
2024-12-17 14:39:30,28.5 W,6.48 W
2024-12-17 14:40:00,29.1 W,6.48 W
2024-12-17 14:40:30,29.7 W,6.58 W
2024-12-17 14:41:00,28.1 W,6.51 W
2024-12-17 14:41:30,27.8 W,6.46 W
2024-12-17 14:42:00,27.0 W,6.53 W
2024-12-17 14:42:30,28.9 W,6.72 W
2024-12-17 14:43:00,29.0 W,6.58 W
2024-12-17 14:43:30,26.8 W,6.45 W
2024-12-17 14:44:00,26.9 W,6.40 W
2024-12-17 14:44:30,26.4 W,6.37 W
2024-12-17 14:45:00,28.4 W,6.44 W
2024-12-17 14:45:30,29.2 W,6.67 W
2024-12-17 14:46:00,27.8 W,6.52 W
2024-12-17 14:46:30,32.6 W,7.14 W
2024-12-17 14:47:00,27.2 W,6.44 W
2024-12-17 14:47:30,28.5 W,6.49 W
2024-12-17 14:48:00,27.5 W,6.45 W
2024-12-17 14:48:30,25.5 W,6.34 W
2024-12-17 14:49:00,26.3 W,6.40 W
2024-12-17 14:49:30,25.9 W,6.33 W
2024-12-17 14:50:00,26.2 W,6.40 W
2024-12-17 14:50:30,31.4 W,6.84 W
2024-12-17 14:51:00,41.5 W,7.66 W
2024-12-17 14:51:30,56.9 W,9.85 W
2024-12-17 14:52:00,49.6 W,10.1 W
2024-12-17 14:52:30,47.8 W,10.9 W
2024-12-17 14:53:00,32.5 W,7.17 W
2024-12-17 14:53:30,31.5 W,6.37 W
2024-12-17 14:54:00,27.7 W,6.30 W
2024-12-17 14:54:30,27.3 W,6.31 W
2024-12-17 14:55:00,28.2 W,6.45 W
2024-12-17 14:55:30,25.4 W,6.38 W
2024-12-17 14:56:00,26.4 W,6.38 W
2024-12-17 14:56:30,26.6 W,6.37 W
2024-12-17 14:57:00,27.0 W,6.46 W
2024-12-17 14:57:30,26.8 W,6.43 W
2024-12-17 14:58:00,29.8 W,6.56 W
2024-12-17 14:58:30,28.8 W,6.49 W
2024-12-17 14:59:00,26.6 W,6.40 W
2024-12-17 14:59:30,28.7 W,6.65 W
2024-12-17 15:00:00,28.6 W,6.56 W
2024-12-17 15:00:30,31.7 W,6.75 W
2024-12-17 15:01:00,31.3 W,6.80 W
2024-12-17 15:01:30,26.2 W,6.36 W
2024-12-17 15:02:00,30.4 W,6.75 W
2024-12-17 15:02:30,30.0 W,6.80 W
2024-12-17 15:03:00,29.3 W,6.55 W
