"Time","core","dram"
2024-12-19 13:50:30,0.0759 W,3.81 W
2024-12-19 13:51:00,11.0 W,4.60 W
2024-12-19 13:51:30,11.3 W,4.60 W
2024-12-19 13:52:00,11.2 W,4.61 W
2024-12-19 13:52:30,10.7 W,4.57 W
2024-12-19 13:53:00,10.7 W,4.58 W
2024-12-19 13:53:30,10.8 W,4.56 W
2024-12-19 13:54:00,10.7 W,4.58 W
2024-12-19 13:54:30,11.1 W,4.58 W
2024-12-19 13:55:00,11.8 W,4.63 W
2024-12-19 13:55:30,11.6 W,4.62 W
2024-12-19 13:56:00,11.6 W,4.62 W
2024-12-19 13:56:30,11.4 W,4.61 W
2024-12-19 13:57:00,10.5 W,4.56 W
2024-12-19 13:57:30,10.8 W,4.56 W
2024-12-19 13:58:00,10.6 W,4.56 W
2024-12-19 13:58:30,10.5 W,4.56 W
2024-12-19 13:59:00,11.8 W,4.62 W
2024-12-19 13:59:30,11.7 W,4.62 W
2024-12-19 14:00:00,11.9 W,4.64 W
2024-12-19 14:00:30,11.8 W,4.62 W
2024-12-19 14:01:00,10.6 W,4.55 W
2024-12-19 14:01:30,10.6 W,4.55 W
2024-12-19 14:02:00,10.9 W,4.56 W
2024-12-19 14:02:30,10.6 W,4.56 W
2024-12-19 14:03:00,11.6 W,4.63 W
2024-12-19 14:03:30,11.7 W,4.63 W
2024-12-19 14:04:00,11.9 W,4.63 W
2024-12-19 14:04:30,11.7 W,4.61 W
2024-12-19 14:05:00,10.8 W,4.61 W
2024-12-19 14:05:30,10.6 W,4.57 W
2024-12-19 14:06:00,10.9 W,4.57 W
2024-12-19 14:06:30,10.8 W,4.57 W
2024-12-19 14:07:00,11.5 W,4.63 W
2024-12-19 14:07:30,11.8 W,4.63 W
2024-12-19 14:08:00,12.0 W,4.64 W
2024-12-19 14:08:30,11.6 W,4.63 W
2024-12-19 14:09:00,10.7 W,4.58 W
2024-12-19 14:09:30,10.5 W,4.56 W
2024-12-19 14:10:00,10.8 W,4.59 W
2024-12-19 14:10:30,10.8 W,4.57 W
2024-12-19 14:11:00,11.9 W,4.63 W
2024-12-19 14:11:30,11.9 W,4.63 W
2024-12-19 14:12:00,11.6 W,4.63 W
2024-12-19 14:12:30,11.4 W,4.61 W
2024-12-19 14:13:00,10.8 W,4.56 W
2024-12-19 14:13:30,10.6 W,4.56 W
2024-12-19 14:14:00,10.7 W,4.57 W
2024-12-19 14:14:30,12.1 W,4.65 W
2024-12-19 14:15:00,11.9 W,4.64 W
2024-12-19 14:15:30,11.6 W,4.63 W
2024-12-19 14:16:00,11.6 W,4.62 W
2024-12-19 14:16:30,10.8 W,4.56 W
2024-12-19 14:17:00,10.7 W,4.57 W
2024-12-19 14:17:30,10.8 W,4.58 W
2024-12-19 14:18:00,10.8 W,4.57 W
2024-12-19 14:18:30,11.6 W,4.62 W
2024-12-19 14:19:00,11.9 W,4.64 W
2024-12-19 14:19:30,11.5 W,4.63 W
2024-12-19 14:20:00,11.8 W,4.65 W
2024-12-19 14:20:30,10.5 W,4.56 W
