Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_direct_3_1000,x_direct_3_1000_topic_0,118093,0,6,3035.3608431405733,0.052,293918.125,0.0,73.57458696471687,0.0,6,9,13,17,610,1500,42000,77000,294000,294000,294000
,Aggregated,118093,0,6,3035.3608431405733,0.052,293918.125,0.0,73.57458696471687,0.0,6,9,13,17,610,1500,42000,77000,294000,294000,294000
