"Time","core","dram"
2024-12-19 19:15:30,11.0 W,4.59 W
2024-12-19 19:16:00,14.5 W,5.14 W
2024-12-19 19:16:30,21.6 W,6.62 W
2024-12-19 19:17:00,37.0 W,7.54 W
2024-12-19 19:17:30,27.4 W,6.50 W
2024-12-19 19:18:00,25.7 W,6.48 W
2024-12-19 19:18:30,26.4 W,6.43 W
2024-12-19 19:19:00,25.4 W,6.54 W
2024-12-19 19:19:30,31.6 W,6.86 W
2024-12-19 19:20:00,27.9 W,6.66 W
2024-12-19 19:20:30,28.1 W,6.56 W
2024-12-19 19:21:00,27.0 W,6.33 W
2024-12-19 19:21:30,26.8 W,6.33 W
2024-12-19 19:22:00,26.4 W,6.30 W
2024-12-19 19:22:30,29.9 W,6.73 W
2024-12-19 19:23:00,27.4 W,6.42 W
2024-12-19 19:23:30,36.0 W,7.17 W
2024-12-19 19:24:00,30.4 W,6.61 W
2024-12-19 19:24:30,33.8 W,6.78 W
2024-12-19 19:25:00,32.6 W,6.85 W
2024-12-19 19:25:30,33.3 W,6.95 W
2024-12-19 19:26:00,26.9 W,6.33 W
2024-12-19 19:26:30,27.1 W,6.23 W
2024-12-19 19:27:00,35.3 W,6.53 W
2024-12-19 19:27:30,29.8 W,6.39 W
2024-12-19 19:28:00,30.2 W,6.56 W
2024-12-19 19:28:30,27.7 W,6.20 W
2024-12-19 19:29:00,61.2 W,9.51 W
2024-12-19 19:29:30,52.2 W,11.1 W
2024-12-19 19:30:00,47.4 W,11.1 W
2024-12-19 19:30:30,35.4 W,7.03 W
2024-12-19 19:31:00,32.2 W,6.37 W
2024-12-19 19:31:30,15.9 W,5.00 W
2024-12-19 19:32:00,22.5 W,5.56 W
2024-12-19 19:32:30,27.2 W,6.31 W
2024-12-19 19:33:00,15.8 W,5.19 W
2024-12-19 19:33:30,27.8 W,6.15 W
2024-12-19 19:34:00,54.9 W,8.62 W
2024-12-19 19:34:30,61.0 W,10.3 W
2024-12-19 19:35:00,46.6 W,10.6 W
2024-12-19 19:35:30,31.6 W,6.36 W
2024-12-19 19:36:00,28.5 W,5.97 W
2024-12-19 19:36:30,19.2 W,5.48 W
2024-12-19 19:37:00,30.7 W,6.85 W
2024-12-19 19:37:30,25.3 W,5.68 W
2024-12-19 19:38:00,28.9 W,6.05 W
2024-12-19 19:38:30,32.7 W,6.58 W
2024-12-19 19:39:00,27.6 W,6.26 W
2024-12-19 19:39:30,32.3 W,6.36 W
2024-12-19 19:40:00,29.5 W,6.42 W
2024-12-19 19:40:30,28.4 W,6.47 W
2024-12-19 19:41:00,57.8 W,9.98 W
2024-12-19 19:41:30,49.2 W,11.3 W
2024-12-19 19:42:00,32.5 W,6.71 W
2024-12-19 19:42:30,32.6 W,6.57 W
2024-12-19 19:43:00,29.9 W,6.49 W
2024-12-19 19:43:30,29.8 W,6.44 W
2024-12-19 19:44:00,31.9 W,6.55 W
2024-12-19 19:44:30,33.6 W,6.42 W
2024-12-19 19:45:00,33.5 W,6.45 W
2024-12-19 19:45:30,32.6 W,6.46 W
