"Time","/bin/busybox","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/usr/bin/mongod"
2024-12-19 19:28:30,0 B,77.8 kB,0 B,41.0 kB
2024-12-19 19:28:45,0 B,38.3 MB,0 B,94.2 kB
2024-12-19 19:29:00,0 B,0 B,0 B,45.1 kB
2024-12-19 19:29:15,0 B,0 B,0 B,45.1 kB
2024-12-19 19:29:30,0 B,0 B,0 B,53.2 kB
2024-12-19 19:29:45,0 B,0 B,0 B,20.5 kB
2024-12-19 19:30:00,0 B,6.15 MB,0 B,20.5 kB
2024-12-19 19:30:15,0 B,64.3 MB,0 B,20.5 kB
2024-12-19 19:30:30,0 B,2.62 GB,0 B,24.6 kB
2024-12-19 19:30:45,0 B,527 MB,0 B,24.6 kB
2024-12-19 19:31:00,0 B,37.1 MB,0 B,28.7 kB
2024-12-19 19:31:15,0 B,12.0 MB,0 B,28.7 kB
2024-12-19 19:31:30,0 B,38.8 MB,0 B,28.7 kB
2024-12-19 19:31:45,0 B,319 MB,0 B,32.8 kB
2024-12-19 19:32:00,0 B,294 MB,0 B,32.8 kB
2024-12-19 19:32:15,0 B,40.7 MB,0 B,32.8 kB
2024-12-19 19:32:30,0 B,363 MB,0 B,36.9 kB
2024-12-19 19:32:45,0 B,105 MB,0 B,36.9 kB
2024-12-19 19:33:00,0 B,386 MB,0 B,36.9 kB
2024-12-19 19:33:15,0 B,127 MB,0 B,41.0 kB
2024-12-19 19:33:30,0 B,373 MB,0 B,45.1 kB
2024-12-19 19:33:45,0 B,61.0 MB,0 B,41.0 kB
2024-12-19 19:34:00,0 B,0 B,0 B,45.1 kB
2024-12-19 19:34:15,0 B,0 B,0 B,45.1 kB
2024-12-19 19:34:30,0 B,4.23 MB,0 B,49.2 kB
2024-12-19 19:34:45,0 B,5.66 MB,0 B,20.5 kB
2024-12-19 19:35:00,0 B,25.6 MB,0 B,20.5 kB
2024-12-19 19:35:15,0 B,79.6 MB,0 B,20.5 kB
2024-12-19 19:35:30,0 B,663 MB,0 B,24.6 kB
2024-12-19 19:35:45,0 B,478 MB,0 B,24.6 kB
2024-12-19 19:36:00,0 B,37.5 MB,0 B,90.1 kB
2024-12-19 19:36:15,0 B,12.3 MB,0 B,28.7 kB
2024-12-19 19:36:30,0 B,16.7 MB,0 B,28.7 kB
2024-12-19 19:36:45,0 B,57.5 MB,0 B,32.8 kB
2024-12-19 19:37:00,0 B,186 MB,0 B,98.3 kB
2024-12-19 19:37:15,0 B,71.0 MB,0 B,32.8 kB
2024-12-19 19:37:30,0 B,136 MB,0 B,36.9 kB
2024-12-19 19:37:45,0 B,230 MB,0 B,36.9 kB
2024-12-19 19:38:00,0 B,294 MB,0 B,102 kB
2024-12-19 19:38:15,0 B,216 MB,0 B,41.0 kB
2024-12-19 19:38:30,0 B,291 MB,0 B,41.0 kB
2024-12-19 19:38:45,0 B,191 MB,0 B,41.0 kB
2024-12-19 19:39:00,0 B,137 MB,0 B,111 kB
2024-12-19 19:39:15,0 B,125 MB,0 B,45.1 kB
2024-12-19 19:39:30,0 B,63.2 MB,0 B,53.2 kB
2024-12-19 19:39:45,0 B,74.0 MB,0 B,20.5 kB
2024-12-19 19:40:00,0 B,29.8 MB,0 B,123 kB
2024-12-19 19:40:15,0 B,88.5 MB,0 B,24.6 kB
2024-12-19 19:40:30,0 B,12.1 MB,0 B,24.6 kB
2024-12-19 19:40:45,0 B,1.47 MB,0 B,24.6 kB
2024-12-19 19:41:00,0 B,15.0 MB,0 B,106 kB
2024-12-19 19:41:15,0 B,26.6 MB,0 B,28.7 kB
2024-12-19 19:41:30,0 B,11.6 MB,0 B,32.8 kB
2024-12-19 19:41:45,0 B,88.3 MB,0 B,28.7 kB
2024-12-19 19:42:00,0 B,2.14 GB,0 B,86.0 kB
2024-12-19 19:42:15,0 B,358 MB,0 B,106 kB
2024-12-19 19:42:30,0 B,4.62 MB,0 B,36.9 kB
2024-12-19 19:42:45,0 B,2.02 MB,0 B,36.9 kB
2024-12-19 19:43:00,0 B,52.0 MB,0 B,36.9 kB
2024-12-19 19:43:15,0 B,41.2 MB,0 B,119 kB
2024-12-19 19:43:30,0 B,96.3 MB,0 B,41.0 kB
2024-12-19 19:43:45,0 B,192 MB,0 B,41.0 kB
2024-12-19 19:44:00,0 B,180 MB,0 B,45.1 kB
2024-12-19 19:44:15,0 B,193 MB,0 B,111 kB
2024-12-19 19:44:30,0 B,254 MB,0 B,53.2 kB
2024-12-19 19:44:45,0 B,244 MB,0 B,20.5 kB
2024-12-19 19:45:00,0 B,294 MB,0 B,20.5 kB
2024-12-19 19:45:15,0 B,227 MB,0 B,131 kB
2024-12-19 19:45:30,0 B,120 MB,0 B,24.6 kB
