"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 19:23:30,0 W,139 W,509 mW,35.6 W
2024-12-19 19:23:45,0 W,86.5 W,336 mW,30.0 W
2024-12-19 19:24:00,0 W,81.3 W,167 mW,29.5 W
2024-12-19 19:24:15,0 W,104 W,236 mW,33.2 W
2024-12-19 19:24:30,0 W,106 W,302 mW,30.7 W
2024-12-19 19:24:45,0 W,204 W,292 mW,41.0 W
2024-12-19 19:25:00,0 W,106 W,294 mW,28.9 W
2024-12-19 19:25:15,0 W,104 W,294 mW,28.7 W
2024-12-19 19:25:30,0 W,116 W,239 mW,28.8 W
2024-12-19 19:25:45,0 W,106 W,235 mW,28.7 W
2024-12-19 19:26:00,0 W,60.8 W,253 mW,25.2 W
2024-12-19 19:26:15,0 W,63.1 W,158 mW,26.2 W
2024-12-19 19:26:30,0 W,62.9 W,153 mW,25.3 W
2024-12-19 19:26:45,0 W,78.0 W,254 mW,25.1 W
2024-12-19 19:27:00,0 W,140 W,373 mW,37.2 W
2024-12-19 19:27:15,0 W,145 W,244 mW,37.1 W
2024-12-19 19:27:30,0 W,83.5 W,436 mW,29.0 W
2024-12-19 19:27:45,0 W,79.2 W,329 mW,28.7 W
2024-12-19 19:28:00,0 W,88.1 W,221 mW,29.4 W
2024-12-19 19:28:15,0 W,59.4 W,154 mW,25.6 W
2024-12-19 19:28:30,0 W,54.9 W,310 mW,25.9 W
2024-12-19 19:28:45,0 W,75.3 W,217 mW,27.2 W
2024-12-19 19:29:00,0 W,543 W,298 mW,44.9 W
2024-12-19 19:29:15,0 W,573 W,617 mW,71.7 W
2024-12-19 19:29:30,0 W,561 W,545 mW,40.9 W
2024-12-19 19:29:45,0 W,516 W,502 mW,53.2 W
2024-12-19 19:30:00,0 W,519 W,337 mW,37.9 W
2024-12-19 19:30:15,0 W,511 W,590 mW,49.0 W
2024-12-19 19:30:30,0 W,135 W,126 mW,30.2 W
2024-12-19 19:30:45,0 W,79.8 W,292 mW,29.0 W
2024-12-19 19:31:00,0 W,70.3 W,347 mW,28.7 W
2024-12-19 19:31:15,0 W,62.7 W,110 mW,27.7 W
2024-12-19 19:31:30,0 W,13.8 W,95.9 mW,15.9 W
2024-12-19 19:31:45,0 W,77.7 W,231 mW,22.8 W
2024-12-19 19:32:00,0 W,61.8 W,209 mW,20.6 W
2024-12-19 19:32:15,0 W,25.7 W,104 mW,17.2 W
2024-12-19 19:32:30,0 W,105 W,256 mW,25.2 W
2024-12-19 19:32:45,0 W,45.8 W,233 mW,19.3 W
2024-12-19 19:33:00,0 W,24.0 W,584 mW,15.8 W
2024-12-19 19:33:15,0 W,8.79 W,238 mW,12.4 W
2024-12-19 19:33:30,0 W,105 W,258 mW,27.4 W
2024-12-19 19:33:45,0 W,156 W,379 mW,38.3 W
2024-12-19 19:34:00,0 W,441 W,360 mW,61.3 W
2024-12-19 19:34:15,0 W,464 W,547 mW,41.4 W
2024-12-19 19:34:30,0 W,571 W,503 mW,79.1 W
2024-12-19 19:34:45,0 W,543 W,454 mW,51.0 W
2024-12-19 19:35:00,0 W,476 W,413 mW,56.5 W
2024-12-19 19:35:15,0 W,511 W,516 mW,56.3 W
2024-12-19 19:35:30,0 W,69.0 W,228 mW,28.4 W
2024-12-19 19:35:45,0 W,78.0 W,290 mW,28.8 W
2024-12-19 19:36:00,0 W,60.4 W,312 mW,26.0 W
2024-12-19 19:36:15,0 W,38.8 W,171 mW,21.4 W
2024-12-19 19:36:30,0 W,34.0 W,147 mW,18.1 W
2024-12-19 19:36:45,0 W,81.9 W,255 mW,25.1 W
2024-12-19 19:37:00,0 W,85.4 W,170 mW,28.1 W
2024-12-19 19:37:15,0 W,55.5 W,135 mW,22.5 W
2024-12-19 19:37:30,0 W,74.6 W,325 mW,25.0 W
2024-12-19 19:37:45,0 W,108 W,411 mW,28.5 W
2024-12-19 19:38:00,0 W,99.6 W,732 mW,30.5 W
2024-12-19 19:38:15,0 W,78.2 W,391 mW,25.9 W
2024-12-19 19:38:30,0 W,143 W,532 mW,32.6 W
2024-12-19 19:38:45,0 W,123 W,163 mW,26.6 W
2024-12-19 19:39:00,0 W,120 W,206 mW,24.9 W
2024-12-19 19:39:15,0 W,103 W,240 mW,23.1 W
2024-12-19 19:39:30,0 W,98.3 W,290 mW,31.2 W
2024-12-19 19:39:45,0 W,78.8 W,268 mW,27.9 W
2024-12-19 19:40:00,0 W,71.7 W,434 mW,28.3 W
2024-12-19 19:40:15,0 W,85.0 W,166 mW,28.5 W
2024-12-19 19:40:30,0 W,62.2 W,212 mW,26.3 W
2024-12-19 19:40:45,0 W,450 W,460 mW,62.7 W
2024-12-19 19:41:00,0 W,538 W,482 mW,43.7 W
2024-12-19 19:41:15,0 W,531 W,558 mW,76.7 W
2024-12-19 19:41:30,0 W,548 W,523 mW,39.4 W
2024-12-19 19:41:45,0 W,518 W,429 mW,64.8 W
2024-12-19 19:42:00,0 W,82.4 W,177 mW,29.1 W
2024-12-19 19:42:15,0 W,66.1 W,285 mW,28.4 W
2024-12-19 19:42:30,0 W,79.7 W,117 mW,29.0 W
2024-12-19 19:42:45,0 W,60.8 W,334 mW,27.9 W
2024-12-19 19:43:00,0 W,87.9 W,213 mW,26.5 W
2024-12-19 19:43:15,0 W,75.4 W,165 mW,27.4 W
2024-12-19 19:43:30,0 W,65.3 W,219 mW,27.3 W
2024-12-19 19:43:45,0 W,61.0 W,254 mW,25.2 W
2024-12-19 19:44:00,0 W,123 W,116 mW,28.8 W
2024-12-19 19:44:15,0 W,99.5 W,238 mW,23.3 W
2024-12-19 19:44:30,0 W,143 W,179 mW,35.2 W
2024-12-19 19:44:45,0 W,121 W,282 mW,33.1 W
2024-12-19 19:45:00,0 W,138 W,299 mW,34.1 W
2024-12-19 19:45:15,0 W,146 W,228 mW,27.5 W
2024-12-19 19:45:30,0 W,139 W,293 mW,28.6 W
