"Time","core","dram"
2025-01-17 13:58:30,1.59 W,3.96 W
2025-01-17 13:59:00,11.0 W,4.59 W
2025-01-17 13:59:30,23.2 W,7.00 W
2025-01-17 14:00:00,34.2 W,7.41 W
2025-01-17 14:00:30,30.0 W,6.83 W
2025-01-17 14:01:00,34.9 W,7.20 W
2025-01-17 14:01:30,31.2 W,6.93 W
2025-01-17 14:02:00,33.0 W,6.86 W
2025-01-17 14:02:30,28.3 W,6.72 W
2025-01-17 14:03:00,28.2 W,6.47 W
2025-01-17 14:03:30,30.2 W,6.49 W
2025-01-17 14:04:00,27.5 W,6.49 W
2025-01-17 14:04:30,31.2 W,6.67 W
2025-01-17 14:05:00,29.4 W,6.34 W
2025-01-17 14:05:30,29.4 W,6.48 W
2025-01-17 14:06:00,28.6 W,6.35 W
2025-01-17 14:06:30,28.9 W,6.40 W
2025-01-17 14:07:00,57.6 W,9.91 W
2025-01-17 14:07:30,33.2 W,6.63 W
2025-01-17 14:08:00,36.4 W,6.94 W
2025-01-17 14:08:30,28.8 W,6.34 W
2025-01-17 14:09:00,30.6 W,6.52 W
2025-01-17 14:09:30,27.0 W,5.67 W
2025-01-17 14:10:00,26.9 W,6.50 W
2025-01-17 14:10:30,28.8 W,6.35 W
2025-01-17 14:11:00,60.0 W,9.89 W
2025-01-17 14:11:30,31.2 W,6.46 W
2025-01-17 14:12:00,30.4 W,6.45 W
2025-01-17 14:12:30,29.4 W,6.18 W
2025-01-17 14:13:00,24.6 W,5.86 W
2025-01-17 14:13:30,26.1 W,5.78 W
2025-01-17 14:14:00,32.5 W,6.79 W
2025-01-17 14:14:30,28.5 W,6.35 W
2025-01-17 14:15:00,28.4 W,6.35 W
2025-01-17 14:15:30,56.7 W,9.94 W
2025-01-17 14:16:00,33.1 W,6.52 W
2025-01-17 14:16:30,31.3 W,6.40 W
2025-01-17 14:17:00,31.2 W,6.39 W
2025-01-17 14:17:30,30.1 W,6.15 W
2025-01-17 14:18:00,23.4 W,5.72 W
2025-01-17 14:18:30,21.9 W,5.54 W
2025-01-17 14:19:00,29.2 W,6.35 W
2025-01-17 14:19:30,28.0 W,6.46 W
2025-01-17 14:20:00,48.4 W,8.32 W
2025-01-17 14:20:30,55.7 W,10.6 W
2025-01-17 14:21:00,31.7 W,6.49 W
2025-01-17 14:21:30,40.5 W,7.33 W
2025-01-17 14:22:00,29.8 W,6.55 W
2025-01-17 14:22:30,24.2 W,5.86 W
2025-01-17 14:23:00,21.3 W,5.65 W
2025-01-17 14:23:30,22.1 W,5.66 W
2025-01-17 14:24:00,25.2 W,5.67 W
2025-01-17 14:24:30,30.2 W,6.47 W
2025-01-17 14:25:00,56.4 W,8.72 W
2025-01-17 14:25:30,54.0 W,10.7 W
2025-01-17 14:26:00,32.2 W,6.42 W
2025-01-17 14:26:30,31.4 W,6.19 W
2025-01-17 14:27:00,29.1 W,6.40 W
2025-01-17 14:27:30,24.0 W,5.91 W
2025-01-17 14:28:00,26.4 W,6.13 W
2025-01-17 14:28:30,28.0 W,5.73 W
