"Time","core","dram"
2025-01-17 15:18:30,0.126 W,3.83 W
2025-01-17 15:19:00,5.19 W,4.41 W
2025-01-17 15:19:30,26.1 W,7.34 W
2025-01-17 15:20:00,25.7 W,7.04 W
2025-01-17 15:20:30,59.3 W,9.74 W
2025-01-17 15:21:00,29.9 W,6.91 W
2025-01-17 15:21:30,35.7 W,7.24 W
2025-01-17 15:22:00,28.2 W,6.60 W
2025-01-17 15:22:30,37.6 W,7.28 W
2025-01-17 15:23:00,33.2 W,6.92 W
2025-01-17 15:23:30,34.3 W,6.95 W
2025-01-17 15:24:00,29.5 W,6.63 W
2025-01-17 15:24:30,31.6 W,6.88 W
2025-01-17 15:25:00,28.1 W,6.48 W
2025-01-17 15:25:30,27.8 W,6.57 W
2025-01-17 15:26:00,27.2 W,6.55 W
2025-01-17 15:26:30,26.9 W,6.53 W
2025-01-17 15:27:00,27.4 W,6.50 W
2025-01-17 15:27:30,27.6 W,6.49 W
2025-01-17 15:28:00,27.0 W,6.44 W
2025-01-17 15:28:30,32.1 W,7.03 W
2025-01-17 15:29:00,28.7 W,6.51 W
2025-01-17 15:29:30,27.5 W,6.37 W
2025-01-17 15:30:00,28.9 W,6.47 W
2025-01-17 15:30:30,27.7 W,6.40 W
2025-01-17 15:31:00,27.7 W,6.41 W
2025-01-17 15:31:30,29.0 W,6.94 W
2025-01-17 15:32:00,27.4 W,6.43 W
2025-01-17 15:32:30,28.4 W,6.70 W
2025-01-17 15:33:00,31.3 W,6.72 W
2025-01-17 15:33:30,28.7 W,6.45 W
2025-01-17 15:34:00,28.1 W,6.34 W
2025-01-17 15:34:30,63.5 W,9.55 W
2025-01-17 15:35:00,52.4 W,9.79 W
2025-01-17 15:35:30,47.9 W,10.4 W
2025-01-17 15:36:00,49.2 W,11.1 W
2025-01-17 15:36:30,32.1 W,6.46 W
2025-01-17 15:37:00,30.0 W,6.41 W
2025-01-17 15:37:30,29.8 W,6.38 W
2025-01-17 15:38:00,29.0 W,6.38 W
2025-01-17 15:38:30,28.3 W,6.36 W
2025-01-17 15:39:00,28.0 W,6.39 W
2025-01-17 15:39:30,28.6 W,6.44 W
2025-01-17 15:40:00,27.9 W,6.42 W
2025-01-17 15:40:30,29.0 W,6.45 W
2025-01-17 15:41:00,28.7 W,6.46 W
2025-01-17 15:41:30,27.9 W,6.43 W
2025-01-17 15:42:00,28.2 W,6.34 W
2025-01-17 15:42:30,29.2 W,6.49 W
2025-01-17 15:43:00,29.5 W,6.51 W
2025-01-17 15:43:30,31.8 W,6.77 W
2025-01-17 15:44:00,34.2 W,6.88 W
2025-01-17 15:44:30,60.8 W,9.36 W
2025-01-17 15:45:00,49.2 W,9.75 W
2025-01-17 15:45:30,49.0 W,10.8 W
2025-01-17 15:46:00,37.4 W,7.10 W
2025-01-17 15:46:30,31.4 W,6.39 W
2025-01-17 15:47:00,29.1 W,6.39 W
2025-01-17 15:47:30,28.4 W,6.33 W
2025-01-17 15:48:00,29.1 W,6.41 W
2025-01-17 15:48:30,27.6 W,6.43 W
