"Time","core","dram"
2025-01-17 16:33:00,10.4 W,4.50 W
2025-01-17 16:33:30,10.3 W,4.52 W
2025-01-17 16:34:00,10.8 W,4.55 W
2025-01-17 16:34:30,11.7 W,4.61 W
2025-01-17 16:35:00,11.9 W,4.61 W
2025-01-17 16:35:30,11.1 W,4.54 W
2025-01-17 16:36:00,11.8 W,4.60 W
2025-01-17 16:36:30,11.3 W,4.56 W
2025-01-17 16:37:00,11.1 W,4.53 W
2025-01-17 16:37:30,11.1 W,4.55 W
2025-01-17 16:38:00,10.6 W,4.53 W
2025-01-17 16:38:30,12.0 W,4.60 W
2025-01-17 16:39:00,12.0 W,4.60 W
2025-01-17 16:39:30,12.1 W,4.61 W
2025-01-17 16:40:00,12.2 W,4.61 W
2025-01-17 16:40:30,10.8 W,4.54 W
2025-01-17 16:41:00,10.9 W,4.54 W
2025-01-17 16:41:30,11.2 W,4.55 W
2025-01-17 16:42:00,11.3 W,4.57 W
2025-01-17 16:42:30,11.9 W,4.61 W
2025-01-17 16:43:00,11.8 W,4.60 W
2025-01-17 16:43:30,12.1 W,4.61 W
2025-01-17 16:44:00,10.9 W,4.54 W
2025-01-17 16:44:30,10.9 W,4.54 W
2025-01-17 16:45:00,10.9 W,4.54 W
2025-01-17 16:45:30,10.9 W,4.54 W
2025-01-17 16:46:00,12.2 W,4.60 W
2025-01-17 16:46:30,11.8 W,4.61 W
2025-01-17 16:47:00,11.7 W,4.61 W
2025-01-17 16:47:30,11.2 W,4.56 W
2025-01-17 16:48:00,11.0 W,4.54 W
2025-01-17 16:48:30,11.0 W,4.53 W
2025-01-17 16:49:00,10.9 W,4.54 W
2025-01-17 16:49:30,11.1 W,4.55 W
2025-01-17 16:50:00,11.8 W,4.60 W
2025-01-17 16:50:30,11.8 W,4.60 W
2025-01-17 16:51:00,11.9 W,4.60 W
2025-01-17 16:51:30,11.0 W,4.55 W
2025-01-17 16:52:00,11.1 W,4.54 W
2025-01-17 16:52:30,11.2 W,4.55 W
2025-01-17 16:53:00,10.9 W,4.54 W
2025-01-17 16:53:30,12.3 W,4.61 W
2025-01-17 16:54:00,12.2 W,4.61 W
2025-01-17 16:54:30,12.0 W,4.61 W
2025-01-17 16:55:00,11.7 W,4.58 W
2025-01-17 16:55:30,11.1 W,4.54 W
2025-01-17 16:56:00,11.1 W,4.54 W
2025-01-17 16:56:30,10.9 W,4.55 W
2025-01-17 16:57:00,11.6 W,4.59 W
2025-01-17 16:57:30,11.9 W,4.60 W
2025-01-17 16:58:00,12.3 W,4.60 W
2025-01-17 16:58:30,11.7 W,4.61 W
2025-01-17 16:59:00,11.1 W,4.54 W
2025-01-17 16:59:30,10.6 W,4.54 W
2025-01-17 17:00:00,10.7 W,4.53 W
2025-01-17 17:00:30,11.3 W,4.56 W
2025-01-17 17:01:00,12.2 W,4.61 W
2025-01-17 17:01:30,12.4 W,4.62 W
2025-01-17 17:02:00,12.1 W,4.61 W
2025-01-17 17:02:30,11.0 W,4.54 W
2025-01-17 17:03:00,10.8 W,4.54 W
