"Time","core","dram"
2024-12-19 13:05:30,11.0 W,4.58 W
2024-12-19 13:06:00,10.1 W,4.52 W
2024-12-19 13:06:30,9.90 W,4.53 W
2024-12-19 13:07:00,10.1 W,4.53 W
2024-12-19 13:07:30,10.4 W,4.54 W
2024-12-19 13:08:00,11.7 W,4.60 W
2024-12-19 13:08:30,11.2 W,4.60 W
2024-12-19 13:09:00,11.5 W,4.61 W
2024-12-19 13:09:30,11.2 W,4.59 W
2024-12-19 13:10:00,10.8 W,4.57 W
2024-12-19 13:10:30,10.6 W,4.54 W
2024-12-19 13:11:00,10.9 W,4.56 W
2024-12-19 13:11:30,10.8 W,4.56 W
2024-12-19 13:12:00,11.6 W,4.61 W
2024-12-19 13:12:30,11.5 W,4.62 W
2024-12-19 13:13:00,11.4 W,4.61 W
2024-12-19 13:13:30,11.5 W,4.61 W
2024-12-19 13:14:00,10.5 W,4.56 W
2024-12-19 13:14:30,10.5 W,4.55 W
2024-12-19 13:15:00,10.6 W,4.58 W
2024-12-19 13:15:30,10.6 W,4.55 W
2024-12-19 13:16:00,11.6 W,4.61 W
2024-12-19 13:16:30,11.5 W,4.61 W
2024-12-19 13:17:00,11.7 W,4.62 W
2024-12-19 13:17:30,11.6 W,4.62 W
2024-12-19 13:18:00,10.5 W,4.56 W
2024-12-19 13:18:30,10.6 W,4.56 W
2024-12-19 13:19:00,10.7 W,4.56 W
2024-12-19 13:19:30,10.6 W,4.56 W
2024-12-19 13:20:00,11.7 W,4.63 W
2024-12-19 13:20:30,11.7 W,4.61 W
2024-12-19 13:21:00,11.5 W,4.60 W
2024-12-19 13:21:30,11.5 W,4.61 W
2024-12-19 13:22:00,10.2 W,4.55 W
2024-12-19 13:22:30,10.9 W,4.57 W
2024-12-19 13:23:00,10.4 W,4.55 W
2024-12-19 13:23:30,10.5 W,4.55 W
2024-12-19 13:24:00,11.6 W,4.61 W
2024-12-19 13:24:30,11.5 W,4.62 W
2024-12-19 13:25:00,11.7 W,4.62 W
2024-12-19 13:25:30,11.3 W,4.62 W
2024-12-19 13:26:00,10.5 W,4.55 W
2024-12-19 13:26:30,10.5 W,4.55 W
2024-12-19 13:27:00,10.4 W,4.56 W
2024-12-19 13:27:30,10.6 W,4.55 W
2024-12-19 13:28:00,11.7 W,4.62 W
2024-12-19 13:28:30,11.5 W,4.61 W
2024-12-19 13:29:00,11.2 W,4.60 W
2024-12-19 13:29:30,11.7 W,4.62 W
2024-12-19 13:30:00,10.5 W,4.56 W
2024-12-19 13:30:30,10.4 W,4.54 W
2024-12-19 13:31:00,10.7 W,4.56 W
2024-12-19 13:31:30,10.5 W,4.55 W
2024-12-19 13:32:00,11.8 W,4.62 W
2024-12-19 13:32:30,11.5 W,4.61 W
2024-12-19 13:33:00,11.4 W,4.62 W
2024-12-19 13:33:30,11.1 W,4.60 W
2024-12-19 13:34:00,10.4 W,4.54 W
2024-12-19 13:34:30,10.5 W,4.54 W
2024-12-19 13:35:00,10.4 W,4.57 W
2024-12-19 13:35:30,10.4 W,4.54 W
