"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-18 14:20:30,0 W,5.35 W,103 mW,12.7 W
2024-12-18 14:20:45,0 W,4.42 W,103 mW,13.1 W
2024-12-18 14:21:00,0 W,4.47 W,153 mW,12.9 W
2024-12-18 14:21:15,0 W,4.51 W,76.8 mW,13.0 W
2024-12-18 14:21:30,0 W,4.94 W,438 mW,11.4 W
2024-12-18 14:21:45,0 W,4.88 W,290 mW,11.3 W
2024-12-18 14:22:00,0 W,4.38 W,486 mW,11.4 W
2024-12-18 14:22:15,0 W,5.35 W,533 mW,11.3 W
2024-12-18 14:22:30,0 W,4.85 W,439 mW,11.3 W
2024-12-18 14:22:45,0 W,4.28 W,438 mW,11.3 W
2024-12-18 14:23:00,0 W,4.59 W,413 mW,11.3 W
2024-12-18 14:23:15,0 W,4.59 W,629 mW,11.3 W
2024-12-18 14:23:30,0 W,5.20 W,317 mW,11.4 W
2024-12-18 14:23:45,0 W,5.18 W,510 mW,12.5 W
2024-12-18 14:24:00,0 W,5.36 W,181 mW,13.0 W
2024-12-18 14:24:15,0 W,5.27 W,51.9 mW,13.1 W
2024-12-18 14:24:30,0 W,5.53 W,103 mW,12.9 W
2024-12-18 14:24:45,0 W,4.76 W,129 mW,12.9 W
2024-12-18 14:25:00,0 W,5.55 W,77.5 mW,13.0 W
2024-12-18 14:25:15,0 W,5.40 W,102 mW,12.9 W
2024-12-18 14:25:30,0 W,5.75 W,104 mW,13.1 W
2024-12-18 14:25:45,0 W,5.42 W,149 mW,11.9 W
2024-12-18 14:26:00,0 W,5.15 W,583 mW,11.3 W
2024-12-18 14:26:15,0 W,5.14 W,560 mW,11.4 W
2024-12-18 14:26:30,0 W,4.80 W,410 mW,11.2 W
2024-12-18 14:26:45,0 W,4.99 W,579 mW,11.2 W
2024-12-18 14:27:00,0 W,4.82 W,438 mW,11.4 W
2024-12-18 14:27:15,0 W,4.82 W,557 mW,11.3 W
2024-12-18 14:27:30,0 W,4.99 W,388 mW,11.3 W
2024-12-18 14:27:45,0 W,4.87 W,576 mW,11.2 W
2024-12-18 14:28:00,0 W,4.84 W,152 mW,12.7 W
2024-12-18 14:28:15,0 W,4.80 W,103 mW,12.9 W
2024-12-18 14:28:30,0 W,4.95 W,77.0 mW,12.9 W
2024-12-18 14:28:45,0 W,4.68 W,103 mW,12.9 W
2024-12-18 14:29:00,0 W,5.07 W,129 mW,13.0 W
2024-12-18 14:29:15,0 W,4.65 W,77.0 mW,13.0 W
2024-12-18 14:29:30,0 W,4.97 W,103 mW,13.0 W
2024-12-18 14:29:45,0 W,4.99 W,103 mW,13.0 W
2024-12-18 14:30:00,0 W,4.92 W,549 mW,11.1 W
2024-12-18 14:30:15,0 W,4.24 W,386 mW,11.2 W
2024-12-18 14:30:30,0 W,4.81 W,340 mW,11.2 W
2024-12-18 14:30:45,0 W,4.99 W,513 mW,11.5 W
2024-12-18 14:31:00,0 W,4.86 W,635 mW,11.4 W
2024-12-18 14:31:15,0 W,4.52 W,505 mW,11.2 W
2024-12-18 14:31:30,0 W,4.75 W,268 mW,11.3 W
2024-12-18 14:31:45,0 W,4.76 W,534 mW,11.3 W
2024-12-18 14:32:00,0 W,5.77 W,342 mW,11.5 W
2024-12-18 14:32:15,0 W,5.12 W,380 mW,12.5 W
2024-12-18 14:32:30,0 W,5.46 W,51.3 mW,12.9 W
2024-12-18 14:32:45,0 W,5.59 W,154 mW,13.0 W
2024-12-18 14:33:00,0 W,5.83 W,104 mW,13.1 W
2024-12-18 14:33:15,0 W,5.80 W,129 mW,13.1 W
2024-12-18 14:33:30,0 W,4.89 W,129 mW,13.0 W
2024-12-18 14:33:45,0 W,4.79 W,78.1 mW,13.1 W
2024-12-18 14:34:00,0 W,5.07 W,51.8 mW,13.1 W
2024-12-18 14:34:15,0 W,4.96 W,122 mW,11.8 W
2024-12-18 14:34:30,0 W,4.78 W,291 mW,11.3 W
2024-12-18 14:34:45,0 W,4.72 W,675 mW,11.2 W
2024-12-18 14:35:00,0 W,4.95 W,509 mW,11.2 W
2024-12-18 14:35:15,0 W,4.68 W,531 mW,11.3 W
2024-12-18 14:35:30,0 W,4.74 W,334 mW,11.2 W
2024-12-18 14:35:45,0 W,5.04 W,761 mW,11.0 W
2024-12-18 14:36:00,0 W,5.34 W,479 mW,11.1 W
2024-12-18 14:36:15,0 W,4.53 W,463 mW,11.3 W
2024-12-18 14:36:30,0 W,5.07 W,129 mW,13.0 W
2024-12-18 14:36:45,0 W,5.49 W,77.3 mW,13.0 W
2024-12-18 14:37:00,0 W,5.64 W,78.3 mW,13.2 W
2024-12-18 14:37:15,0 W,5.44 W,104 mW,13.1 W
2024-12-18 14:37:30,0 W,4.92 W,51.6 mW,13.0 W
2024-12-18 14:37:45,0 W,5.57 W,130 mW,13.1 W
2024-12-18 14:38:00,0 W,4.88 W,76.7 mW,12.8 W
2024-12-18 14:38:15,0 W,5.45 W,103 mW,12.9 W
2024-12-18 14:38:30,0 W,5.34 W,335 mW,11.1 W
2024-12-18 14:38:45,0 W,4.84 W,501 mW,11.1 W
2024-12-18 14:39:00,0 W,4.65 W,365 mW,11.3 W
2024-12-18 14:39:15,0 W,5.94 W,459 mW,11.1 W
2024-12-18 14:39:30,0 W,5.12 W,416 mW,11.4 W
2024-12-18 14:39:45,0 W,4.41 W,336 mW,11.1 W
2024-12-18 14:40:00,0 W,5.15 W,512 mW,11.4 W
2024-12-18 14:40:15,0 W,5.68 W,366 mW,11.3 W
2024-12-18 14:40:30,0 W,5.88 W,255 mW,12.4 W
2024-12-18 14:40:45,0 W,5.28 W,130 mW,13.1 W
2024-12-18 14:41:00,0 W,5.74 W,77.6 mW,13.1 W
2024-12-18 14:41:15,0 W,5.70 W,104 mW,13.1 W
2024-12-18 14:41:30,0 W,5.70 W,51.8 mW,13.1 W
2024-12-18 14:41:45,0 W,5.36 W,105 mW,13.1 W
2024-12-18 14:42:00,0 W,5.51 W,129 mW,13.1 W
2024-12-18 14:42:15,0 W,5.11 W,51.3 mW,12.9 W
2024-12-18 14:42:30,0 W,4.99 W,344 mW,11.7 W
2024-12-18 14:42:45,0 W,4.97 W,461 mW,11.3 W
2024-12-18 14:43:00,0 W,5.43 W,606 mW,11.2 W
2024-12-18 14:43:15,0 W,5.43 W,494 mW,11.5 W
2024-12-18 14:43:30,0 W,5.69 W,194 mW,11.2 W
2024-12-18 14:43:45,0 W,5.37 W,678 mW,11.2 W
2024-12-18 14:44:00,0 W,5.69 W,510 mW,11.3 W
2024-12-18 14:44:15,0 W,5.46 W,461 mW,11.3 W
2024-12-18 14:44:30,0 W,5.41 W,249 mW,11.9 W
2024-12-18 14:44:45,0 W,5.54 W,103 mW,12.9 W
2024-12-18 14:45:00,0 W,5.23 W,51.8 mW,13.1 W
2024-12-18 14:45:15,0 W,5.14 W,180 mW,13.0 W
2024-12-18 14:45:30,0 W,6.21 W,132 mW,13.3 W
2024-12-18 14:45:45,0 W,5.90 W,131 mW,13.2 W
