"Time","core","dram"
2024-12-18 14:15:00,9.91 W,4.54 W
2024-12-18 14:15:30,10.8 W,4.59 W
2024-12-18 14:16:00,11.0 W,4.59 W
2024-12-18 14:16:30,11.2 W,4.60 W
2024-12-18 14:17:00,10.4 W,4.56 W
2024-12-18 14:17:30,10.5 W,4.56 W
2024-12-18 14:18:00,10.8 W,4.57 W
2024-12-18 14:18:30,11.0 W,4.58 W
2024-12-18 14:19:00,11.0 W,4.57 W
2024-12-18 14:19:30,11.8 W,4.61 W
2024-12-18 14:20:00,11.7 W,4.62 W
2024-12-18 14:20:30,11.6 W,4.61 W
2024-12-18 14:21:00,11.4 W,4.62 W
2024-12-18 14:21:30,10.8 W,4.57 W
2024-12-18 14:22:00,10.7 W,4.58 W
2024-12-18 14:22:30,10.8 W,4.55 W
2024-12-18 14:23:00,10.7 W,4.57 W
2024-12-18 14:23:30,10.8 W,4.58 W
2024-12-18 14:24:00,11.7 W,4.62 W
2024-12-18 14:24:30,11.6 W,4.61 W
2024-12-18 14:25:00,11.6 W,4.62 W
2024-12-18 14:25:30,11.7 W,4.64 W
2024-12-18 14:26:00,10.7 W,4.58 W
2024-12-18 14:26:30,10.6 W,4.57 W
2024-12-18 14:27:00,10.7 W,4.59 W
2024-12-18 14:27:30,10.7 W,4.56 W
2024-12-18 14:28:00,11.3 W,4.62 W
2024-12-18 14:28:30,11.5 W,4.62 W
2024-12-18 14:29:00,11.7 W,4.63 W
2024-12-18 14:29:30,11.6 W,4.63 W
2024-12-18 14:30:00,10.4 W,4.56 W
2024-12-18 14:30:30,10.7 W,4.58 W
2024-12-18 14:31:00,10.8 W,4.58 W
2024-12-18 14:31:30,10.8 W,4.58 W
2024-12-18 14:32:00,10.8 W,4.58 W
2024-12-18 14:32:30,11.5 W,4.62 W
2024-12-18 14:33:00,11.8 W,4.63 W
2024-12-18 14:33:30,11.6 W,4.63 W
2024-12-18 14:34:00,11.7 W,4.63 W
2024-12-18 14:34:30,10.7 W,4.58 W
2024-12-18 14:35:00,10.7 W,4.57 W
2024-12-18 14:35:30,10.4 W,4.58 W
2024-12-18 14:36:00,10.5 W,4.58 W
2024-12-18 14:36:30,11.7 W,4.63 W
2024-12-18 14:37:00,11.8 W,4.63 W
2024-12-18 14:37:30,11.6 W,4.63 W
2024-12-18 14:38:00,11.5 W,4.62 W
2024-12-18 14:38:30,10.5 W,4.57 W
2024-12-18 14:39:00,10.8 W,4.58 W
2024-12-18 14:39:30,10.8 W,4.58 W
2024-12-18 14:40:00,10.8 W,4.57 W
2024-12-18 14:40:30,11.4 W,4.60 W
2024-12-18 14:41:00,11.6 W,4.63 W
2024-12-18 14:41:30,11.7 W,4.63 W
2024-12-18 14:42:00,11.6 W,4.65 W
2024-12-18 14:42:30,11.0 W,4.59 W
2024-12-18 14:43:00,10.7 W,4.57 W
2024-12-18 14:43:30,10.7 W,4.58 W
2024-12-18 14:44:00,10.7 W,4.57 W
2024-12-18 14:44:30,11.0 W,4.60 W
2024-12-18 14:45:00,11.7 W,4.63 W
2024-12-18 14:45:30,12.0 W,4.64 W
