Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_direct_500_500,x_direct_500_500_topic_0,1026,0,9,10.857440545808958,0.637,84.872,0.0,0.5700108979917962,0.0,9,12,14,15,21,25,32,54,84,85,85
x_direct_500_500,x_direct_500_500_topic_1,1014,0,9,10.96907495069033,0.462,98.08699999999999,0.0,0.5633441038632372,0.0,9,13,15,16,21,25,29,32,70,98,98
x_direct_500_500,x_direct_500_500_topic_10,986,0,9,11.024634888438127,0.566,97.413,0.0,0.5477882508965994,0.0,9,13,15,16,20,24,29,35,97,97,97
x_direct_500_500,x_direct_500_500_topic_100,1064,0,9,10.991748120300752,0.223,243.251,0.0,0.5911224127322331,0.0,9,12,14,16,20,24,28,35,72,240,240
x_direct_500_500,x_direct_500_500_topic_101,975,0,9,11.119349743589735,-0.389,98.701,0.0,0.5416770229454203,0.0,9,12,15,16,21,27,34,40,99,99,99
x_direct_500_500,x_direct_500_500_topic_102,1080,0,9,11.343192592592603,0.419,130.28300000000002,0.0,0.6000114715703118,0.0,9,12,15,16,20,26,34,55,90,130,130
x_direct_500_500,x_direct_500_500_topic_103,993,0,9,10.90532930513595,0.494,87.347,0.0,0.5516772141382589,0.0,9,12,14,16,20,25,30,45,87,87,87
x_direct_500_500,x_direct_500_500_topic_104,1061,0,9,10.849390197926466,0.285,74.319,0.0,0.5894557142000934,0.0,9,12,15,16,20,24,29,35,63,74,74
x_direct_500_500,x_direct_500_500_topic_105,1064,0,9,11.143429511278194,0.281,100.513,0.0,0.5911224127322331,0.0,9,12,15,17,21,26,31,34,79,100,100
x_direct_500_500,x_direct_500_500_topic_106,1012,0,9,11.091083992094857,0.26899999999999996,219.267,0.0,0.5622329715084773,0.0,9,12,14,16,20,25,32,59,85,220,220
x_direct_500_500,x_direct_500_500_topic_107,972,0,9,10.694540123456791,-2.942,76.63000000000001,0.0,0.5400103244132806,0.0,9,12,14,16,20,24,28,35,77,77,77
x_direct_500_500,x_direct_500_500_topic_108,1029,0,9,10.87362487852284,0.19799999999999998,80.293,0.0,0.5716775965239359,0.0,9,12,15,16,21,24,29,35,65,80,80
x_direct_500_500,x_direct_500_500_topic_109,1021,0,9,10.657093046033294,0.34400000000000003,76.971,0.0,0.5672330671048966,0.0,9,12,15,16,21,24,29,35,77,77,77
x_direct_500_500,x_direct_500_500_topic_11,1069,0,9,10.9267006548176,0.3,72.172,0.0,0.5939002436191326,0.0,9,12,15,16,21,26,30,38,70,72,72
x_direct_500_500,x_direct_500_500_topic_110,1065,0,9,11.176535211267598,0.605,183.23700000000002,0.0,0.591677978909613,0.0,9,13,15,17,21,24,29,39,89,180,180
x_direct_500_500,x_direct_500_500_topic_111,1004,0,9,10.469637450199208,0.6970000000000001,87.353,0.0,0.557788442089438,0.0,9,12,14,15,20,24,28,34,84,87,87
x_direct_500_500,x_direct_500_500_topic_112,1053,0,9,10.850062678062677,0.352,89.643,0.0,0.585011184781054,0.0,9,12,15,16,20,24,29,34,77,90,90
