"Time","core","dram"
2024-12-17 19:42:30,9.79 W,4.63 W
2024-12-17 19:43:00,24.5 W,7.04 W
2024-12-17 19:43:30,25.5 W,7.47 W
2024-12-17 19:44:00,27.9 W,7.14 W
2024-12-17 19:44:30,36.2 W,7.59 W
2024-12-17 19:45:00,28.2 W,6.68 W
2024-12-17 19:45:30,37.3 W,7.50 W
2024-12-17 19:46:00,36.7 W,7.38 W
2024-12-17 19:46:30,27.3 W,6.61 W
2024-12-17 19:47:00,26.9 W,6.42 W
2024-12-17 19:47:30,29.8 W,6.77 W
2024-12-17 19:48:00,27.4 W,6.56 W
2024-12-17 19:48:30,26.2 W,6.53 W
2024-12-17 19:49:00,38.4 W,7.87 W
2024-12-17 19:49:30,56.0 W,9.70 W
2024-12-17 19:50:00,48.0 W,9.86 W
2024-12-17 19:50:30,48.1 W,10.7 W
2024-12-17 19:51:00,47.9 W,10.4 W
2024-12-17 19:51:30,30.8 W,6.49 W
2024-12-17 19:52:00,28.6 W,6.48 W
2024-12-17 19:52:30,28.3 W,6.43 W
2024-12-17 19:53:00,29.9 W,6.76 W
2024-12-17 19:53:30,27.2 W,6.62 W
2024-12-17 19:54:00,27.5 W,6.58 W
2024-12-17 19:54:30,26.6 W,6.56 W
2024-12-17 19:55:00,27.9 W,6.60 W
2024-12-17 19:55:30,27.6 W,6.58 W
2024-12-17 19:56:00,35.8 W,7.22 W
2024-12-17 19:56:30,28.8 W,6.64 W
2024-12-17 19:57:00,26.4 W,6.51 W
2024-12-17 19:57:30,26.6 W,6.49 W
2024-12-17 19:58:00,28.5 W,6.62 W
2024-12-17 19:58:30,25.9 W,6.40 W
2024-12-17 19:59:00,31.1 W,6.78 W
2024-12-17 19:59:30,26.2 W,6.40 W
2024-12-17 20:00:00,26.2 W,6.44 W
2024-12-17 20:00:30,26.9 W,6.42 W
2024-12-17 20:01:00,27.1 W,6.49 W
2024-12-17 20:01:30,26.4 W,6.43 W
2024-12-17 20:02:00,28.5 W,6.69 W
2024-12-17 20:02:30,29.3 W,6.77 W
2024-12-17 20:03:00,27.6 W,6.49 W
2024-12-17 20:03:30,64.7 W,9.54 W
2024-12-17 20:04:00,50.7 W,9.90 W
2024-12-17 20:04:30,48.5 W,10.9 W
2024-12-17 20:05:00,31.0 W,6.65 W
2024-12-17 20:05:30,28.7 W,6.39 W
2024-12-17 20:06:00,28.6 W,6.39 W
2024-12-17 20:06:30,27.9 W,6.38 W
2024-12-17 20:07:00,27.9 W,6.48 W
2024-12-17 20:07:30,26.2 W,6.42 W
2024-12-17 20:08:00,27.3 W,6.51 W
2024-12-17 20:08:30,26.8 W,6.51 W
2024-12-17 20:09:00,27.6 W,6.52 W
2024-12-17 20:09:30,28.7 W,6.58 W
2024-12-17 20:10:00,29.0 W,6.61 W
2024-12-17 20:10:30,26.7 W,6.49 W
2024-12-17 20:11:00,26.9 W,6.52 W
2024-12-17 20:11:30,56.5 W,9.23 W
2024-12-17 20:12:00,53.8 W,9.55 W
