"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 15:22:30,0 W,15.6 W,408 mW,12.0 W
2024-12-19 15:22:45,0 W,15.4 W,566 mW,12.1 W
2024-12-19 15:23:00,0 W,15.2 W,313 mW,12.5 W
2024-12-19 15:23:15,0 W,14.3 W,107 mW,13.4 W
2024-12-19 15:23:30,0 W,14.6 W,107 mW,13.4 W
2024-12-19 15:23:45,0 W,14.7 W,106 mW,13.2 W
2024-12-19 15:24:00,0 W,15.4 W,135 mW,13.6 W
2024-12-19 15:24:15,0 W,13.7 W,53.9 mW,13.5 W
2024-12-19 15:24:30,0 W,15.3 W,53.6 mW,13.4 W
2024-12-19 15:24:45,0 W,15.0 W,158 mW,13.0 W
2024-12-19 15:25:00,0 W,13.1 W,108 mW,13.6 W
2024-12-19 15:25:15,0 W,14.8 W,133 mW,13.3 W
2024-12-19 15:25:30,0 W,13.0 W,81.3 mW,13.6 W
2024-12-19 15:25:45,0 W,15.5 W,134 mW,13.4 W
2024-12-19 15:26:00,0 W,16.7 W,483 mW,11.9 W
2024-12-19 15:26:15,0 W,14.6 W,256 mW,12.1 W
2024-12-19 15:26:30,0 W,14.0 W,589 mW,12.0 W
2024-12-19 15:26:45,0 W,16.0 W,581 mW,11.9 W
2024-12-19 15:27:00,0 W,15.3 W,611 mW,11.9 W
2024-12-19 15:27:15,0 W,14.3 W,334 mW,12.1 W
2024-12-19 15:27:30,0 W,11.8 W,359 mW,12.0 W
2024-12-19 15:27:45,0 W,14.3 W,430 mW,11.8 W
2024-12-19 15:28:00,0 W,14.6 W,506 mW,11.8 W
2024-12-19 15:28:15,0 W,11.5 W,407 mW,12.0 W
2024-12-19 15:28:30,0 W,13.6 W,108 mW,13.6 W
2024-12-19 15:28:45,0 W,13.4 W,79.7 mW,13.1 W
2024-12-19 15:29:00,0 W,13.5 W,131 mW,13.1 W
2024-12-19 15:29:15,0 W,12.8 W,80.1 mW,13.4 W
2024-12-19 15:29:30,0 W,14.1 W,107 mW,13.4 W
2024-12-19 15:29:45,0 W,14.8 W,79.4 mW,13.2 W
2024-12-19 15:30:00,0 W,15.1 W,81.2 mW,13.6 W
2024-12-19 15:30:15,0 W,13.4 W,135 mW,13.5 W
2024-12-19 15:30:30,0 W,14.0 W,80.9 mW,13.6 W
2024-12-19 15:30:45,0 W,14.2 W,105 mW,13.2 W
2024-12-19 15:31:00,0 W,14.6 W,231 mW,12.2 W
2024-12-19 15:31:15,0 W,15.9 W,788 mW,11.9 W
2024-12-19 15:31:30,0 W,15.7 W,431 mW,11.9 W
2024-12-19 15:31:45,0 W,13.3 W,306 mW,12.1 W
2024-12-19 15:32:00,0 W,14.7 W,582 mW,11.8 W
2024-12-19 15:32:15,0 W,15.8 W,482 mW,11.9 W
2024-12-19 15:32:30,0 W,12.9 W,455 mW,11.8 W
2024-12-19 15:32:45,0 W,12.2 W,460 mW,12.0 W
2024-12-19 15:33:00,0 W,14.7 W,597 mW,12.3 W
2024-12-19 15:33:15,0 W,15.3 W,306 mW,12.0 W
2024-12-19 15:33:30,0 W,13.5 W,473 mW,12.7 W
2024-12-19 15:33:45,0 W,14.2 W,135 mW,13.6 W
2024-12-19 15:34:00,0 W,14.5 W,133 mW,13.4 W
2024-12-19 15:34:15,0 W,15.0 W,54.0 mW,13.6 W
2024-12-19 15:34:30,0 W,16.4 W,107 mW,13.3 W
2024-12-19 15:34:45,0 W,16.1 W,107 mW,13.4 W
2024-12-19 15:35:00,0 W,14.9 W,80.7 mW,13.4 W
2024-12-19 15:35:15,0 W,14.0 W,161 mW,13.5 W
2024-12-19 15:35:30,0 W,14.9 W,108 mW,13.6 W
