"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 15:15:30,0 W,3.95 W,465 mW,10.7 W
2024-12-19 15:15:45,0 W,5.01 W,480 mW,11.1 W
2024-12-19 15:16:00,0 W,7.87 W,513 mW,11.4 W
2024-12-19 15:16:15,0 W,9.05 W,519 mW,11.5 W
2024-12-19 15:16:30,0 W,12.5 W,453 mW,11.8 W
2024-12-19 15:16:45,0 W,15.3 W,603 mW,11.7 W
2024-12-19 15:17:00,0 W,14.8 W,536 mW,12.0 W
2024-12-19 15:17:15,0 W,16.4 W,533 mW,11.9 W
2024-12-19 15:17:30,0 W,14.8 W,214 mW,13.3 W
2024-12-19 15:17:45,0 W,15.4 W,134 mW,13.5 W
2024-12-19 15:18:00,0 W,15.5 W,108 mW,13.6 W
2024-12-19 15:18:15,0 W,14.1 W,108 mW,13.5 W
2024-12-19 15:18:30,0 W,12.9 W,134 mW,13.5 W
2024-12-19 15:18:45,0 W,12.2 W,53.2 mW,13.4 W
2024-12-19 15:19:00,0 W,14.5 W,160 mW,13.4 W
2024-12-19 15:19:15,0 W,14.9 W,80.8 mW,13.5 W
2024-12-19 15:19:30,0 W,14.3 W,159 mW,13.3 W
2024-12-19 15:19:45,0 W,12.7 W,53.9 mW,13.5 W
2024-12-19 15:20:00,0 W,14.9 W,109 mW,13.7 W
2024-12-19 15:20:15,0 W,14.6 W,185 mW,12.9 W
2024-12-19 15:20:30,0 W,15.8 W,462 mW,12.2 W
2024-12-19 15:20:45,0 W,15.6 W,543 mW,12.2 W
2024-12-19 15:21:00,0 W,14.3 W,336 mW,12.2 W
2024-12-19 15:21:15,0 W,14.7 W,181 mW,12.3 W
2024-12-19 15:21:30,0 W,15.6 W,592 mW,12.1 W
2024-12-19 15:21:45,0 W,16.1 W,434 mW,12.0 W
2024-12-19 15:22:00,0 W,16.1 W,566 mW,12.2 W
2024-12-19 15:22:15,0 W,16.6 W,469 mW,12.3 W
