"Time","core","dram"
2024-12-19 18:15:30,10.5 W,4.58 W
2024-12-19 18:16:00,11.4 W,4.61 W
2024-12-19 18:16:30,11.7 W,4.64 W
2024-12-19 18:17:00,11.3 W,4.62 W
2024-12-19 18:17:30,11.7 W,4.65 W
2024-12-19 18:18:00,12.1 W,4.74 W
2024-12-19 18:18:30,12.1 W,4.71 W
2024-12-19 18:19:00,12.2 W,4.73 W
2024-12-19 18:19:30,11.9 W,4.70 W
2024-12-19 18:20:00,12.3 W,4.74 W
2024-12-19 18:20:30,12.7 W,4.76 W
2024-12-19 18:21:00,12.7 W,4.76 W
2024-12-19 18:21:30,12.3 W,4.76 W
2024-12-19 18:22:00,12.2 W,4.79 W
2024-12-19 18:22:30,12.7 W,4.78 W
2024-12-19 18:23:00,12.3 W,4.80 W
2024-12-19 18:23:30,12.7 W,4.81 W
2024-12-19 18:24:00,12.1 W,4.79 W
2024-12-19 18:24:30,12.0 W,4.72 W
2024-12-19 18:25:00,11.9 W,4.79 W
2024-12-19 18:25:30,12.1 W,4.78 W
2024-12-19 18:26:00,11.9 W,4.78 W
2024-12-19 18:26:30,12.1 W,4.76 W
2024-12-19 18:27:00,12.1 W,4.74 W
2024-12-19 18:27:30,12.7 W,4.79 W
2024-12-19 18:28:00,13.1 W,4.78 W
2024-12-19 18:28:30,12.5 W,4.78 W
2024-12-19 18:29:00,12.9 W,4.77 W
2024-12-19 18:29:30,12.6 W,4.77 W
2024-12-19 18:30:00,12.8 W,4.75 W
2024-12-19 18:30:30,12.6 W,4.76 W
2024-12-19 18:31:00,12.3 W,4.75 W
2024-12-19 18:31:30,12.0 W,4.73 W
2024-12-19 18:32:00,12.0 W,4.76 W
2024-12-19 18:32:30,12.3 W,4.78 W
2024-12-19 18:33:00,12.1 W,4.78 W
2024-12-19 18:33:30,12.0 W,4.73 W
2024-12-19 18:34:00,12.1 W,4.76 W
2024-12-19 18:34:30,12.7 W,4.78 W
2024-12-19 18:35:00,12.7 W,4.78 W
2024-12-19 18:35:30,12.7 W,4.79 W
2024-12-19 18:36:00,12.7 W,4.77 W
2024-12-19 18:36:30,12.7 W,4.78 W
2024-12-19 18:37:00,12.8 W,4.80 W
2024-12-19 18:37:30,12.7 W,4.79 W
2024-12-19 18:38:00,12.0 W,4.74 W
2024-12-19 18:38:30,12.1 W,4.76 W
2024-12-19 18:39:00,11.9 W,4.71 W
2024-12-19 18:39:30,,4.75 W
2024-12-19 18:40:00,12.0 W,4.77 W
2024-12-19 18:40:30,12.1 W,4.77 W
2024-12-19 18:41:00,12.8 W,4.76 W
2024-12-19 18:41:30,12.8 W,4.77 W
2024-12-19 18:42:00,12.6 W,4.75 W
2024-12-19 18:42:30,12.4 W,4.75 W
2024-12-19 18:43:00,12.5 W,4.76 W
2024-12-19 18:43:30,12.6 W,4.76 W
2024-12-19 18:44:00,12.6 W,4.75 W
2024-12-19 18:44:30,11.9 W,4.72 W
2024-12-19 18:45:00,12.0 W,4.76 W
2024-12-19 18:45:30,12.2 W,4.77 W
