"Time","core","dram"
2025-01-17 17:43:30,11.0 W,4.49 W
2025-01-17 17:44:00,0.115 W,3.87 W
2025-01-17 17:44:30,10.6 W,4.57 W
2025-01-17 17:45:00,11.5 W,4.60 W
2025-01-17 17:45:30,12.2 W,4.62 W
2025-01-17 17:46:00,12.4 W,4.62 W
2025-01-17 17:46:30,11.9 W,4.60 W
2025-01-17 17:47:00,11.7 W,4.58 W
2025-01-17 17:47:30,11.2 W,4.58 W
2025-01-17 17:48:00,11.0 W,4.56 W
2025-01-17 17:48:30,11.1 W,4.57 W
2025-01-17 17:49:00,11.3 W,4.57 W
2025-01-17 17:49:30,12.1 W,4.63 W
2025-01-17 17:50:00,12.2 W,4.62 W
2025-01-17 17:50:30,12.2 W,4.64 W
2025-01-17 17:51:00,12.1 W,4.62 W
2025-01-17 17:51:30,11.2 W,4.58 W
2025-01-17 17:52:00,11.4 W,4.58 W
2025-01-17 17:52:30,11.2 W,4.58 W
2025-01-17 17:53:00,11.0 W,4.55 W
2025-01-17 17:53:30,11.7 W,4.61 W
2025-01-17 17:54:00,12.0 W,4.62 W
2025-01-17 17:54:30,12.1 W,4.62 W
2025-01-17 17:55:00,12.2 W,4.62 W
2025-01-17 17:55:30,12.4 W,4.63 W
2025-01-17 17:56:00,11.5 W,4.58 W
2025-01-17 17:56:30,11.5 W,4.57 W
2025-01-17 17:57:00,11.5 W,4.56 W
2025-01-17 17:57:30,11.2 W,4.58 W
2025-01-17 17:58:00,12.2 W,4.63 W
2025-01-17 17:58:30,12.2 W,4.63 W
2025-01-17 17:59:00,12.3 W,4.62 W
2025-01-17 17:59:30,11.9 W,4.61 W
2025-01-17 18:00:00,12.1 W,4.62 W
2025-01-17 18:00:30,11.4 W,4.57 W
2025-01-17 18:01:00,11.2 W,4.57 W
2025-01-17 18:01:30,11.5 W,4.56 W
2025-01-17 18:02:00,11.1 W,4.58 W
2025-01-17 18:02:30,11.5 W,4.61 W
2025-01-17 18:03:00,12.5 W,4.64 W
2025-01-17 18:03:30,12.2 W,4.64 W
2025-01-17 18:04:00,12.0 W,4.64 W
2025-01-17 18:04:30,11.8 W,4.61 W
2025-01-17 18:05:00,11.3 W,4.57 W
2025-01-17 18:05:30,11.3 W,4.57 W
2025-01-17 18:06:00,11.2 W,4.57 W
2025-01-17 18:06:30,11.4 W,4.59 W
2025-01-17 18:07:00,12.1 W,4.62 W
2025-01-17 18:07:30,12.1 W,4.63 W
2025-01-17 18:08:00,12.2 W,4.62 W
2025-01-17 18:08:30,12.3 W,4.63 W
2025-01-17 18:09:00,11.2 W,4.57 W
2025-01-17 18:09:30,11.2 W,4.57 W
2025-01-17 18:10:00,11.1 W,4.55 W
2025-01-17 18:10:30,11.2 W,4.58 W
2025-01-17 18:11:00,11.1 W,4.57 W
2025-01-17 18:11:30,12.3 W,4.65 W
2025-01-17 18:12:00,12.1 W,4.63 W
2025-01-17 18:12:30,12.1 W,4.63 W
2025-01-17 18:13:00,12.4 W,4.63 W
2025-01-17 18:13:30,11.2 W,4.56 W
