Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_direct_500_500,x_direct_500_500_topic_0,528665,0,8,9.302247464840686,0.107,104.909,0.0,293.71088299125887,0.0,8,10,12,14,17,21,25,28,59,87,100
,Aggregated,528665,0,8,9.302247464840686,0.107,104.909,0.0,293.71088299125887,0.0,8,10,12,14,17,21,25,28,59,87,100
