"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-19 17:06:30,0 B,0 B,0 B,0 B
2024-12-19 17:06:45,0 B,0 B,0 B,0 B
2024-12-19 17:07:00,0 B,0 B,0 B,0 B
2024-12-19 17:07:15,0 B,0 B,0 B,0 B
2024-12-19 17:07:30,0 B,0 B,0 B,0 B
2024-12-19 17:07:45,0 B,0 B,0 B,0 B
2024-12-19 17:08:00,0 B,0 B,0 B,0 B
2024-12-19 17:08:15,0 B,0 B,0 B,0 B
2024-12-19 17:08:30,0 B,0 B,0 B,0 B
2024-12-19 17:08:45,0 B,0 B,0 B,0 B
2024-12-19 17:09:00,0 B,0 B,0 B,0 B
2024-12-19 17:09:15,0 B,0 B,0 B,0 B
2024-12-19 17:09:30,0 B,0 B,0 B,0 B
2024-12-19 17:09:45,0 B,0 B,0 B,0 B
2024-12-19 17:10:00,0 B,0 B,0 B,0 B
2024-12-19 17:10:15,0 B,0 B,0 B,0 B
2024-12-19 17:10:30,0 B,0 B,0 B,0 B
2024-12-19 17:10:45,0 B,0 B,0 B,0 B
2024-12-19 17:11:00,0 B,0 B,0 B,0 B
2024-12-19 17:11:15,0 B,0 B,0 B,0 B
2024-12-19 17:11:30,0 B,0 B,0 B,0 B
2024-12-19 17:11:45,0 B,0 B,0 B,0 B
2024-12-19 17:12:00,0 B,0 B,0 B,0 B
2024-12-19 17:12:15,0 B,0 B,0 B,0 B
2024-12-19 17:12:30,0 B,0 B,0 B,0 B
2024-12-19 17:12:45,0 B,0 B,0 B,0 B
2024-12-19 17:13:00,0 B,0 B,0 B,0 B
2024-12-19 17:13:15,0 B,0 B,0 B,0 B
2024-12-19 17:13:30,0 B,0 B,0 B,0 B
2024-12-19 17:13:45,0 B,0 B,0 B,0 B
2024-12-19 17:14:00,0 B,0 B,0 B,0 B
2024-12-19 17:14:15,0 B,0 B,0 B,0 B
2024-12-19 17:14:30,0 B,0 B,0 B,0 B
2024-12-19 17:14:45,0 B,0 B,0 B,0 B
2024-12-19 17:15:00,0 B,0 B,0 B,0 B
2024-12-19 17:15:15,0 B,0 B,0 B,0 B
2024-12-19 17:15:30,0 B,0 B,0 B,0 B
2024-12-19 17:15:45,0 B,0 B,0 B,0 B
2024-12-19 17:16:00,0 B,0 B,0 B,0 B
2024-12-19 17:16:15,0 B,0 B,0 B,0 B
2024-12-19 17:16:30,0 B,0 B,0 B,0 B
2024-12-19 17:16:45,0 B,0 B,0 B,0 B
2024-12-19 17:17:00,0 B,0 B,0 B,0 B
2024-12-19 17:17:15,0 B,0 B,0 B,0 B
2024-12-19 17:17:30,0 B,0 B,0 B,0 B
2024-12-19 17:17:45,0 B,0 B,0 B,0 B
2024-12-19 17:18:00,0 B,0 B,0 B,0 B
2024-12-19 17:18:15,0 B,0 B,0 B,0 B
2024-12-19 17:18:30,0 B,0 B,0 B,0 B
2024-12-19 17:18:45,0 B,0 B,0 B,0 B
2024-12-19 17:19:00,0 B,0 B,0 B,0 B
2024-12-19 17:19:15,0 B,0 B,0 B,0 B
2024-12-19 17:19:30,0 B,0 B,0 B,0 B
2024-12-19 17:19:45,0 B,0 B,0 B,0 B
2024-12-19 17:20:00,0 B,0 B,0 B,0 B
2024-12-19 17:20:15,0 B,0 B,0 B,0 B
2024-12-19 17:20:30,0 B,0 B,0 B,0 B
2024-12-19 17:20:45,0 B,0 B,0 B,0 B
2024-12-19 17:21:00,0 B,0 B,0 B,0 B
2024-12-19 17:21:15,0 B,0 B,0 B,0 B
2024-12-19 17:21:30,0 B,0 B,0 B,0 B
2024-12-19 17:21:45,0 B,0 B,0 B,0 B
2024-12-19 17:22:00,0 B,0 B,0 B,0 B
2024-12-19 17:22:15,0 B,0 B,0 B,0 B
2024-12-19 17:22:30,0 B,0 B,0 B,0 B
2024-12-19 17:22:45,0 B,0 B,0 B,0 B
2024-12-19 17:23:00,0 B,0 B,0 B,0 B
2024-12-19 17:23:15,0 B,0 B,0 B,0 B
2024-12-19 17:23:30,0 B,0 B,0 B,0 B
2024-12-19 17:23:45,0 B,0 B,0 B,0 B
2024-12-19 17:24:00,0 B,0 B,0 B,0 B
2024-12-19 17:24:15,0 B,0 B,0 B,0 B
2024-12-19 17:24:30,0 B,0 B,0 B,0 B
2024-12-19 17:24:45,0 B,0 B,0 B,0 B
2024-12-19 17:25:00,0 B,0 B,0 B,0 B
2024-12-19 17:25:15,0 B,0 B,0 B,0 B
2024-12-19 17:25:30,0 B,0 B,0 B,0 B
2024-12-19 17:25:45,0 B,0 B,0 B,0 B
2024-12-19 17:26:00,0 B,0 B,0 B,0 B
2024-12-19 17:26:15,0 B,0 B,0 B,0 B
2024-12-19 17:26:30,0 B,0 B,0 B,0 B
2024-12-19 17:26:45,0 B,0 B,0 B,0 B
2024-12-19 17:27:00,0 B,0 B,0 B,0 B
2024-12-19 17:27:15,0 B,0 B,0 B,0 B
2024-12-19 17:27:30,0 B,0 B,0 B,0 B
2024-12-19 17:27:45,0 B,0 B,0 B,0 B
2024-12-19 17:28:00,0 B,0 B,0 B,0 B
2024-12-19 17:28:15,0 B,0 B,0 B,0 B
2024-12-19 17:28:30,0 B,0 B,0 B,0 B
2024-12-19 17:28:45,0 B,0 B,0 B,0 B
2024-12-19 17:29:00,0 B,0 B,0 B,0 B
2024-12-19 17:29:15,0 B,0 B,0 B,0 B
2024-12-19 17:29:30,0 B,0 B,0 B,0 B
2024-12-19 17:29:45,0 B,0 B,0 B,0 B
2024-12-19 17:30:00,0 B,0 B,0 B,0 B
2024-12-19 17:30:15,0 B,0 B,0 B,0 B
2024-12-19 17:30:30,0 B,0 B,0 B,0 B
2024-12-19 17:30:45,0 B,0 B,0 B,0 B
2024-12-19 17:31:00,0 B,0 B,0 B,0 B
2024-12-19 17:31:15,0 B,0 B,0 B,0 B
2024-12-19 17:31:30,0 B,0 B,0 B,0 B
2024-12-19 17:31:45,0 B,0 B,0 B,0 B
2024-12-19 17:32:00,0 B,0 B,0 B,0 B
2024-12-19 17:32:15,0 B,0 B,0 B,0 B
2024-12-19 17:32:30,0 B,0 B,0 B,0 B
2024-12-19 17:32:45,0 B,0 B,0 B,0 B
2024-12-19 17:33:00,0 B,0 B,0 B,0 B
2024-12-19 17:33:15,0 B,0 B,0 B,0 B
2024-12-19 17:33:30,0 B,0 B,0 B,0 B
2024-12-19 17:33:45,0 B,0 B,0 B,0 B
2024-12-19 17:34:00,0 B,0 B,0 B,0 B
2024-12-19 17:34:15,0 B,0 B,0 B,0 B
2024-12-19 17:34:30,0 B,0 B,0 B,0 B
2024-12-19 17:34:45,0 B,0 B,0 B,0 B
2024-12-19 17:35:00,0 B,0 B,0 B,0 B
2024-12-19 17:35:15,0 B,0 B,0 B,0 B
2024-12-19 17:35:30,0 B,0 B,0 B,0 B
2024-12-19 17:35:45,0 B,0 B,0 B,0 B
2024-12-19 17:36:00,0 B,0 B,0 B,0 B
2024-12-19 17:36:15,0 B,0 B,0 B,0 B
2024-12-19 17:36:30,0 B,0 B,0 B,0 B
