"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-17 18:20:15,15.1 W,479 mW,0 W,11.8 W
2024-12-17 18:20:30,14.7 W,536 mW,0 W,12.0 W
2024-12-17 18:20:45,13.6 W,384 mW,0 W,12.1 W
2024-12-17 18:21:00,15.5 W,305 mW,0 W,11.9 W
2024-12-17 18:21:15,14.3 W,152 mW,0 W,11.9 W
2024-12-17 18:21:30,16.6 W,581 mW,0 W,11.8 W
2024-12-17 18:21:45,16.3 W,535 mW,0 W,12.0 W
2024-12-17 18:22:00,14.2 W,482 mW,0 W,12.0 W
2024-12-17 18:22:15,10.4 W,260 mW,0 W,13.7 W
2024-12-17 18:22:30,14.9 W,563 mW,0 W,12.0 W
2024-12-17 18:22:45,14.9 W,262 mW,0 W,12.8 W
2024-12-17 18:23:00,14.8 W,0 W,0 W,13.5 W
2024-12-17 18:23:15,13.2 W,161 mW,0 W,13.5 W
2024-12-17 18:23:30,13.0 W,160 mW,0 W,13.5 W
2024-12-17 18:23:45,15.0 W,107 mW,0 W,13.5 W
2024-12-17 18:24:00,15.2 W,80.3 mW,0 W,13.4 W
2024-12-17 18:24:15,16.0 W,135 mW,0 W,13.5 W
2024-12-17 18:24:30,16.2 W,80.2 mW,0 W,13.4 W
2024-12-17 18:24:45,16.5 W,134 mW,0 W,13.5 W
2024-12-17 18:25:00,16.0 W,134 mW,0 W,13.5 W
2024-12-17 18:25:15,15.7 W,306 mW,0 W,12.1 W
2024-12-17 18:25:30,14.4 W,562 mW,0 W,12.1 W
2024-12-17 18:25:45,15.4 W,439 mW,0 W,12.2 W
2024-12-17 18:26:00,16.0 W,509 mW,0 W,11.9 W
2024-12-17 18:26:15,15.1 W,564 mW,0 W,12.1 W
2024-12-17 18:26:30,15.5 W,434 mW,0 W,12.1 W
2024-12-17 18:26:45,14.2 W,205 mW,0 W,12.2 W
2024-12-17 18:27:00,15.2 W,559 mW,0 W,12.0 W
2024-12-17 18:27:15,14.9 W,567 mW,0 W,12.3 W
2024-12-17 18:27:30,14.2 W,333 mW,0 W,12.1 W
2024-12-17 18:27:45,13.6 W,382 mW,0 W,12.0 W
2024-12-17 18:28:00,12.9 W,134 mW,0 W,13.5 W
2024-12-17 18:28:15,14.0 W,108 mW,0 W,13.7 W
2024-12-17 18:28:30,13.9 W,133 mW,0 W,13.2 W
2024-12-17 18:28:45,12.5 W,134 mW,0 W,13.5 W
2024-12-17 18:29:00,14.8 W,108 mW,0 W,13.6 W
2024-12-17 18:29:15,15.6 W,134 mW,0 W,13.3 W
2024-12-17 18:29:30,16.0 W,108 mW,0 W,13.5 W
2024-12-17 18:29:45,15.8 W,108 mW,0 W,13.6 W
2024-12-17 18:30:00,15.3 W,134 mW,0 W,13.4 W
2024-12-17 18:30:15,14.0 W,451 mW,0 W,13.0 W
2024-12-17 18:30:30,16.3 W,721 mW,0 W,12.1 W
2024-12-17 18:30:45,15.2 W,387 mW,0 W,12.3 W
2024-12-17 18:31:00,14.8 W,204 mW,0 W,12.0 W
2024-12-17 18:31:15,15.7 W,510 mW,0 W,12.0 W
2024-12-17 18:31:30,14.3 W,517 mW,0 W,12.3 W
2024-12-17 18:31:45,16.3 W,457 mW,0 W,12.0 W
2024-12-17 18:32:00,16.6 W,562 mW,0 W,12.0 W
2024-12-17 18:32:15,15.1 W,512 mW,0 W,12.1 W
2024-12-17 18:32:30,15.3 W,411 mW,0 W,12.2 W
2024-12-17 18:32:45,14.7 W,359 mW,0 W,12.2 W
2024-12-17 18:33:00,16.3 W,80.6 mW,0 W,13.6 W
2024-12-17 18:33:15,16.2 W,108 mW,0 W,13.6 W
2024-12-17 18:33:30,16.0 W,108 mW,0 W,13.6 W
2024-12-17 18:33:45,16.4 W,136 mW,0 W,13.7 W
2024-12-17 18:34:00,16.1 W,107 mW,0 W,13.4 W
2024-12-17 18:34:15,16.1 W,160 mW,0 W,13.4 W
2024-12-17 18:34:30,15.4 W,105 mW,0 W,13.0 W
2024-12-17 18:34:45,15.5 W,134 mW,0 W,13.5 W
2024-12-17 18:35:00,14.7 W,134 mW,0 W,13.5 W
2024-12-17 18:35:15,15.7 W,106 mW,0 W,13.1 W
2024-12-17 18:35:30,14.9 W,332 mW,0 W,12.1 W
2024-12-17 18:35:45,13.8 W,412 mW,0 W,12.1 W
2024-12-17 18:36:00,14.9 W,360 mW,0 W,12.1 W
2024-12-17 18:36:15,15.8 W,538 mW,0 W,12.0 W
2024-12-17 18:36:30,16.2 W,488 mW,0 W,12.1 W
2024-12-17 18:36:45,16.7 W,508 mW,0 W,11.9 W
2024-12-17 18:37:00,15.4 W,434 mW,0 W,12.0 W
2024-12-17 18:37:15,14.3 W,359 mW,0 W,12.2 W
2024-12-17 18:37:30,17.2 W,385 mW,0 W,12.2 W
2024-12-17 18:37:45,15.7 W,541 mW,0 W,12.3 W
2024-12-17 18:38:00,15.5 W,108 mW,0 W,13.6 W
2024-12-17 18:38:15,16.4 W,108 mW,0 W,13.6 W
2024-12-17 18:38:30,16.2 W,107 mW,0 W,13.5 W
2024-12-17 18:38:45,17.1 W,134 mW,0 W,13.5 W
2024-12-17 18:39:00,16.1 W,81.2 mW,0 W,13.5 W
2024-12-17 18:39:15,16.4 W,135 mW,0 W,13.6 W
2024-12-17 18:39:30,16.9 W,81.2 mW,0 W,13.6 W
2024-12-17 18:39:45,17.1 W,108 mW,0 W,13.6 W
2024-12-17 18:40:00,15.6 W,81.4 mW,0 W,13.6 W
2024-12-17 18:40:15,16.9 W,135 mW,0 W,13.5 W
2024-12-17 18:40:30,14.9 W,638 mW,0 W,11.9 W
2024-12-17 18:40:45,16.0 W,506 mW,0 W,11.8 W
2024-12-17 18:41:00,15.2 W,507 mW,0 W,11.9 W
2024-12-17 18:41:15,14.9 W,506 mW,0 W,11.7 W
2024-12-17 18:41:30,14.0 W,328 mW,0 W,11.7 W
2024-12-17 18:41:45,14.9 W,428 mW,0 W,11.8 W
2024-12-17 18:42:00,16.6 W,504 mW,0 W,11.7 W
2024-12-17 18:42:15,15.2 W,383 mW,0 W,12.0 W
2024-12-17 18:42:30,14.6 W,285 mW,0 W,12.4 W
2024-12-17 18:42:45,15.2 W,80.8 mW,0 W,13.6 W
2024-12-17 18:43:00,16.3 W,134 mW,0 W,13.5 W
2024-12-17 18:43:15,17.1 W,108 mW,0 W,13.6 W
2024-12-17 18:43:30,17.0 W,108 mW,0 W,13.6 W
2024-12-17 18:43:45,16.7 W,80.8 mW,0 W,13.6 W
2024-12-17 18:44:00,14.5 W,108 mW,0 W,13.4 W
2024-12-17 18:44:15,15.7 W,107 mW,0 W,13.4 W
2024-12-17 18:44:30,15.7 W,108 mW,0 W,13.5 W
2024-12-17 18:44:45,16.4 W,108 mW,0 W,13.5 W
2024-12-17 18:45:00,15.7 W,261 mW,0 W,12.6 W
2024-12-17 18:45:15,17.2 W,384 mW,0 W,12.1 W
