"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-17 18:15:30,3.32 W,403 mW,0 W,10.9 W
2024-12-17 18:15:45,6.73 W,543 mW,0 W,10.9 W
2024-12-17 18:16:00,12.3 W,417 mW,0 W,11.4 W
2024-12-17 18:16:15,15.2 W,640 mW,0 W,11.5 W
2024-12-17 18:16:30,13.0 W,449 mW,0 W,11.7 W
2024-12-17 18:16:45,14.3 W,278 mW,0 W,12.0 W
2024-12-17 18:17:00,15.1 W,512 mW,0 W,12.1 W
2024-12-17 18:17:15,15.0 W,430 mW,0 W,12.0 W
2024-12-17 18:17:30,15.8 W,257 mW,0 W,12.2 W
2024-12-17 18:17:45,15.1 W,268 mW,0 W,13.5 W
2024-12-17 18:18:00,16.4 W,134 mW,0 W,13.5 W
2024-12-17 18:18:15,15.5 W,53.3 mW,0 W,13.5 W
2024-12-17 18:18:30,14.9 W,107 mW,0 W,13.5 W
2024-12-17 18:18:45,14.9 W,79.9 mW,0 W,13.4 W
2024-12-17 18:19:00,12.0 W,108 mW,0 W,13.5 W
2024-12-17 18:19:15,14.8 W,134 mW,0 W,13.4 W
2024-12-17 18:19:30,15.2 W,106 mW,0 W,13.1 W
2024-12-17 18:19:45,15.7 W,107 mW,0 W,13.5 W
2024-12-17 18:20:00,15.6 W,182 mW,0 W,12.8 W
