"Time","core","dram"
2024-12-17 18:15:30,10.4 W,4.55 W
2024-12-17 18:16:00,10.8 W,4.64 W
2024-12-17 18:16:30,11.0 W,4.67 W
2024-12-17 18:17:00,11.5 W,4.67 W
2024-12-17 18:17:30,11.5 W,4.65 W
2024-12-17 18:18:00,12.2 W,4.70 W
2024-12-17 18:18:30,12.1 W,4.73 W
2024-12-17 18:19:00,12.3 W,4.73 W
2024-12-17 18:19:30,12.0 W,4.70 W
2024-12-17 18:20:00,11.8 W,4.68 W
2024-12-17 18:20:30,11.4 W,4.66 W
2024-12-17 18:21:00,11.3 W,4.65 W
2024-12-17 18:21:30,11.3 W,4.65 W
2024-12-17 18:22:00,11.4 W,4.66 W
2024-12-17 18:22:30,11.5 W,4.67 W
2024-12-17 18:23:00,12.1 W,4.72 W
2024-12-17 18:23:30,12.1 W,4.71 W
2024-12-17 18:24:00,12.2 W,4.71 W
2024-12-17 18:24:30,12.2 W,4.70 W
2024-12-17 18:25:00,12.3 W,4.69 W
2024-12-17 18:25:30,11.5 W,4.67 W
2024-12-17 18:26:00,11.4 W,4.67 W
2024-12-17 18:26:30,11.4 W,4.66 W
2024-12-17 18:27:00,11.3 W,4.67 W
2024-12-17 18:27:30,11.4 W,4.66 W
2024-12-17 18:28:00,12.2 W,4.72 W
2024-12-17 18:28:30,12.0 W,4.74 W
2024-12-17 18:29:00,12.3 W,4.74 W
2024-12-17 18:29:30,12.3 W,4.70 W
2024-12-17 18:30:00,12.2 W,4.70 W
2024-12-17 18:30:30,11.5 W,4.68 W
2024-12-17 18:31:00,11.4 W,4.65 W
2024-12-17 18:31:30,11.7 W,4.66 W
2024-12-17 18:32:00,11.4 W,4.67 W
2024-12-17 18:32:30,11.6 W,4.67 W
2024-12-17 18:33:00,12.3 W,4.70 W
2024-12-17 18:33:30,12.3 W,4.69 W
2024-12-17 18:34:00,12.2 W,4.70 W
2024-12-17 18:34:30,11.9 W,4.67 W
2024-12-17 18:35:00,12.2 W,4.74 W
2024-12-17 18:35:30,11.4 W,4.66 W
2024-12-17 18:36:00,11.6 W,4.65 W
2024-12-17 18:36:30,11.5 W,4.65 W
2024-12-17 18:37:00,11.4 W,4.65 W
2024-12-17 18:37:30,11.6 W,4.65 W
2024-12-17 18:38:00,12.3 W,4.68 W
2024-12-17 18:38:30,12.2 W,4.69 W
2024-12-17 18:39:00,12.4 W,4.68 W
2024-12-17 18:39:30,12.4 W,4.69 W
2024-12-17 18:40:00,12.4 W,4.71 W
2024-12-17 18:40:30,11.5 W,4.65 W
2024-12-17 18:41:00,11.3 W,4.67 W
2024-12-17 18:41:30,11.3 W,4.64 W
2024-12-17 18:42:00,11.2 W,4.64 W
2024-12-17 18:42:30,11.6 W,4.67 W
2024-12-17 18:43:00,12.2 W,4.69 W
2024-12-17 18:43:30,12.3 W,4.68 W
2024-12-17 18:44:00,12.3 W,4.71 W
2024-12-17 18:44:30,12.3 W,4.70 W
2024-12-17 18:45:00,11.8 W,4.67 W
