Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_fanout_1000_1000,x_fanout_1000_1000_exchange_0,507,0,10,12.092214990138066,0.821,71.55499999999999,0.0,0.28167411501389705,0.0,10,13,15,16,21,27,36,47,72,72,72
x_fanout_1000_1000,x_fanout_1000_1000_exchange_1,504,0,11,12.290884920634928,0.615,58.687999999999995,0.0,0.28000740427416987,0.0,11,14,16,17,22,25,29,32,59,59,59
x_fanout_1000_1000,x_fanout_1000_1000_exchange_10,501,0,10,11.460337325349293,0.34299999999999997,59.45,0.0,0.27834069353444263,0.0,10,13,15,16,19,23,29,36,59,59,59
x_fanout_1000_1000,x_fanout_1000_1000_exchange_100,491,0,11,11.512232179226071,0.5599999999999999,54.688,0.0,0.2727849910686853,0.0,11,14,15,16,20,25,31,33,55,55,55
x_fanout_1000_1000,x_fanout_1000_1000_exchange_101,523,0,11,11.625466539196939,0.533,59.39,0.0,0.2905632389591088,0.0,11,13,14,15,21,26,29,35,59,59,59
x_fanout_1000_1000,x_fanout_1000_1000_exchange_102,538,0,11,11.811626394052043,0.57,51.882,0.0,0.2988967926577448,0.0,11,14,15,17,21,26,30,34,52,52,52
x_fanout_1000_1000,x_fanout_1000_1000_exchange_103,587,0,11,11.969003407155038,0.669,61.287,0.0,0.32611973473995576,0.0,11,13,15,16,22,28,35,39,61,61,61
x_fanout_1000_1000,x_fanout_1000_1000_exchange_104,566,0,12,12.486206713780913,0.357,62.840999999999994,0.0,0.31445275956186536,0.0,12,14,16,17,23,27,32,41,63,63,63
x_fanout_1000_1000,x_fanout_1000_1000_exchange_105,501,0,11,11.605766467065868,0.297,48.901,0.0,0.27834069353444263,0.0,11,14,16,17,21,24,30,32,49,49,49
x_fanout_1000_1000,x_fanout_1000_1000_exchange_106,503,0,11,11.588330019880722,0.49799999999999994,49.306999999999995,0.0,0.2794518340275941,0.0,11,14,15,16,20,24,30,32,49,49,49
x_fanout_1000_1000,x_fanout_1000_1000_exchange_107,465,0,11,12.137825806451621,0.23399999999999999,58.684,0.0,0.25834016465771625,0.0,11,14,16,17,22,25,32,39,59,59,59
x_fanout_1000_1000,x_fanout_1000_1000_exchange_108,523,0,11,12.311717017208412,0.5559999999999999,71.0,0.0,0.2905632389591088,0.0,11,14,16,17,21,26,32,48,71,71,71
x_fanout_1000_1000,x_fanout_1000_1000_exchange_109,522,0,11,11.95432183908046,1.165,59.085,0.0,0.2900076687125331,0.0,11,14,16,17,22,25,30,32,59,59,59
