"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/bin/bash - bash/usr/local/bin/docker-entrypoint.shrabbitmq-server","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 14:40:30,946 mW,125 mW,0 W,12.5 W
2024-12-19 14:40:45,1.41 W,126 mW,0 W,12.7 W
2024-12-19 14:41:00,2.44 W,152 mW,0 W,12.8 W
2024-12-19 14:41:15,2.50 W,294 mW,0 W,11.7 W
2024-12-19 14:41:30,3.74 W,465 mW,0 W,11.5 W
2024-12-19 14:41:45,4.13 W,445 mW,0 W,11.5 W
2024-12-19 14:42:00,5.88 W,151 mW,0 W,11.9 W
2024-12-19 14:42:15,5.39 W,470 mW,0 W,11.6 W
2024-12-19 14:42:30,5.05 W,470 mW,0 W,11.7 W
2024-12-19 14:42:45,5.05 W,468 mW,0 W,11.7 W
2024-12-19 14:43:00,4.92 W,396 mW,0 W,11.6 W
2024-12-19 14:43:15,4.71 W,397 mW,0 W,11.6 W
2024-12-19 14:43:30,4.64 W,565 mW,0 W,11.6 W
2024-12-19 14:43:45,4.92 W,255 mW,0 W,12.5 W
2024-12-19 14:44:00,5.64 W,77.9 mW,0 W,13.1 W
2024-12-19 14:44:15,4.62 W,130 mW,0 W,13.1 W
2024-12-19 14:44:30,5.07 W,129 mW,0 W,13.0 W
2024-12-19 14:44:45,5.44 W,77.8 mW,0 W,13.1 W
2024-12-19 14:45:00,6.06 W,105 mW,0 W,13.3 W
2024-12-19 14:45:15,5.85 W,78.7 mW,0 W,13.2 W
2024-12-19 14:45:30,4.84 W,132 mW,0 W,13.2 W
2024-12-19 14:45:45,4.87 W,131 mW,0 W,13.2 W
2024-12-19 14:46:00,4.86 W,249 mW,0 W,11.8 W
2024-12-19 14:46:15,5.19 W,614 mW,0 W,11.5 W
2024-12-19 14:46:30,5.68 W,467 mW,0 W,11.6 W
2024-12-19 14:46:45,5.59 W,271 mW,0 W,11.6 W
2024-12-19 14:47:00,4.88 W,417 mW,0 W,11.5 W
2024-12-19 14:47:15,4.85 W,591 mW,0 W,11.5 W
2024-12-19 14:47:30,5.13 W,569 mW,0 W,11.6 W
2024-12-19 14:47:45,4.88 W,419 mW,0 W,11.6 W
2024-12-19 14:48:00,6.17 W,547 mW,0 W,11.6 W
2024-12-19 14:48:15,5.31 W,467 mW,0 W,11.5 W
2024-12-19 14:48:30,5.20 W,130 mW,0 W,13.1 W
2024-12-19 14:48:45,4.82 W,130 mW,0 W,13.1 W
2024-12-19 14:49:00,5.52 W,131 mW,0 W,13.2 W
2024-12-19 14:49:15,5.36 W,77.7 mW,0 W,13.1 W
2024-12-19 14:49:30,6.16 W,130 mW,0 W,12.9 W
2024-12-19 14:49:45,5.91 W,105 mW,0 W,13.2 W
2024-12-19 14:50:00,5.92 W,130 mW,0 W,13.1 W
2024-12-19 14:50:15,5.41 W,131 mW,0 W,13.1 W
2024-12-19 14:50:30,5.58 W,307 mW,0 W,12.7 W
2024-12-19 14:50:45,5.41 W,320 mW,0 W,11.4 W
2024-12-19 14:51:00,5.93 W,670 mW,0 W,11.7 W
2024-12-19 14:51:15,5.82 W,499 mW,0 W,11.8 W
2024-12-19 14:51:30,5.69 W,618 mW,0 W,11.6 W
2024-12-19 14:51:45,5.51 W,372 mW,0 W,11.6 W
2024-12-19 14:52:00,5.50 W,597 mW,0 W,11.7 W
2024-12-19 14:52:15,4.42 W,386 mW,0 W,11.2 W
2024-12-19 14:52:30,4.49 W,635 mW,0 W,11.5 W
2024-12-19 14:52:45,5.37 W,619 mW,0 W,11.7 W
2024-12-19 14:53:00,4.88 W,178 mW,0 W,12.2 W
2024-12-19 14:53:15,5.63 W,104 mW,0 W,13.2 W
2024-12-19 14:53:30,5.46 W,129 mW,0 W,13.1 W
2024-12-19 14:53:45,5.27 W,77.9 mW,0 W,13.1 W
2024-12-19 14:54:00,6.28 W,78.5 mW,0 W,13.1 W
2024-12-19 14:54:15,5.54 W,131 mW,0 W,13.2 W
2024-12-19 14:54:30,5.34 W,130 mW,0 W,13.1 W
2024-12-19 14:54:45,5.18 W,51.8 mW,0 W,13.0 W
2024-12-19 14:55:00,5.47 W,132 mW,0 W,13.3 W
2024-12-19 14:55:15,4.65 W,106 mW,0 W,13.3 W
2024-12-19 14:55:30,4.24 W,471 mW,0 W,11.6 W
2024-12-19 14:55:45,5.01 W,446 mW,0 W,11.8 W
2024-12-19 14:56:00,6.28 W,651 mW,0 W,11.8 W
2024-12-19 14:56:15,6.17 W,246 mW,0 W,11.5 W
2024-12-19 14:56:30,5.11 W,543 mW,0 W,11.7 W
2024-12-19 14:56:45,4.72 W,539 mW,0 W,11.5 W
2024-12-19 14:57:00,5.34 W,374 mW,0 W,11.7 W
2024-12-19 14:57:15,4.90 W,622 mW,0 W,11.6 W
2024-12-19 14:57:30,5.37 W,345 mW,0 W,11.6 W
2024-12-19 14:57:45,5.21 W,442 mW,0 W,11.5 W
2024-12-19 14:58:00,5.22 W,159 mW,0 W,13.3 W
2024-12-19 14:58:15,5.60 W,78.2 mW,0 W,13.1 W
2024-12-19 14:58:30,5.77 W,154 mW,0 W,12.8 W
2024-12-19 14:58:45,5.91 W,104 mW,0 W,13.1 W
2024-12-19 14:59:00,5.93 W,104 mW,0 W,13.2 W
2024-12-19 14:59:15,5.34 W,78.1 mW,0 W,13.1 W
2024-12-19 14:59:30,6.22 W,104 mW,0 W,13.1 W
2024-12-19 14:59:45,5.81 W,131 mW,0 W,13.1 W
2024-12-19 15:00:00,6.50 W,79.6 mW,0 W,13.3 W
2024-12-19 15:00:15,5.01 W,105 mW,0 W,13.3 W
2024-12-19 15:00:30,5.78 W,298 mW,0 W,11.8 W
2024-12-19 15:00:45,5.20 W,442 mW,0 W,11.4 W
2024-12-19 15:01:00,6.30 W,580 mW,0 W,11.9 W
2024-12-19 15:01:15,6.21 W,745 mW,0 W,11.6 W
2024-12-19 15:01:30,5.56 W,573 mW,0 W,11.7 W
2024-12-19 15:01:45,6.14 W,497 mW,0 W,11.7 W
2024-12-19 15:02:00,5.87 W,502 mW,0 W,11.8 W
2024-12-19 15:02:15,6.20 W,544 mW,0 W,11.5 W
2024-12-19 15:02:30,4.72 W,376 mW,0 W,11.7 W
2024-12-19 15:02:45,5.57 W,470 mW,0 W,11.7 W
2024-12-19 15:03:00,6.11 W,105 mW,0 W,13.2 W
2024-12-19 15:03:15,6.00 W,105 mW,0 W,13.2 W
2024-12-19 15:03:30,4.85 W,105 mW,0 W,13.1 W
2024-12-19 15:03:45,5.07 W,52.3 mW,0 W,13.2 W
2024-12-19 15:04:00,6.20 W,106 mW,0 W,13.2 W
2024-12-19 15:04:15,5.89 W,105 mW,0 W,13.2 W
2024-12-19 15:04:30,5.97 W,130 mW,0 W,13.0 W
2024-12-19 15:04:45,5.12 W,104 mW,0 W,13.0 W
2024-12-19 15:05:00,6.34 W,52.2 mW,0 W,13.1 W
2024-12-19 15:05:15,6.05 W,328 mW,0 W,12.2 W
2024-12-19 15:05:30,5.32 W,273 mW,0 W,11.6 W
2024-12-19 15:05:45,5.88 W,323 mW,0 W,11.5 W
2024-12-19 15:06:00,7.01 W,399 mW,0 W,11.7 W
2024-12-19 15:06:15,5.73 W,426 mW,0 W,11.7 W
2024-12-19 15:06:30,5.97 W,249 mW,0 W,11.7 W
2024-12-19 15:06:45,4.84 W,496 mW,0 W,11.5 W
2024-12-19 15:07:00,5.39 W,200 mW,0 W,11.8 W
2024-12-19 15:07:15,5.84 W,544 mW,0 W,11.6 W
2024-12-19 15:07:30,5.69 W,348 mW,0 W,11.8 W
2024-12-19 15:07:45,5.40 W,78.2 mW,0 W,13.1 W
2024-12-19 15:08:00,5.64 W,131 mW,0 W,13.3 W
2024-12-19 15:08:15,5.07 W,77.7 mW,0 W,13.0 W
2024-12-19 15:08:30,4.73 W,129 mW,0 W,13.0 W
2024-12-19 15:08:45,4.97 W,102 mW,0 W,12.6 W
2024-12-19 15:09:00,5.36 W,105 mW,0 W,13.1 W
2024-12-19 15:09:15,5.63 W,105 mW,0 W,13.3 W
2024-12-19 15:09:30,5.88 W,78.1 mW,0 W,13.1 W
2024-12-19 15:09:45,5.42 W,105 mW,0 W,13.2 W
2024-12-19 15:10:00,5.37 W,477 mW,0 W,11.7 W
2024-12-19 15:10:15,5.44 W,441 mW,0 W,11.4 W
2024-12-19 15:10:30,2.21 W,381 mW,0 W,10.9 W
