Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_fanout_100_100,x_fanout_100_100_exchange_0,1716,0,7,7.792884032634037,0.256,76.45100000000001,0.0,0.9533473336130016,0.0,7,9,10,12,15,18,20,21,67,76,76
x_fanout_100_100,x_fanout_100_100_exchange_1,1736,0,7,7.503716589861757,0.12000000000000001,67.97200000000001,0.0,0.9644586078975355,0.0,7,8,10,12,14,16,19,21,65,68,68
x_fanout_100_100,x_fanout_100_100_exchange_10,1795,0,7,7.718923119777157,0.203,75.807,0.0,0.9972368670369102,0.0,7,8,10,11,15,18,20,22,75,76,76
x_fanout_100_100,x_fanout_100_100_exchange_11,1737,0,7,7.7050034542314325,0.24000000000000002,74.116,0.0,0.9650141716117622,0.0,7,9,11,12,15,17,19,20,53,74,74
x_fanout_100_100,x_fanout_100_100_exchange_12,1740,0,6,7.60592528735633,0.268,74.658,0.0,0.9666808627544422,0.0,6,8,10,11,15,17,20,21,70,75,75
x_fanout_100_100,x_fanout_100_100_exchange_13,1722,0,6,7.792235772357724,0.244,65.982,0.0,0.9566807158983618,0.0,6,9,10,12,16,18,20,22,54,66,66
x_fanout_100_100,x_fanout_100_100_exchange_14,1780,0,7,7.699875842696633,0.339,75.13300000000001,0.0,0.9889034113235099,0.0,7,9,11,12,15,17,20,21,57,75,75
x_fanout_100_100,x_fanout_100_100_exchange_15,1854,0,7,7.6147675296655875,0.23399999999999999,74.287,0.0,1.0300151261762849,0.0,7,9,10,11,15,17,19,21,68,74,74
x_fanout_100_100,x_fanout_100_100_exchange_16,1785,0,6,7.426021848739496,0.296,66.51400000000001,0.0,0.9916812298946434,0.0,6,8,10,11,14,17,20,21,56,67,67
x_fanout_100_100,x_fanout_100_100_exchange_17,1719,0,6,7.595212332751593,0.187,70.241,0.0,0.9550140247556818,0.0,6,8,10,12,15,18,20,21,55,70,70
x_fanout_100_100,x_fanout_100_100_exchange_18,1695,0,6,7.362058407079635,0.153,65.345,0.0,0.9416804956142412,0.0,6,8,10,11,15,17,19,21,57,65,65
x_fanout_100_100,x_fanout_100_100_exchange_19,1737,0,7,7.570390328151981,0.364,76.345,0.0,0.9650141716117622,0.0,7,9,10,11,15,17,19,20,74,76,76
x_fanout_100_100,x_fanout_100_100_exchange_2,1760,0,7,7.7349005681818195,0.292,75.822,0.0,0.977792137038976,0.0,7,9,10,12,15,17,20,21,51,76,76
x_fanout_100_100,x_fanout_100_100_exchange_20,1792,0,7,7.730775111607139,0.313,69.70700000000001,0.0,0.9955701758942301,0.0,7,9,10,11,15,18,20,22,68,70,70
x_fanout_100_100,x_fanout_100_100_exchange_21,1786,0,7,7.6012032474804,0.187,76.007,0.0,0.99223679360887,0.0,7,9,10,12,15,17,19,20,58,76,76
x_fanout_100_100,x_fanout_100_100_exchange_22,1717,0,7,7.694061153174144,0.215,65.43599999999999,0.0,0.9539028973272283,0.0,7,9,10,12,15,17,19,21,56,65,65
x_fanout_100_100,x_fanout_100_100_exchange_23,1769,0,7,7.7408174109666446,0.21000000000000002,75.798,0.0,0.9827922104670163,0.0,7,8,10,11,15,17,20,21,75,76,76
x_fanout_100_100,x_fanout_100_100_exchange_24,1824,0,6,7.496542763157901,0.299,76.604,0.0,1.0133482147494843,0.0,6,8,10,11,14,17,19,20,75,77,77
x_fanout_100_100,x_fanout_100_100_exchange_25,1681,0,6,7.486561570493759,0.297,74.197,0.0,0.9339026036150675,0.0,6,8,10,11,15,17,19,21,74,74,74
x_fanout_100_100,x_fanout_100_100_exchange_26,1806,0,7,7.728001661129568,0.242,69.548,0.0,1.003348067893404,0.0,7,9,10,12,15,17,19,21,64,70,70
x_fanout_100_100,x_fanout_100_100_exchange_27,1799,0,7,7.828719288493604,0.283,65.096,0.0,0.999459121893817,0.0,7,9,10,12,15,17,20,23,64,65,65
