"Time","core","dram"
2024-12-18 16:19:30,9.93 W,4.52 W
2024-12-18 16:20:00,9.96 W,4.52 W
2024-12-18 16:20:30,10.3 W,4.56 W
2024-12-18 16:21:00,10.3 W,4.54 W
2024-12-18 16:21:30,11.3 W,4.59 W
2024-12-18 16:22:00,10.8 W,4.60 W
2024-12-18 16:22:30,11.3 W,4.60 W
2024-12-18 16:23:00,10.7 W,4.56 W
2024-12-18 16:23:30,10.3 W,4.53 W
2024-12-18 16:24:00,10.4 W,4.53 W
2024-12-18 16:24:30,10.7 W,4.55 W
2024-12-18 16:25:00,10.6 W,4.57 W
2024-12-18 16:25:30,11.4 W,4.61 W
2024-12-18 16:26:00,11.1 W,4.60 W
2024-12-18 16:26:30,11.2 W,4.60 W
2024-12-18 16:27:00,10.5 W,4.54 W
2024-12-18 16:27:30,9.95 W,4.54 W
2024-12-18 16:28:00,10.2 W,4.53 W
2024-12-18 16:28:30,10.3 W,4.54 W
2024-12-18 16:29:00,10.4 W,4.56 W
2024-12-18 16:29:30,11.3 W,4.60 W
2024-12-18 16:30:00,11.2 W,4.60 W
2024-12-18 16:30:30,11.5 W,4.60 W
2024-12-18 16:31:00,10.8 W,4.58 W
2024-12-18 16:31:30,10.4 W,4.53 W
2024-12-18 16:32:00,10.4 W,4.54 W
2024-12-18 16:32:30,10.2 W,4.54 W
2024-12-18 16:33:00,10.4 W,4.56 W
2024-12-18 16:33:30,11.1 W,4.61 W
2024-12-18 16:34:00,11.1 W,4.60 W
2024-12-18 16:34:30,11.1 W,4.60 W
2024-12-18 16:35:00,10.4 W,4.55 W
2024-12-18 16:35:30,10.3 W,4.55 W
2024-12-18 16:36:00,10.2 W,4.55 W
2024-12-18 16:36:30,9.93 W,4.54 W
2024-12-18 16:37:00,10.5 W,4.58 W
2024-12-18 16:37:30,11.0 W,4.61 W
2024-12-18 16:38:00,11.0 W,4.61 W
2024-12-18 16:38:30,11.4 W,4.61 W
2024-12-18 16:39:00,10.2 W,4.56 W
2024-12-18 16:39:30,10.0 W,4.54 W
2024-12-18 16:40:00,9.92 W,4.56 W
2024-12-18 16:40:30,10.3 W,4.56 W
2024-12-18 16:41:00,10.8 W,4.60 W
2024-12-18 16:41:30,11.0 W,4.60 W
2024-12-18 16:42:00,11.2 W,4.62 W
2024-12-18 16:42:30,11.4 W,4.61 W
2024-12-18 16:43:00,10.2 W,4.55 W
2024-12-18 16:43:30,9.96 W,4.55 W
2024-12-18 16:44:00,10.2 W,4.54 W
2024-12-18 16:44:30,10.3 W,4.54 W
2024-12-18 16:45:00,11.2 W,4.61 W
2024-12-18 16:45:30,11.5 W,4.61 W
2024-12-18 16:46:00,11.3 W,4.61 W
2024-12-18 16:46:30,11.1 W,4.60 W
2024-12-18 16:47:00,10.2 W,4.55 W
2024-12-18 16:47:30,10.2 W,4.55 W
2024-12-18 16:48:00,10.2 W,4.55 W
2024-12-18 16:48:30,10.5 W,4.56 W
2024-12-18 16:49:00,11.2 W,4.61 W
2024-12-18 16:49:30,23.8 W,5.43 W
