"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-19 17:41:30,0 B,0 B,0 B,0 B
2024-12-19 17:41:45,0 B,0 B,0 B,0 B
2024-12-19 17:42:00,0 B,0 B,0 B,0 B
2024-12-19 17:42:15,0 B,0 B,0 B,0 B
2024-12-19 17:42:30,0 B,0 B,0 B,0 B
2024-12-19 17:42:45,0 B,0 B,0 B,0 B
2024-12-19 17:43:00,0 B,0 B,0 B,0 B
2024-12-19 17:43:15,0 B,0 B,0 B,0 B
2024-12-19 17:43:30,0 B,0 B,0 B,0 B
2024-12-19 17:43:45,0 B,0 B,0 B,0 B
2024-12-19 17:44:00,0 B,0 B,0 B,0 B
2024-12-19 17:44:15,0 B,0 B,0 B,0 B
2024-12-19 17:44:30,0 B,0 B,0 B,0 B
2024-12-19 17:44:45,0 B,0 B,0 B,0 B
2024-12-19 17:45:00,0 B,0 B,0 B,0 B
2024-12-19 17:45:15,0 B,0 B,0 B,0 B
2024-12-19 17:45:30,0 B,0 B,0 B,0 B
2024-12-19 17:45:45,0 B,0 B,0 B,0 B
2024-12-19 17:46:00,0 B,0 B,0 B,0 B
2024-12-19 17:46:15,0 B,0 B,0 B,0 B
2024-12-19 17:46:30,0 B,0 B,0 B,0 B
2024-12-19 17:46:45,0 B,0 B,0 B,0 B
2024-12-19 17:47:00,0 B,0 B,0 B,0 B
2024-12-19 17:47:15,0 B,0 B,0 B,0 B
2024-12-19 17:47:30,0 B,0 B,0 B,0 B
2024-12-19 17:47:45,0 B,0 B,0 B,0 B
2024-12-19 17:48:00,0 B,0 B,0 B,0 B
2024-12-19 17:48:15,0 B,0 B,0 B,0 B
2024-12-19 17:48:30,0 B,0 B,0 B,0 B
2024-12-19 17:48:45,0 B,0 B,0 B,0 B
2024-12-19 17:49:00,0 B,0 B,0 B,0 B
2024-12-19 17:49:15,0 B,0 B,0 B,0 B
2024-12-19 17:49:30,0 B,0 B,0 B,0 B
2024-12-19 17:49:45,0 B,0 B,0 B,0 B
2024-12-19 17:50:00,0 B,0 B,0 B,0 B
2024-12-19 17:50:15,0 B,0 B,0 B,0 B
2024-12-19 17:50:30,0 B,0 B,0 B,0 B
2024-12-19 17:50:45,0 B,0 B,0 B,0 B
2024-12-19 17:51:00,0 B,0 B,0 B,0 B
2024-12-19 17:51:15,0 B,0 B,0 B,0 B
2024-12-19 17:51:30,0 B,0 B,0 B,0 B
2024-12-19 17:51:45,0 B,0 B,0 B,0 B
2024-12-19 17:52:00,0 B,0 B,0 B,0 B
2024-12-19 17:52:15,0 B,0 B,0 B,0 B
2024-12-19 17:52:30,0 B,0 B,0 B,0 B
2024-12-19 17:52:45,0 B,0 B,0 B,0 B
2024-12-19 17:53:00,0 B,0 B,0 B,0 B
2024-12-19 17:53:15,0 B,0 B,0 B,0 B
2024-12-19 17:53:30,0 B,0 B,0 B,0 B
2024-12-19 17:53:45,0 B,0 B,0 B,0 B
2024-12-19 17:54:00,0 B,0 B,0 B,0 B
2024-12-19 17:54:15,0 B,0 B,0 B,0 B
2024-12-19 17:54:30,0 B,0 B,0 B,0 B
2024-12-19 17:54:45,0 B,0 B,0 B,0 B
2024-12-19 17:55:00,0 B,0 B,0 B,0 B
2024-12-19 17:55:15,0 B,0 B,0 B,0 B
2024-12-19 17:55:30,0 B,0 B,0 B,0 B
2024-12-19 17:55:45,0 B,0 B,0 B,0 B
2024-12-19 17:56:00,0 B,0 B,0 B,0 B
2024-12-19 17:56:15,0 B,0 B,0 B,0 B
2024-12-19 17:56:30,0 B,0 B,0 B,0 B
2024-12-19 17:56:45,0 B,0 B,0 B,0 B
2024-12-19 17:57:00,0 B,0 B,0 B,0 B
2024-12-19 17:57:15,0 B,0 B,0 B,0 B
2024-12-19 17:57:30,0 B,0 B,0 B,0 B
2024-12-19 17:57:45,0 B,0 B,0 B,0 B
2024-12-19 17:58:00,0 B,0 B,0 B,0 B
2024-12-19 17:58:15,0 B,0 B,0 B,0 B
2024-12-19 17:58:30,0 B,0 B,0 B,0 B
2024-12-19 17:58:45,0 B,0 B,0 B,0 B
2024-12-19 17:59:00,0 B,0 B,0 B,0 B
2024-12-19 17:59:15,0 B,0 B,0 B,0 B
2024-12-19 17:59:30,0 B,0 B,0 B,0 B
2024-12-19 17:59:45,0 B,0 B,0 B,0 B
2024-12-19 18:00:00,0 B,0 B,0 B,0 B
2024-12-19 18:00:15,0 B,0 B,0 B,0 B
2024-12-19 18:00:30,0 B,0 B,0 B,0 B
2024-12-19 18:00:45,0 B,0 B,0 B,0 B
2024-12-19 18:01:00,0 B,0 B,0 B,0 B
2024-12-19 18:01:15,0 B,0 B,0 B,0 B
2024-12-19 18:01:30,0 B,0 B,0 B,0 B
2024-12-19 18:01:45,0 B,0 B,0 B,0 B
2024-12-19 18:02:00,0 B,0 B,0 B,0 B
2024-12-19 18:02:15,0 B,0 B,0 B,0 B
2024-12-19 18:02:30,0 B,0 B,0 B,0 B
2024-12-19 18:02:45,0 B,0 B,0 B,0 B
2024-12-19 18:03:00,0 B,0 B,0 B,0 B
2024-12-19 18:03:15,0 B,0 B,0 B,0 B
2024-12-19 18:03:30,0 B,0 B,0 B,0 B
2024-12-19 18:03:45,0 B,0 B,0 B,0 B
2024-12-19 18:04:00,0 B,0 B,0 B,0 B
2024-12-19 18:04:15,0 B,0 B,0 B,0 B
2024-12-19 18:04:30,0 B,0 B,0 B,0 B
2024-12-19 18:04:45,0 B,0 B,0 B,0 B
2024-12-19 18:05:00,0 B,0 B,0 B,0 B
2024-12-19 18:05:15,0 B,0 B,0 B,0 B
2024-12-19 18:05:30,0 B,0 B,0 B,0 B
2024-12-19 18:05:45,0 B,0 B,0 B,0 B
2024-12-19 18:06:00,0 B,0 B,0 B,0 B
2024-12-19 18:06:15,0 B,0 B,0 B,0 B
2024-12-19 18:06:30,0 B,0 B,0 B,0 B
2024-12-19 18:06:45,0 B,0 B,0 B,0 B
2024-12-19 18:07:00,0 B,0 B,0 B,0 B
2024-12-19 18:07:15,0 B,0 B,0 B,0 B
2024-12-19 18:07:30,0 B,0 B,0 B,0 B
2024-12-19 18:07:45,0 B,0 B,0 B,0 B
2024-12-19 18:08:00,0 B,0 B,0 B,0 B
2024-12-19 18:08:15,0 B,0 B,0 B,0 B
2024-12-19 18:08:30,0 B,0 B,0 B,0 B
2024-12-19 18:08:45,0 B,0 B,0 B,0 B
2024-12-19 18:09:00,0 B,0 B,0 B,0 B
2024-12-19 18:09:15,0 B,0 B,0 B,0 B
2024-12-19 18:09:30,0 B,0 B,0 B,0 B
2024-12-19 18:09:45,0 B,0 B,0 B,0 B
2024-12-19 18:10:00,0 B,0 B,0 B,0 B
2024-12-19 18:10:15,0 B,0 B,0 B,0 B
2024-12-19 18:10:30,0 B,0 B,0 B,0 B
