"Time","core","dram"
2025-01-17 13:19:00,10.1 W,4.51 W
2025-01-17 13:19:30,11.5 W,4.67 W
2025-01-17 13:20:00,14.9 W,5.07 W
2025-01-17 13:20:30,15.4 W,5.09 W
2025-01-17 13:21:00,15.5 W,5.08 W
2025-01-17 13:21:30,15.8 W,5.11 W
2025-01-17 13:22:00,15.8 W,5.02 W
2025-01-17 13:22:30,15.4 W,5.06 W
2025-01-17 13:23:00,15.0 W,5.05 W
2025-01-17 13:23:30,15.2 W,5.05 W
2025-01-17 13:24:00,15.0 W,5.11 W
2025-01-17 13:24:30,15.4 W,5.09 W
2025-01-17 13:25:00,15.6 W,5.08 W
2025-01-17 13:25:30,15.0 W,5.12 W
2025-01-17 13:26:00,15.3 W,5.09 W
2025-01-17 13:26:30,15.6 W,5.08 W
2025-01-17 13:27:00,15.9 W,5.02 W
2025-01-17 13:27:30,15.6 W,5.07 W
2025-01-17 13:28:00,15.9 W,5.09 W
2025-01-17 13:28:30,15.8 W,5.13 W
2025-01-17 13:29:00,15.3 W,5.13 W
2025-01-17 13:29:30,15.6 W,5.11 W
2025-01-17 13:30:00,14.9 W,5.07 W
2025-01-17 13:30:30,15.3 W,5.07 W
2025-01-17 13:31:00,15.3 W,5.10 W
2025-01-17 13:31:30,15.1 W,5.05 W
2025-01-17 13:32:00,15.5 W,5.06 W
2025-01-17 13:32:30,15.4 W,5.07 W
2025-01-17 13:33:00,15.3 W,5.06 W
2025-01-17 13:33:30,15.3 W,5.03 W
2025-01-17 13:34:00,14.9 W,5.08 W
2025-01-17 13:34:30,15.0 W,5.02 W
2025-01-17 13:35:00,15.5 W,5.03 W
2025-01-17 13:35:30,14.9 W,5.10 W
2025-01-17 13:36:00,15.2 W,5.06 W
2025-01-17 13:36:30,15.2 W,5.06 W
2025-01-17 13:37:00,15.3 W,5.11 W
2025-01-17 13:37:30,15.3 W,5.10 W
2025-01-17 13:38:00,15.3 W,5.04 W
2025-01-17 13:38:30,14.8 W,5.07 W
2025-01-17 13:39:00,15.3 W,5.04 W
2025-01-17 13:39:30,15.4 W,5.07 W
2025-01-17 13:40:00,15.2 W,5.05 W
2025-01-17 13:40:30,15.2 W,5.09 W
2025-01-17 13:41:00,15.3 W,5.06 W
2025-01-17 13:41:30,15.4 W,5.06 W
2025-01-17 13:42:00,15.6 W,5.11 W
2025-01-17 13:42:30,15.6 W,5.09 W
2025-01-17 13:43:00,15.4 W,5.10 W
2025-01-17 13:43:30,15.9 W,5.11 W
2025-01-17 13:44:00,15.4 W,5.13 W
2025-01-17 13:44:30,15.7 W,5.08 W
2025-01-17 13:45:00,15.6 W,5.06 W
2025-01-17 13:45:30,15.4 W,5.06 W
2025-01-17 13:46:00,15.3 W,5.07 W
2025-01-17 13:46:30,15.4 W,5.06 W
2025-01-17 13:47:00,15.1 W,5.05 W
2025-01-17 13:47:30,15.4 W,5.07 W
2025-01-17 13:48:00,15.3 W,5.11 W
2025-01-17 13:48:30,15.3 W,5.05 W
2025-01-17 13:49:00,15.2 W,5.07 W
