Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_fanout_3_100,x_fanout_3_100_exchange_0,169843,0,8,9.434652873536148,0.096,185.14,0.0,94.36960801677955,0.0,8,10,12,13,17,21,30,43,89,180,190
x_fanout_3_100,x_fanout_3_100_exchange_1,170815,0,8,9.41116692913386,0.1,187.389,0.0,94.90967889984397,0.0,8,10,12,13,17,21,30,43,90,180,190
x_fanout_3_100,x_fanout_3_100_exchange_2,169719,0,8,9.457865483534556,0.085,184.126,0.0,94.30071008519519,0.0,8,10,12,13,17,22,30,44,89,180,180
,Aggregated,510377,0,8,9.434511545387036,0.085,187.389,0.0,283.5799970018187,0.0,8,10,12,13,17,21,30,43,89,180,190
