"Time","/bin/busybox","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/usr/bin/mongod"
2024-12-18 12:09:00,0 B,254 kB,0 B,131 kB
2024-12-18 12:09:15,0 B,0 B,0 B,24.6 kB
2024-12-18 12:09:30,0 B,0 B,0 B,24.6 kB
2024-12-18 12:09:45,0 B,193 kB,0 B,24.6 kB
2024-12-18 12:10:00,0 B,0 B,0 B,98.3 kB
2024-12-18 12:10:15,0 B,0 B,0 B,28.7 kB
2024-12-18 12:10:30,0 B,0 B,0 B,28.7 kB
2024-12-18 12:10:45,0 B,0 B,0 B,28.7 kB
2024-12-18 12:11:00,0 B,0 B,0 B,86.0 kB
2024-12-18 12:11:15,0 B,0 B,0 B,28.7 kB
2024-12-18 12:11:30,0 B,0 B,0 B,32.8 kB
2024-12-18 12:11:45,0 B,0 B,0 B,32.8 kB
2024-12-18 12:12:00,0 B,0 B,0 B,90.1 kB
2024-12-18 12:12:15,0 B,0 B,0 B,32.8 kB
2024-12-18 12:12:30,0 B,0 B,0 B,32.8 kB
2024-12-18 12:12:45,0 B,0 B,0 B,32.8 kB
2024-12-18 12:13:00,0 B,0 B,0 B,156 kB
2024-12-18 12:13:15,0 B,0 B,0 B,20.5 kB
2024-12-18 12:13:30,0 B,0 B,0 B,20.5 kB
2024-12-18 12:13:45,0 B,0 B,0 B,20.5 kB
2024-12-18 12:14:00,0 B,0 B,0 B,94.2 kB
2024-12-18 12:14:15,0 B,0 B,0 B,24.6 kB
2024-12-18 12:14:30,0 B,0 B,0 B,24.6 kB
2024-12-18 12:14:45,0 B,0 B,0 B,24.6 kB
2024-12-18 12:15:00,0 B,0 B,0 B,86.0 kB
2024-12-18 12:15:15,0 B,0 B,0 B,24.6 kB
2024-12-18 12:15:30,0 B,0 B,0 B,28.7 kB
2024-12-18 12:15:45,0 B,0 B,0 B,28.7 kB
2024-12-18 12:16:00,0 B,0 B,0 B,86.0 kB
2024-12-18 12:16:15,0 B,0 B,0 B,28.7 kB
2024-12-18 12:16:30,0 B,0 B,0 B,28.7 kB
2024-12-18 12:16:45,0 B,0 B,0 B,32.8 kB
2024-12-18 12:17:00,0 B,0 B,0 B,90.1 kB
2024-12-18 12:17:15,0 B,0 B,0 B,32.8 kB
2024-12-18 12:17:30,0 B,0 B,0 B,32.8 kB
2024-12-18 12:17:45,0 B,0 B,0 B,32.8 kB
2024-12-18 12:18:00,0 B,0 B,0 B,139 kB
2024-12-18 12:18:15,0 B,0 B,0 B,20.5 kB
2024-12-18 12:18:30,0 B,0 B,0 B,20.5 kB
2024-12-18 12:18:45,0 B,0 B,0 B,20.5 kB
2024-12-18 12:19:00,0 B,0 B,0 B,102 kB
2024-12-18 12:19:15,0 B,0 B,0 B,24.6 kB
2024-12-18 12:19:30,0 B,0 B,0 B,24.6 kB
2024-12-18 12:19:45,0 B,0 B,0 B,24.6 kB
2024-12-18 12:20:00,0 B,0 B,0 B,81.9 kB
2024-12-18 12:20:15,0 B,0 B,0 B,24.6 kB
2024-12-18 12:20:30,0 B,0 B,0 B,28.7 kB
