"Time","core","dram"
2024-12-18 12:09:00,0.173 W,3.86 W
2024-12-18 12:09:30,10.3 W,4.58 W
2024-12-18 12:10:00,10.8 W,4.61 W
2024-12-18 12:10:30,10.9 W,4.61 W
2024-12-18 12:11:00,10.8 W,4.56 W
2024-12-18 12:11:30,10.6 W,4.56 W
2024-12-18 12:12:00,10.3 W,4.56 W
2024-12-18 12:12:30,10.8 W,4.57 W
2024-12-18 12:13:00,10.6 W,4.57 W
2024-12-18 12:13:30,10.3 W,4.57 W
2024-12-18 12:14:00,10.8 W,4.57 W
2024-12-18 12:14:30,11.0 W,4.60 W
2024-12-18 12:15:00,10.9 W,4.60 W
2024-12-18 12:15:30,11.1 W,4.59 W
2024-12-18 12:16:00,11.0 W,4.61 W
2024-12-18 12:16:30,11.0 W,4.60 W
2024-12-18 12:17:00,10.8 W,4.61 W
2024-12-18 12:17:30,10.9 W,4.60 W
2024-12-18 12:18:00,10.4 W,4.56 W
2024-12-18 12:18:30,10.5 W,4.57 W
2024-12-18 12:19:00,10.6 W,4.57 W
2024-12-18 12:19:30,10.4 W,4.57 W
2024-12-18 12:20:00,10.8 W,4.58 W
2024-12-18 12:20:30,10.7 W,4.58 W
2024-12-18 12:21:00,10.9 W,4.58 W
2024-12-18 12:21:30,10.9 W,4.60 W
2024-12-18 12:22:00,11.2 W,4.60 W
2024-12-18 12:22:30,10.9 W,4.60 W
2024-12-18 12:23:00,11.1 W,4.61 W
2024-12-18 12:23:30,11.4 W,4.61 W
2024-12-18 12:24:00,11.0 W,4.61 W
2024-12-18 12:24:30,10.6 W,4.56 W
2024-12-18 12:25:00,11.1 W,4.58 W
2024-12-18 12:25:30,10.5 W,4.57 W
2024-12-18 12:26:00,10.8 W,4.58 W
2024-12-18 12:26:30,10.5 W,4.57 W
2024-12-18 12:27:00,10.5 W,4.59 W
2024-12-18 12:27:30,10.7 W,4.58 W
2024-12-18 12:28:00,11.1 W,4.61 W
2024-12-18 12:28:30,11.0 W,4.60 W
2024-12-18 12:29:00,11.1 W,4.61 W
2024-12-18 12:29:30,11.4 W,4.61 W
2024-12-18 12:30:00,11.1 W,4.62 W
2024-12-18 12:30:30,10.9 W,4.61 W
2024-12-18 12:31:00,11.0 W,4.61 W
2024-12-18 12:31:30,10.8 W,4.57 W
2024-12-18 12:32:00,10.9 W,4.58 W
2024-12-18 12:32:30,10.3 W,4.57 W
2024-12-18 12:33:00,10.7 W,4.58 W
2024-12-18 12:33:30,10.3 W,4.58 W
2024-12-18 12:34:00,10.8 W,4.58 W
2024-12-18 12:34:30,10.6 W,4.57 W
2024-12-18 12:35:00,10.9 W,4.59 W
2024-12-18 12:35:30,11.2 W,4.61 W
2024-12-18 12:36:00,11.1 W,4.61 W
2024-12-18 12:36:30,11.1 W,4.61 W
2024-12-18 12:37:00,11.2 W,4.62 W
2024-12-18 12:37:30,11.0 W,4.61 W
2024-12-18 12:38:00,11.0 W,4.62 W
2024-12-18 12:38:30,11.0 W,4.61 W
2024-12-18 12:39:00,10.7 W,4.58 W
2024-12-18 12:39:30,10.5 W,4.57 W
