"Time","core","dram"
2024-12-17 22:34:30,12.3 W,5.03 W
2024-12-17 22:35:00,25.6 W,7.39 W
2024-12-17 22:35:30,26.3 W,7.09 W
2024-12-17 22:36:00,62.0 W,9.89 W
2024-12-17 22:36:30,55.6 W,9.78 W
2024-12-17 22:37:00,48.2 W,10.8 W
2024-12-17 22:37:30,45.6 W,10.9 W
2024-12-17 22:38:00,31.6 W,6.70 W
2024-12-17 22:38:30,30.7 W,6.58 W
2024-12-17 22:39:00,29.7 W,6.52 W
2024-12-17 22:39:30,29.3 W,7.07 W
2024-12-17 22:40:00,27.2 W,6.83 W
2024-12-17 22:40:30,28.3 W,6.92 W
2024-12-17 22:41:00,28.4 W,6.97 W
2024-12-17 22:41:30,30.5 W,6.95 W
2024-12-17 22:42:00,33.0 W,7.12 W
2024-12-17 22:42:30,28.2 W,6.68 W
2024-12-17 22:43:00,27.0 W,6.60 W
2024-12-17 22:43:30,27.9 W,6.70 W
2024-12-17 22:44:00,26.9 W,6.67 W
2024-12-17 22:44:30,26.5 W,6.58 W
2024-12-17 22:45:00,25.9 W,6.56 W
2024-12-17 22:45:30,26.9 W,6.58 W
2024-12-17 22:46:00,31.4 W,7.06 W
2024-12-17 22:46:30,26.8 W,6.54 W
2024-12-17 22:47:00,26.1 W,6.38 W
2024-12-17 22:47:30,26.2 W,6.38 W
2024-12-17 22:48:00,37.5 W,7.17 W
2024-12-17 22:48:30,25.9 W,6.48 W
2024-12-17 22:49:00,26.8 W,6.42 W
2024-12-17 22:49:30,26.8 W,6.41 W
2024-12-17 22:50:00,28.5 W,6.58 W
2024-12-17 22:50:30,27.7 W,6.45 W
2024-12-17 22:51:00,26.7 W,6.39 W
2024-12-17 22:51:30,26.3 W,6.45 W
2024-12-17 22:52:00,27.7 W,6.48 W
2024-12-17 22:52:30,32.7 W,7.15 W
2024-12-17 22:53:00,27.0 W,6.46 W
2024-12-17 22:53:30,27.0 W,6.45 W
2024-12-17 22:54:00,27.6 W,6.44 W
2024-12-17 22:54:30,27.2 W,6.66 W
2024-12-17 22:55:00,26.5 W,6.38 W
2024-12-17 22:55:30,27.3 W,6.48 W
2024-12-17 22:56:00,26.5 W,6.37 W
2024-12-17 22:56:30,27.6 W,6.46 W
2024-12-17 22:57:00,26.8 W,6.34 W
2024-12-17 22:57:30,26.7 W,6.36 W
2024-12-17 22:58:00,29.9 W,6.79 W
2024-12-17 22:58:30,26.4 W,6.43 W
2024-12-17 22:59:00,27.2 W,6.44 W
2024-12-17 22:59:30,26.0 W,6.36 W
2024-12-17 23:00:00,25.7 W,6.67 W
2024-12-17 23:00:30,29.0 W,6.52 W
2024-12-17 23:01:00,27.7 W,6.43 W
2024-12-17 23:01:30,29.0 W,6.55 W
2024-12-17 23:02:00,32.7 W,6.40 W
2024-12-17 23:02:30,33.2 W,6.58 W
2024-12-17 23:03:00,38.0 W,7.19 W
2024-12-17 23:03:30,27.2 W,6.41 W
2024-12-17 23:04:00,62.0 W,9.54 W
