"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-17 22:45:15,48.2 MB,0 B,0 B,49.2 kB
2024-12-17 22:45:30,46.2 MB,0 B,0 B,20.5 kB
2024-12-17 22:45:45,48.8 MB,0 B,0 B,20.5 kB
2024-12-17 22:46:00,124 MB,0 B,0 B,24.6 kB
2024-12-17 22:46:15,53.0 MB,0 B,0 B,24.6 kB
2024-12-17 22:46:30,76.0 MB,0 B,0 B,28.7 kB
2024-12-17 22:46:45,129 MB,0 B,0 B,28.7 kB
2024-12-17 22:47:00,205 kB,0 B,0 B,28.7 kB
2024-12-17 22:47:15,47.9 MB,0 B,0 B,28.7 kB
2024-12-17 22:47:30,389 kB,0 B,0 B,94.2 kB
2024-12-17 22:47:45,311 kB,0 B,0 B,32.8 kB
2024-12-17 22:48:00,176 MB,0 B,0 B,32.8 kB
2024-12-17 22:48:15,26.9 MB,0 B,0 B,32.8 kB
2024-12-17 22:48:30,131 MB,0 B,0 B,106 kB
2024-12-17 22:48:45,1.39 MB,0 B,0 B,36.9 kB
2024-12-17 22:49:00,107 MB,0 B,0 B,41.0 kB
2024-12-17 22:49:15,778 kB,0 B,0 B,41.0 kB
2024-12-17 22:49:30,18.9 MB,0 B,0 B,106 kB
2024-12-17 22:49:45,16.8 MB,0 B,0 B,41.0 kB
2024-12-17 22:50:00,293 MB,0 B,0 B,45.1 kB
2024-12-17 22:50:15,111 MB,0 B,0 B,53.2 kB
2024-12-17 22:50:30,99.5 MB,0 B,0 B,127 kB
2024-12-17 22:50:45,90.6 MB,0 B,0 B,20.5 kB
2024-12-17 22:51:00,26.7 MB,0 B,0 B,24.6 kB
2024-12-17 22:51:15,85.8 MB,0 B,0 B,24.6 kB
2024-12-17 22:51:30,55.5 MB,0 B,0 B,115 kB
2024-12-17 22:51:45,37.7 MB,0 B,0 B,28.7 kB
2024-12-17 22:52:00,39.0 MB,0 B,0 B,28.7 kB
2024-12-17 22:52:15,48.2 MB,0 B,0 B,32.8 kB
2024-12-17 22:52:30,174 MB,0 B,0 B,90.1 kB
2024-12-17 22:52:45,9.90 MB,0 B,0 B,41.0 kB
2024-12-17 22:53:00,44.4 MB,0 B,0 B,36.9 kB
2024-12-17 22:53:15,28.9 MB,0 B,0 B,36.9 kB
2024-12-17 22:53:30,54.0 MB,0 B,0 B,36.9 kB
2024-12-17 22:53:45,19.7 MB,0 B,0 B,106 kB
2024-12-17 22:54:00,23.4 MB,0 B,0 B,41.0 kB
2024-12-17 22:54:15,65.8 MB,0 B,0 B,45.1 kB
2024-12-17 22:54:30,56.2 MB,0 B,0 B,45.1 kB
2024-12-17 22:54:45,53.1 MB,0 B,0 B,168 kB
2024-12-17 22:55:00,86.0 kB,0 B,0 B,45.1 kB
2024-12-17 22:55:15,1.23 MB,0 B,0 B,53.2 kB
2024-12-17 22:55:30,76.7 MB,0 B,0 B,20.5 kB
2024-12-17 22:55:45,136 MB,0 B,0 B,139 kB
2024-12-17 22:56:00,1.27 MB,0 B,0 B,24.6 kB
2024-12-17 22:56:15,2.39 MB,0 B,0 B,24.6 kB
2024-12-17 22:56:30,51.6 MB,0 B,0 B,28.7 kB
2024-12-17 22:56:45,169 MB,0 B,0 B,115 kB
2024-12-17 22:57:00,3.87 MB,0 B,0 B,28.7 kB
2024-12-17 22:57:15,201 kB,0 B,0 B,32.8 kB
2024-12-17 22:57:30,16.4 MB,0 B,0 B,32.8 kB
2024-12-17 22:57:45,78.7 MB,0 B,0 B,98.3 kB
2024-12-17 22:58:00,48.6 MB,0 B,0 B,36.9 kB
2024-12-17 22:58:15,107 MB,0 B,0 B,36.9 kB
2024-12-17 22:58:30,25.6 MB,0 B,0 B,36.9 kB
2024-12-17 22:58:45,36.6 MB,0 B,0 B,45.1 kB
2024-12-17 22:59:00,52.4 MB,0 B,0 B,41.0 kB
2024-12-17 22:59:15,29.2 MB,0 B,0 B,41.0 kB
2024-12-17 22:59:30,34.5 MB,0 B,0 B,45.1 kB
2024-12-17 22:59:45,12.8 MB,0 B,0 B,45.1 kB
2024-12-17 23:00:00,24.6 MB,0 B,0 B,45.1 kB
2024-12-17 23:00:15,78.4 MB,0 B,0 B,53.2 kB
2024-12-17 23:00:30,53.5 MB,0 B,0 B,20.5 kB
2024-12-17 23:00:45,37.1 MB,0 B,0 B,20.5 kB
2024-12-17 23:01:00,52.1 MB,0 B,0 B,24.6 kB
2024-12-17 23:01:15,40.4 MB,0 B,0 B,24.6 kB
2024-12-17 23:01:30,146 MB,0 B,0 B,28.7 kB
2024-12-17 23:01:45,31.5 MB,0 B,0 B,28.7 kB
2024-12-17 23:02:00,63.4 MB,0 B,0 B,28.7 kB
2024-12-17 23:02:15,41.4 MB,0 B,0 B,32.8 kB
2024-12-17 23:02:30,104 MB,0 B,0 B,32.8 kB
2024-12-17 23:02:45,32.8 MB,0 B,0 B,32.8 kB
2024-12-17 23:03:00,85.8 MB,0 B,0 B,36.9 kB
2024-12-17 23:03:15,127 MB,0 B,0 B,36.9 kB
2024-12-17 23:03:30,33.9 MB,0 B,0 B,36.9 kB
2024-12-17 23:03:45,20.2 MB,0 B,0 B,41.0 kB
2024-12-17 23:04:00,0 B,0 B,0 B,41.0 kB
2024-12-17 23:04:15,0 B,0 B,0 B,41.0 kB
