"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-17 22:34:30,0 B,0 B,0 B,36.9 kB
2024-12-17 22:34:45,0 B,0 B,0 B,36.9 kB
2024-12-17 22:35:00,9.55 MB,0 B,0 B,36.9 kB
2024-12-17 22:35:15,8.18 MB,0 B,0 B,164 kB
2024-12-17 22:35:30,59.1 MB,0 B,0 B,20.5 kB
2024-12-17 22:35:45,46.4 MB,0 B,0 B,20.5 kB
2024-12-17 22:36:00,0 B,0 B,0 B,24.6 kB
2024-12-17 22:36:15,0 B,0 B,0 B,98.3 kB
2024-12-17 22:36:30,0 B,0 B,0 B,24.6 kB
2024-12-17 22:36:45,0 B,0 B,0 B,28.7 kB
2024-12-17 22:37:00,0 B,0 B,0 B,28.7 kB
2024-12-17 22:37:15,0 B,0 B,0 B,90.1 kB
2024-12-17 22:37:30,0 B,0 B,0 B,28.7 kB
2024-12-17 22:37:45,306 MB,0 B,0 B,32.8 kB
2024-12-17 22:38:00,553 MB,0 B,0 B,32.8 kB
2024-12-17 22:38:15,489 MB,0 B,0 B,98.3 kB
2024-12-17 22:38:30,191 MB,0 B,0 B,36.9 kB
2024-12-17 22:38:45,90.4 MB,0 B,0 B,36.9 kB
2024-12-17 22:39:00,31.7 MB,0 B,0 B,36.9 kB
2024-12-17 22:39:15,57.3 MB,0 B,0 B,111 kB
2024-12-17 22:39:30,347 MB,0 B,0 B,41.0 kB
2024-12-17 22:39:45,619 MB,0 B,0 B,41.0 kB
2024-12-17 22:40:00,403 MB,0 B,0 B,45.1 kB
2024-12-17 22:40:15,92.2 MB,0 B,0 B,49.2 kB
2024-12-17 22:40:30,474 MB,0 B,0 B,20.5 kB
2024-12-17 22:40:45,228 MB,0 B,0 B,20.5 kB
2024-12-17 22:41:00,238 MB,0 B,0 B,24.6 kB
2024-12-17 22:41:15,502 MB,0 B,0 B,24.6 kB
2024-12-17 22:41:30,58.1 MB,0 B,0 B,28.7 kB
2024-12-17 22:41:45,96.7 MB,0 B,0 B,28.7 kB
2024-12-17 22:42:00,32.5 MB,0 B,0 B,28.7 kB
2024-12-17 22:42:15,60.0 MB,0 B,0 B,32.8 kB
2024-12-17 22:42:30,108 MB,0 B,0 B,32.8 kB
2024-12-17 22:42:45,22.4 MB,0 B,0 B,32.8 kB
2024-12-17 22:43:00,10.6 MB,0 B,0 B,36.9 kB
2024-12-17 22:43:15,56.8 MB,0 B,0 B,36.9 kB
2024-12-17 22:43:30,139 MB,0 B,0 B,36.9 kB
2024-12-17 22:43:45,59.8 MB,0 B,0 B,36.9 kB
2024-12-17 22:44:00,87.8 MB,0 B,0 B,41.0 kB
2024-12-17 22:44:15,66.1 MB,0 B,0 B,41.0 kB
2024-12-17 22:44:30,26.1 MB,0 B,0 B,41.0 kB
2024-12-17 22:44:45,92.5 MB,0 B,0 B,45.1 kB
2024-12-17 22:45:00,55.6 MB,0 B,0 B,45.1 kB
