"Time","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/bin/bash","/usr/bin/mongod"
2024-12-17 22:34:30,0 B,0 B,0 B,0 B
2024-12-17 22:34:45,0 B,0 B,0 B,0 B
2024-12-17 22:35:00,8.19 kB,0 B,0 B,0 B
2024-12-17 22:35:15,0 B,0 B,0 B,12.3 kB
2024-12-17 22:35:30,36.9 kB,0 B,0 B,0 B
2024-12-17 22:35:45,0 B,0 B,0 B,0 B
2024-12-17 22:36:00,0 B,0 B,0 B,0 B
2024-12-17 22:36:15,0 B,0 B,0 B,0 B
2024-12-17 22:36:30,0 B,0 B,0 B,0 B
2024-12-17 22:36:45,0 B,0 B,0 B,0 B
2024-12-17 22:37:00,0 B,0 B,0 B,0 B
2024-12-17 22:37:15,0 B,0 B,0 B,0 B
2024-12-17 22:37:30,0 B,0 B,0 B,0 B
2024-12-17 22:37:45,0 B,0 B,0 B,0 B
2024-12-17 22:38:00,0 B,0 B,0 B,0 B
2024-12-17 22:38:15,0 B,0 B,0 B,0 B
2024-12-17 22:38:30,4.10 kB,0 B,0 B,0 B
2024-12-17 22:38:45,4.10 kB,0 B,0 B,0 B
2024-12-17 22:39:00,4.10 kB,0 B,0 B,0 B
2024-12-17 22:39:15,20.5 kB,0 B,0 B,0 B
2024-12-17 22:39:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:39:45,16.4 kB,0 B,0 B,0 B
2024-12-17 22:40:00,8.19 kB,0 B,0 B,0 B
2024-12-17 22:40:15,4.10 kB,0 B,0 B,0 B
2024-12-17 22:40:30,16.4 kB,0 B,0 B,0 B
2024-12-17 22:40:45,45.1 kB,0 B,0 B,0 B
2024-12-17 22:41:00,8.19 kB,0 B,0 B,0 B
2024-12-17 22:41:15,24.6 kB,0 B,0 B,0 B
2024-12-17 22:41:30,0 B,0 B,0 B,0 B
2024-12-17 22:41:45,0 B,0 B,0 B,0 B
2024-12-17 22:42:00,0 B,0 B,0 B,0 B
2024-12-17 22:42:15,0 B,0 B,0 B,0 B
2024-12-17 22:42:30,0 B,0 B,0 B,0 B
2024-12-17 22:42:45,0 B,0 B,0 B,0 B
2024-12-17 22:43:00,0 B,0 B,0 B,0 B
2024-12-17 22:43:15,0 B,0 B,0 B,0 B
2024-12-17 22:43:30,8.19 kB,0 B,0 B,0 B
2024-12-17 22:43:45,0 B,0 B,0 B,0 B
