"Time","core","dram"
2024-12-18 12:55:00,10.7 W,4.59 W
2024-12-18 12:55:30,11.2 W,4.60 W
2024-12-18 12:56:00,9.88 W,4.53 W
2024-12-18 12:56:30,10.3 W,4.54 W
2024-12-18 12:57:00,10.3 W,4.55 W
2024-12-18 12:57:30,10.4 W,4.55 W
2024-12-18 12:58:00,11.5 W,4.62 W
2024-12-18 12:58:30,11.5 W,4.61 W
2024-12-18 12:59:00,11.6 W,4.62 W
2024-12-18 12:59:30,10.3 W,4.56 W
2024-12-18 13:00:00,10.5 W,4.55 W
2024-12-18 13:00:30,10.5 W,4.57 W
2024-12-18 13:01:00,10.3 W,4.57 W
2024-12-18 13:01:30,11.0 W,4.59 W
2024-12-18 13:02:00,11.3 W,4.62 W
2024-12-18 13:02:30,11.6 W,4.62 W
2024-12-18 13:03:00,11.3 W,4.63 W
2024-12-18 13:03:30,10.4 W,4.56 W
2024-12-18 13:04:00,10.3 W,4.56 W
2024-12-18 13:04:30,10.5 W,4.56 W
2024-12-18 13:05:00,10.4 W,4.56 W
2024-12-18 13:05:30,11.5 W,4.63 W
2024-12-18 13:06:00,11.5 W,4.63 W
2024-12-18 13:06:30,11.5 W,4.63 W
2024-12-18 13:07:00,10.9 W,4.59 W
2024-12-18 13:07:30,10.3 W,4.57 W
2024-12-18 13:08:00,10.4 W,4.56 W
2024-12-18 13:08:30,10.4 W,4.58 W
2024-12-18 13:09:00,10.4 W,4.57 W
2024-12-18 13:09:30,11.5 W,4.63 W
2024-12-18 13:10:00,11.2 W,4.62 W
2024-12-18 13:10:30,11.7 W,4.64 W
2024-12-18 13:11:00,11.1 W,4.63 W
2024-12-18 13:11:30,10.5 W,4.57 W
2024-12-18 13:12:00,10.4 W,4.57 W
2024-12-18 13:12:30,10.5 W,4.57 W
2024-12-18 13:13:00,10.6 W,4.59 W
2024-12-18 13:13:30,11.7 W,4.64 W
2024-12-18 13:14:00,11.3 W,4.64 W
2024-12-18 13:14:30,11.6 W,4.63 W
2024-12-18 13:15:00,10.5 W,4.58 W
2024-12-18 13:15:30,10.3 W,4.59 W
2024-12-18 13:16:00,10.4 W,4.57 W
2024-12-18 13:16:30,10.5 W,4.57 W
2024-12-18 13:17:00,11.4 W,4.63 W
2024-12-18 13:17:30,11.7 W,4.63 W
2024-12-18 13:18:00,11.7 W,4.64 W
2024-12-18 13:18:30,11.5 W,4.63 W
2024-12-18 13:19:00,10.5 W,4.56 W
2024-12-18 13:19:30,10.5 W,4.57 W
2024-12-18 13:20:00,10.5 W,4.57 W
2024-12-18 13:20:30,10.7 W,4.59 W
2024-12-18 13:21:00,11.4 W,4.64 W
2024-12-18 13:21:30,11.5 W,4.63 W
2024-12-18 13:22:00,11.3 W,4.62 W
2024-12-18 13:22:30,11.0 W,4.60 W
2024-12-18 13:23:00,10.5 W,4.58 W
2024-12-18 13:23:30,10.2 W,4.58 W
2024-12-18 13:24:00,10.5 W,4.56 W
2024-12-18 13:24:30,11.2 W,4.63 W
2024-12-18 13:25:00,11.4 W,4.65 W
2024-12-18 13:25:30,11.4 W,4.65 W
