Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
x_direct_1000_1000,x_direct_1000_1000_topic_0,171,0,8,8.37522807017544,0.5950000000000001,31.843999999999998,0.0,0.09500921559845092,0.0,8,11,12,12,15,18,19,22,32,32,32
x_direct_1000_1000,x_direct_1000_1000_topic_1,178,0,9,9.627,0.5680000000000001,52.516,0.0,0.09889848173406003,0.0,9,12,13,14,16,18,22,25,53,53,53
x_direct_1000_1000,x_direct_1000_1000_topic_10,187,0,8,9.524240641711229,0.322,70.978,0.0,0.10389896676555745,0.0,8,11,13,15,17,20,21,58,71,71,71
x_direct_1000_1000,x_direct_1000_1000_topic_100,162,0,9,9.408123456790124,1.082,78.637,0.0,0.09000873056695351,0.0,9,12,13,14,16,18,19,19,79,79,79
x_direct_1000_1000,x_direct_1000_1000_topic_101,174,0,8,9.29478735632184,0.342,63.980999999999995,0.0,0.0966760439422834,0.0,8,11,12,13,16,19,21,27,64,64,64
x_direct_1000_1000,x_direct_1000_1000_topic_102,172,0,10,10.620825581395342,0.599,93.219,0.0,0.09556482504639507,0.0,10,13,14,15,17,20,23,29,93,93,93
x_direct_1000_1000,x_direct_1000_1000_topic_103,174,0,9,9.773885057471267,0.301,51.225,0.0,0.0966760439422834,0.0,9,12,13,14,17,20,25,30,51,51,51
x_direct_1000_1000,x_direct_1000_1000_topic_104,176,0,9,9.553039772727269,0.841,25.979,0.0,0.09778726283817171,0.0,9,12,14,14,18,19,21,21,26,26,26
x_direct_1000_1000,x_direct_1000_1000_topic_105,152,0,9,10.031763157894733,0.964,72.55499999999999,0.0,0.08445263608751193,0.0,10,12,13,14,17,19,21,49,73,73,73
x_direct_1000_1000,x_direct_1000_1000_topic_106,213,0,9,9.746760563380283,0.541,52.542,0.0,0.11834481241210554,0.0,9,12,13,14,16,19,24,24,53,53,53
x_direct_1000_1000,x_direct_1000_1000_topic_107,157,0,10,9.973108280254777,0.873,53.237,0.0,0.08723068332723272,0.0,10,12,13,14,17,18,20,22,53,53,53
x_direct_1000_1000,x_direct_1000_1000_topic_108,148,0,9,9.385121621621623,0.602,50.68,0.0,0.0822301982957353,0.0,9,12,13,15,16,18,26,30,51,51,51
x_direct_1000_1000,x_direct_1000_1000_topic_109,166,0,10,10.39456626506024,0.723,71.077,0.0,0.09223116835873013,0.0,10,12,14,14,17,20,27,58,71,71,71
x_direct_1000_1000,x_direct_1000_1000_topic_11,175,0,9,9.606531428571431,0.365,77.807,0.0,0.09723165339022755,0.0,9,11,13,14,16,19,21,23,78,78,78
x_direct_1000_1000,x_direct_1000_1000_topic_110,150,0,9,10.061160000000003,0.524,50.541000000000004,0.0,0.08334141719162362,0.0,10,12,14,15,18,21,27,28,51,51,51
x_direct_1000_1000,x_direct_1000_1000_topic_111,158,0,10,9.82060759493671,0.662,59.3,0.0,0.08778629277517687,0.0,10,12,13,14,16,17,20,22,59,59,59
x_direct_1000_1000,x_direct_1000_1000_topic_112,176,0,10,10.198528409090905,0.9810000000000001,58.652,0.0,0.09778726283817171,0.0,10,12,14,14,16,18,23,51,59,59,59
x_direct_1000_1000,x_direct_1000_1000_topic_113,177,0,10,10.104898305084744,0.633,67.955,0.0,0.09834287228611586,0.0,10,12,13,14,18,19,24,66,68,68,68
x_direct_1000_1000,x_direct_1000_1000_topic_114,175,0,9,9.739337142857144,0.402,66.86200000000001,0.0,0.09723165339022755,0.0,9,12,14,14,17,18,23,40,67,67,67
x_direct_1000_1000,x_direct_1000_1000_topic_115,173,0,8,9.41340462427746,0.328,58.082,0.0,0.09612043449433924,0.0,8,11,13,14,18,20,22,26,58,58,58
x_direct_1000_1000,x_direct_1000_1000_topic_116,163,0,8,9.924116564417178,0.679,83.69600000000001,0.0,0.09056434001489766,0.0,8,11,13,14,17,19,24,75,84,84,84
x_direct_1000_1000,x_direct_1000_1000_topic_117,186,0,9,9.50147311827957,0.5720000000000001,58.245,0.0,0.10334335731761328,0.0,9,12,13,14,17,18,21,23,58,58,58
x_direct_1000_1000,x_direct_1000_1000_topic_118,192,0,9,9.33097395833333,0.49,23.262,0.0,0.10667701400527822,0.0,9,12,13,14,17,19,21,22,23,23,23
x_direct_1000_1000,x_direct_1000_1000_topic_119,180,0,9,9.489488888888886,0.434,26.076999999999998,0.0,0.10000970062994834,0.0,9,12,14,15,17,18,20,24,26,26,26
x_direct_1000_1000,x_direct_1000_1000_topic_12,165,0,9,9.702818181818182,0.739,50.065,0.0,0.09167555891078598,0.0,9,11,13,14,17,18,23,30,50,50,50
x_direct_1000_1000,x_direct_1000_1000_topic_120,156,0,8,8.351769230769232,0.583,26.334,0.0,0.08667507387928856,0.0,8,11,12,13,15,18,18,19,26,26,26
x_direct_1000_1000,x_direct_1000_1000_topic_121,151,0,9,9.97299337748344,0.63,52.044,0.0,0.08389702663956777,0.0,9,13,14,15,17,18,21,23,52,52,52
x_direct_1000_1000,x_direct_1000_1000_topic_122,162,0,9,9.348808641975314,0.449,54.885000000000005,0.0,0.09000873056695351,0.0,9,12,14,15,16,17,20,28,55,55,55
