"Time","core","dram"
2025-01-17 14:40:30,1.01 W,3.90 W
2025-01-17 14:41:00,16.3 W,5.39 W
2025-01-17 14:41:30,31.5 W,7.06 W
2025-01-17 14:42:00,34.2 W,7.37 W
2025-01-17 14:42:30,33.2 W,7.14 W
2025-01-17 14:43:00,27.7 W,6.38 W
2025-01-17 14:43:30,30.5 W,6.69 W
2025-01-17 14:44:00,27.1 W,6.39 W
2025-01-17 14:44:30,32.1 W,6.62 W
2025-01-17 14:45:00,28.1 W,6.53 W
2025-01-17 14:45:30,28.9 W,6.54 W
2025-01-17 14:46:00,27.9 W,6.46 W
2025-01-17 14:46:30,28.1 W,6.40 W
2025-01-17 14:47:00,32.8 W,6.71 W
2025-01-17 14:47:30,61.8 W,9.48 W
2025-01-17 14:48:00,55.3 W,10.4 W
2025-01-17 14:48:30,50.9 W,11.4 W
2025-01-17 14:49:00,44.8 W,9.34 W
2025-01-17 14:49:30,32.3 W,6.39 W
2025-01-17 14:50:00,33.3 W,6.78 W
2025-01-17 14:50:30,32.3 W,6.94 W
2025-01-17 14:51:00,29.6 W,6.54 W
2025-01-17 14:51:30,26.3 W,6.07 W
2025-01-17 14:52:00,17.9 W,5.06 W
2025-01-17 14:52:30,33.1 W,6.42 W
2025-01-17 14:53:00,30.6 W,6.48 W
2025-01-17 14:53:30,62.5 W,9.25 W
2025-01-17 14:54:00,53.5 W,10.9 W
2025-01-17 14:54:30,50.5 W,11.0 W
2025-01-17 14:55:00,33.2 W,6.25 W
2025-01-17 14:55:30,25.2 W,5.97 W
2025-01-17 14:56:00,29.4 W,7.12 W
2025-01-17 14:56:30,30.4 W,6.62 W
2025-01-17 14:57:00,29.1 W,6.05 W
2025-01-17 14:57:30,34.1 W,6.35 W
2025-01-17 14:58:00,30.9 W,6.30 W
2025-01-17 14:58:30,29.4 W,6.37 W
2025-01-17 14:59:00,33.5 W,6.69 W
2025-01-17 14:59:30,29.1 W,6.21 W
2025-01-17 15:00:00,60.9 W,9.76 W
2025-01-17 15:00:30,52.2 W,11.3 W
2025-01-17 15:01:00,50.7 W,10.3 W
2025-01-17 15:01:30,33.0 W,6.26 W
2025-01-17 15:02:00,31.0 W,6.05 W
2025-01-17 15:02:30,36.1 W,6.79 W
2025-01-17 15:03:00,29.2 W,6.45 W
2025-01-17 15:03:30,28.9 W,6.05 W
2025-01-17 15:04:00,31.5 W,6.24 W
2025-01-17 15:04:30,26.9 W,6.13 W
2025-01-17 15:05:00,29.5 W,6.16 W
2025-01-17 15:05:30,27.8 W,6.18 W
2025-01-17 15:06:00,30.1 W,6.28 W
2025-01-17 15:06:30,29.1 W,6.49 W
2025-01-17 15:07:00,31.0 W,6.41 W
2025-01-17 15:07:30,62.9 W,9.72 W
2025-01-17 15:08:00,53.3 W,11.2 W
2025-01-17 15:08:30,48.3 W,11.1 W
2025-01-17 15:09:00,35.1 W,6.72 W
2025-01-17 15:09:30,30.9 W,6.26 W
2025-01-17 15:10:00,17.0 W,5.21 W
2025-01-17 15:10:30,24.3 W,5.86 W
