"Time","core","dram"
2024-12-18 13:38:00,0.979 W,3.91 W
2024-12-18 13:38:30,11.0 W,4.58 W
2024-12-18 13:39:00,11.3 W,4.61 W
2024-12-18 13:39:30,10.8 W,4.56 W
2024-12-18 13:40:00,10.1 W,4.53 W
2024-12-18 13:40:30,10.5 W,4.56 W
2024-12-18 13:41:00,10.5 W,4.54 W
2024-12-18 13:41:30,11.2 W,4.59 W
2024-12-18 13:42:00,11.5 W,4.61 W
2024-12-18 13:42:30,11.4 W,4.59 W
2024-12-18 13:43:00,11.6 W,4.60 W
2024-12-18 13:43:30,10.6 W,4.54 W
2024-12-18 13:44:00,10.5 W,4.54 W
2024-12-18 13:44:30,10.5 W,4.54 W
2024-12-18 13:45:00,10.5 W,4.54 W
2024-12-18 13:45:30,11.7 W,4.60 W
2024-12-18 13:46:00,11.5 W,4.61 W
2024-12-18 13:46:30,11.6 W,4.61 W
2024-12-18 13:47:00,11.5 W,4.61 W
2024-12-18 13:47:30,10.7 W,4.54 W
2024-12-18 13:48:00,10.3 W,4.54 W
2024-12-18 13:48:30,10.5 W,4.55 W
2024-12-18 13:49:00,10.7 W,4.55 W
2024-12-18 13:49:30,11.6 W,4.61 W
2024-12-18 13:50:00,11.4 W,4.59 W
2024-12-18 13:50:30,11.6 W,4.60 W
2024-12-18 13:51:00,11.4 W,4.61 W
2024-12-18 13:51:30,10.5 W,4.54 W
2024-12-18 13:52:00,10.6 W,4.55 W
2024-12-18 13:52:30,10.5 W,4.54 W
2024-12-18 13:53:00,10.6 W,4.54 W
2024-12-18 13:53:30,11.7 W,4.61 W
2024-12-18 13:54:00,11.5 W,4.61 W
2024-12-18 13:54:30,11.6 W,4.61 W
2024-12-18 13:55:00,11.6 W,4.60 W
2024-12-18 13:55:30,10.7 W,4.54 W
2024-12-18 13:56:00,10.4 W,4.54 W
2024-12-18 13:56:30,10.5 W,4.55 W
2024-12-18 13:57:00,10.4 W,4.54 W
2024-12-18 13:57:30,11.6 W,4.60 W
2024-12-18 13:58:00,11.5 W,4.60 W
2024-12-18 13:58:30,11.6 W,4.61 W
2024-12-18 13:59:00,10.6 W,4.56 W
2024-12-18 13:59:30,10.6 W,4.55 W
2024-12-18 14:00:00,10.7 W,4.55 W
2024-12-18 14:00:30,10.6 W,4.57 W
2024-12-18 14:01:00,11.0 W,4.58 W
2024-12-18 14:01:30,11.6 W,4.61 W
2024-12-18 14:02:00,11.7 W,4.60 W
2024-12-18 14:02:30,11.6 W,4.60 W
2024-12-18 14:03:00,10.8 W,4.55 W
2024-12-18 14:03:30,10.6 W,4.55 W
2024-12-18 14:04:00,10.6 W,4.55 W
2024-12-18 14:04:30,10.8 W,4.55 W
2024-12-18 14:05:00,11.1 W,4.59 W
2024-12-18 14:05:30,11.5 W,4.60 W
2024-12-18 14:06:00,11.6 W,4.61 W
2024-12-18 14:06:30,11.9 W,4.62 W
2024-12-18 14:07:00,11.1 W,4.57 W
2024-12-18 14:07:30,10.7 W,4.54 W
2024-12-18 14:08:00,10.7 W,4.54 W
2024-12-18 14:08:30,10.6 W,4.54 W
