"Time","core","dram"
2024-12-17 16:01:00,11.0 W,4.59 W
2024-12-17 16:01:30,10.9 W,4.59 W
2024-12-17 16:02:00,14.3 W,5.07 W
2024-12-17 16:02:30,24.5 W,7.38 W
2024-12-17 16:03:00,25.8 W,7.13 W
2024-12-17 16:03:30,62.1 W,9.94 W
2024-12-17 16:04:00,51.1 W,10.2 W
2024-12-17 16:04:30,45.6 W,10.6 W
2024-12-17 16:05:00,46.4 W,11.1 W
2024-12-17 16:05:30,32.5 W,6.73 W
2024-12-17 16:06:00,31.0 W,6.74 W
2024-12-17 16:06:30,27.8 W,6.41 W
2024-12-17 16:07:00,29.1 W,6.76 W
2024-12-17 16:07:30,27.7 W,6.58 W
2024-12-17 16:08:00,27.6 W,6.61 W
2024-12-17 16:08:30,28.3 W,6.59 W
2024-12-17 16:09:00,28.0 W,6.58 W
2024-12-17 16:09:30,27.8 W,6.70 W
2024-12-17 16:10:00,35.4 W,7.43 W
2024-12-17 16:10:30,29.2 W,6.87 W
2024-12-17 16:11:00,27.3 W,6.69 W
2024-12-17 16:11:30,30.1 W,6.92 W
2024-12-17 16:12:00,26.6 W,6.53 W
2024-12-17 16:12:30,27.4 W,6.52 W
2024-12-17 16:13:00,24.9 W,6.59 W
2024-12-17 16:13:30,25.7 W,6.56 W
2024-12-17 16:14:00,26.2 W,6.48 W
2024-12-17 16:14:30,27.4 W,6.57 W
2024-12-17 16:15:00,26.4 W,6.40 W
2024-12-17 16:15:30,26.0 W,6.36 W
2024-12-17 16:16:00,61.3 W,9.52 W
2024-12-17 16:16:30,49.9 W,9.89 W
2024-12-17 16:17:00,50.3 W,10.8 W
2024-12-17 16:17:30,41.7 W,8.35 W
2024-12-17 16:18:00,29.3 W,6.46 W
2024-12-17 16:18:30,27.4 W,6.39 W
2024-12-17 16:19:00,27.3 W,6.42 W
2024-12-17 16:19:30,26.7 W,6.41 W
2024-12-17 16:20:00,27.4 W,6.45 W
2024-12-17 16:20:30,25.7 W,6.44 W
2024-12-17 16:21:00,26.8 W,6.42 W
2024-12-17 16:21:30,27.3 W,6.46 W
2024-12-17 16:22:00,26.9 W,6.46 W
2024-12-17 16:22:30,28.7 W,6.62 W
2024-12-17 16:23:00,27.1 W,6.46 W
2024-12-17 16:23:30,29.7 W,6.70 W
2024-12-17 16:24:00,27.4 W,6.48 W
2024-12-17 16:24:30,27.3 W,6.50 W
2024-12-17 16:25:00,61.6 W,9.45 W
2024-12-17 16:25:30,49.5 W,10.0 W
2024-12-17 16:26:00,49.5 W,11.0 W
2024-12-17 16:26:30,30.0 W,6.42 W
2024-12-17 16:27:00,30.3 W,6.41 W
2024-12-17 16:27:30,27.5 W,6.35 W
2024-12-17 16:28:00,28.8 W,6.57 W
2024-12-17 16:28:30,27.8 W,6.48 W
2024-12-17 16:29:00,26.6 W,6.38 W
2024-12-17 16:29:30,26.1 W,6.39 W
2024-12-17 16:30:00,26.4 W,6.43 W
2024-12-17 16:30:30,27.1 W,6.48 W
2024-12-17 16:31:00,27.2 W,6.45 W
