"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-17 16:01:15,0 W,419 mW,98.6 mW,12.4 W
2024-12-17 16:01:30,0 W,467 mW,148 mW,12.3 W
2024-12-17 16:01:45,0 W,452 mW,361 mW,10.3 W
2024-12-17 16:02:00,0 W,29.8 W,394 mW,15.1 W
2024-12-17 16:02:15,0 W,91.9 W,430 mW,23.8 W
2024-12-17 16:02:30,0 W,64.2 W,294 mW,24.6 W
2024-12-17 16:02:45,0 W,90.7 W,220 mW,27.4 W
2024-12-17 16:03:00,0 W,63.6 W,200 mW,25.0 W
2024-12-17 16:03:15,0 W,211 W,359 mW,26.5 W
2024-12-17 16:03:30,0 W,564 W,406 mW,68.1 W
2024-12-17 16:03:45,0 W,576 W,420 mW,70.2 W
2024-12-17 16:04:00,0 W,500 W,441 mW,44.4 W
2024-12-17 16:04:15,0 W,471 W,424 mW,68.4 W
2024-12-17 16:04:30,0 W,482 W,406 mW,35.3 W
2024-12-17 16:04:45,0 W,497 W,590 mW,68.2 W
2024-12-17 16:05:00,0 W,524 W,415 mW,36.7 W
2024-12-17 16:05:15,0 W,499 W,419 mW,67.0 W
2024-12-17 16:05:30,0 W,66.6 W,236 mW,29.6 W
2024-12-17 16:05:45,0 W,64.4 W,284 mW,28.5 W
2024-12-17 16:06:00,0 W,66.9 W,285 mW,28.5 W
2024-12-17 16:06:15,0 W,58.9 W,215 mW,27.0 W
2024-12-17 16:06:30,0 W,55.7 W,209 mW,26.3 W
2024-12-17 16:06:45,0 W,63.8 W,272 mW,27.2 W
2024-12-17 16:07:00,0 W,78.1 W,272 mW,26.8 W
2024-12-17 16:07:15,0 W,72.3 W,261 mW,25.7 W
2024-12-17 16:07:30,0 W,63.3 W,209 mW,26.2 W
2024-12-17 16:07:45,0 W,62.8 W,258 mW,25.8 W
2024-12-17 16:08:00,0 W,67.1 W,209 mW,26.0 W
2024-12-17 16:08:15,0 W,62.9 W,264 mW,26.3 W
2024-12-17 16:08:30,0 W,63.5 W,159 mW,26.4 W
2024-12-17 16:08:45,0 W,63.1 W,314 mW,26.1 W
2024-12-17 16:09:00,0 W,63.1 W,210 mW,26.2 W
2024-12-17 16:09:15,0 W,71.9 W,159 mW,26.2 W
2024-12-17 16:09:30,0 W,65.6 W,157 mW,26.2 W
2024-12-17 16:09:45,0 W,69.9 W,264 mW,26.1 W
2024-12-17 16:10:00,0 W,132 W,316 mW,30.4 W
2024-12-17 16:10:15,0 W,64.9 W,158 mW,26.4 W
2024-12-17 16:10:30,0 W,82.2 W,164 mW,26.9 W
2024-12-17 16:10:45,0 W,63.4 W,156 mW,25.9 W
2024-12-17 16:11:00,0 W,64.6 W,155 mW,25.8 W
2024-12-17 16:11:15,0 W,192 W,396 mW,32.6 W
2024-12-17 16:11:30,0 W,104 W,277 mW,27.5 W
2024-12-17 16:11:45,0 W,69.5 W,105 mW,25.9 W
2024-12-17 16:12:00,0 W,54.6 W,253 mW,25.4 W
2024-12-17 16:12:15,0 W,108 W,342 mW,28.1 W
2024-12-17 16:12:30,0 W,55.7 W,258 mW,25.9 W
2024-12-17 16:12:45,0 W,61.3 W,203 mW,25.3 W
2024-12-17 16:13:00,0 W,64.3 W,193 mW,24.2 W
2024-12-17 16:13:15,0 W,70.2 W,237 mW,23.7 W
2024-12-17 16:13:30,0 W,60.2 W,148 mW,24.6 W
2024-12-17 16:13:45,0 W,54.0 W,246 mW,24.3 W
2024-12-17 16:14:00,0 W,55.1 W,250 mW,25.1 W
2024-12-17 16:14:15,0 W,58.4 W,150 mW,25.0 W
2024-12-17 16:14:30,0 W,65.6 W,207 mW,25.6 W
2024-12-17 16:14:45,0 W,57.1 W,249 mW,24.8 W
2024-12-17 16:15:00,0 W,52.5 W,200 mW,23.7 W
2024-12-17 16:15:15,0 W,55.7 W,202 mW,24.8 W
2024-12-17 16:15:30,0 W,51.6 W,198 mW,23.8 W
2024-12-17 16:15:45,0 W,93.5 W,281 mW,26.5 W
2024-12-17 16:16:00,0 W,538 W,498 mW,50.0 W
2024-12-17 16:16:15,0 W,517 W,276 mW,41.0 W
2024-12-17 16:16:30,0 W,476 W,258 mW,60.3 W
2024-12-17 16:16:45,0 W,509 W,613 mW,39.0 W
2024-12-17 16:17:00,0 W,524 W,439 mW,72.6 W
2024-12-17 16:17:15,0 W,531 W,593 mW,37.5 W
2024-12-17 16:17:30,0 W,287 W,292 mW,51.8 W
2024-12-17 16:17:45,0 W,59.2 W,331 mW,26.1 W
2024-12-17 16:18:00,0 W,62.6 W,271 mW,26.0 W
2024-12-17 16:18:15,0 W,59.2 W,211 mW,25.6 W
2024-12-17 16:18:30,0 W,56.4 W,154 mW,25.9 W
2024-12-17 16:18:45,0 W,57.7 W,257 mW,25.1 W
2024-12-17 16:19:00,0 W,58.0 W,206 mW,24.5 W
2024-12-17 16:19:15,0 W,58.5 W,208 mW,25.4 W
2024-12-17 16:19:30,0 W,56.6 W,252 mW,25.4 W
2024-12-17 16:19:45,0 W,59.0 W,155 mW,25.8 W
2024-12-17 16:20:00,0 W,59.8 W,258 mW,25.5 W
2024-12-17 16:20:15,0 W,68.0 W,158 mW,25.4 W
2024-12-17 16:20:30,0 W,57.7 W,295 mW,25.3 W
2024-12-17 16:20:45,0 W,57.4 W,203 mW,25.4 W
2024-12-17 16:21:00,0 W,56.8 W,305 mW,24.1 W
2024-12-17 16:21:15,0 W,56.7 W,198 mW,24.2 W
2024-12-17 16:21:30,0 W,63.0 W,258 mW,25.2 W
2024-12-17 16:21:45,0 W,61.5 W,257 mW,25.9 W
2024-12-17 16:22:00,0 W,62.9 W,255 mW,25.5 W
2024-12-17 16:22:15,0 W,69.6 W,157 mW,26.5 W
2024-12-17 16:22:30,0 W,78.4 W,268 mW,27.5 W
2024-12-17 16:22:45,0 W,62.9 W,308 mW,26.3 W
2024-12-17 16:23:00,0 W,60.4 W,204 mW,24.7 W
2024-12-17 16:23:15,0 W,66.7 W,364 mW,25.6 W
2024-12-17 16:23:30,0 W,88.1 W,274 mW,29.0 W
2024-12-17 16:23:45,0 W,74.8 W,214 mW,27.4 W
2024-12-17 16:24:00,0 W,66.0 W,258 mW,25.5 W
2024-12-17 16:24:15,0 W,146 W,313 mW,36.3 W
2024-12-17 16:24:30,0 W,66.2 W,155 mW,24.6 W
2024-12-17 16:24:45,0 W,407 W,509 mW,51.0 W
2024-12-17 16:25:00,0 W,530 W,499 mW,45.2 W
2024-12-17 16:25:15,0 W,482 W,275 mW,70.7 W
2024-12-17 16:25:30,0 W,492 W,516 mW,38.3 W
2024-12-17 16:25:45,0 W,493 W,508 mW,53.2 W
2024-12-17 16:26:00,0 W,548 W,435 mW,39.2 W
2024-12-17 16:26:15,0 W,510 W,419 mW,45.5 W
2024-12-17 16:26:30,0 W,62.7 W,221 mW,26.8 W
2024-12-17 16:26:45,0 W,60.7 W,219 mW,27.0 W
2024-12-17 16:27:00,0 W,61.6 W,334 mW,27.5 W
2024-12-17 16:27:15,0 W,56.3 W,261 mW,25.1 W
2024-12-17 16:27:30,0 W,53.8 W,206 mW,24.5 W
2024-12-17 16:27:45,0 W,53.8 W,256 mW,25.4 W
2024-12-17 16:28:00,0 W,69.1 W,214 mW,26.7 W
2024-12-17 16:28:15,0 W,52.2 W,250 mW,24.3 W
2024-12-17 16:28:30,0 W,63.2 W,156 mW,25.4 W
2024-12-17 16:28:45,0 W,59.4 W,255 mW,25.3 W
2024-12-17 16:29:00,0 W,55.4 W,202 mW,24.3 W
2024-12-17 16:29:15,0 W,58.4 W,204 mW,25.3 W
