"Time","/bin/busybox","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/usr/bin/mongod"
2024-12-17 16:01:15,0 B,0 B,0 B,0 B
2024-12-17 16:01:30,0 B,0 B,0 B,0 B
2024-12-17 16:01:45,0 B,0 B,0 B,0 B
2024-12-17 16:02:00,0 B,0 B,0 B,0 B
2024-12-17 16:02:15,0 B,0 B,0 B,0 B
2024-12-17 16:02:30,0 B,0 B,0 B,0 B
2024-12-17 16:02:45,0 B,4.10 kB,0 B,0 B
2024-12-17 16:03:00,0 B,12.3 kB,0 B,0 B
2024-12-17 16:03:15,0 B,8.19 kB,0 B,0 B
2024-12-17 16:03:30,0 B,0 B,0 B,0 B
2024-12-17 16:03:45,0 B,0 B,0 B,0 B
2024-12-17 16:04:00,0 B,0 B,0 B,0 B
2024-12-17 16:04:15,0 B,0 B,0 B,0 B
2024-12-17 16:04:30,0 B,0 B,0 B,0 B
2024-12-17 16:04:45,0 B,0 B,0 B,0 B
2024-12-17 16:05:00,0 B,0 B,0 B,0 B
2024-12-17 16:05:15,0 B,0 B,0 B,0 B
2024-12-17 16:05:30,0 B,0 B,0 B,0 B
2024-12-17 16:05:45,0 B,0 B,0 B,0 B
2024-12-17 16:06:00,0 B,0 B,0 B,0 B
2024-12-17 16:06:15,0 B,0 B,0 B,0 B
2024-12-17 16:06:30,0 B,4.10 kB,0 B,0 B
2024-12-17 16:06:45,0 B,0 B,0 B,0 B
2024-12-17 16:07:00,0 B,16.4 kB,0 B,0 B
2024-12-17 16:07:15,0 B,36.9 kB,0 B,0 B
2024-12-17 16:07:30,0 B,0 B,0 B,0 B
2024-12-17 16:07:45,0 B,8.19 kB,0 B,0 B
2024-12-17 16:08:00,0 B,4.10 kB,0 B,0 B
2024-12-17 16:08:15,0 B,4.10 kB,0 B,0 B
2024-12-17 16:08:30,0 B,24.6 kB,0 B,0 B
2024-12-17 16:08:45,0 B,8.19 kB,0 B,0 B
2024-12-17 16:09:00,0 B,28.7 kB,0 B,0 B
2024-12-17 16:09:15,0 B,12.3 kB,0 B,0 B
2024-12-17 16:09:30,0 B,0 B,0 B,0 B
2024-12-17 16:09:45,0 B,0 B,0 B,0 B
2024-12-17 16:10:00,0 B,0 B,0 B,0 B
2024-12-17 16:10:15,0 B,0 B,0 B,0 B
2024-12-17 16:10:30,0 B,0 B,0 B,0 B
2024-12-17 16:10:45,0 B,0 B,0 B,0 B
2024-12-17 16:11:00,0 B,0 B,0 B,0 B
2024-12-17 16:11:15,0 B,0 B,0 B,0 B
2024-12-17 16:11:30,0 B,0 B,0 B,0 B
2024-12-17 16:11:45,0 B,0 B,0 B,0 B
2024-12-17 16:12:00,0 B,0 B,0 B,0 B
2024-12-17 16:12:15,0 B,24.6 kB,0 B,0 B
2024-12-17 16:12:30,0 B,4.10 kB,0 B,0 B
2024-12-17 16:12:45,0 B,12.3 kB,0 B,0 B
2024-12-17 16:13:00,0 B,0 B,0 B,0 B
2024-12-17 16:13:15,0 B,0 B,0 B,0 B
2024-12-17 16:13:30,0 B,8.19 kB,0 B,0 B
2024-12-17 16:13:45,0 B,12.3 kB,0 B,0 B
2024-12-17 16:14:00,0 B,0 B,0 B,0 B
2024-12-17 16:14:15,0 B,4.10 kB,0 B,0 B
2024-12-17 16:14:30,0 B,0 B,0 B,0 B
2024-12-17 16:14:45,0 B,0 B,0 B,0 B
2024-12-17 16:15:00,0 B,0 B,0 B,0 B
2024-12-17 16:15:15,0 B,0 B,0 B,0 B
2024-12-17 16:15:30,0 B,0 B,0 B,0 B
2024-12-17 16:15:45,0 B,0 B,0 B,0 B
2024-12-17 16:16:00,0 B,0 B,0 B,0 B
2024-12-17 16:16:15,0 B,0 B,0 B,0 B
2024-12-17 16:16:30,0 B,0 B,0 B,0 B
2024-12-17 16:16:45,0 B,0 B,0 B,0 B
2024-12-17 16:17:00,0 B,0 B,0 B,0 B
2024-12-17 16:17:15,0 B,0 B,0 B,0 B
2024-12-17 16:17:30,0 B,0 B,0 B,0 B
2024-12-17 16:17:45,0 B,4.10 kB,0 B,0 B
2024-12-17 16:18:00,0 B,0 B,0 B,0 B
2024-12-17 16:18:15,0 B,0 B,0 B,0 B
2024-12-17 16:18:30,0 B,4.10 kB,0 B,0 B
2024-12-17 16:18:45,0 B,0 B,0 B,0 B
2024-12-17 16:19:00,0 B,4.10 kB,0 B,0 B
2024-12-17 16:19:15,0 B,0 B,0 B,0 B
2024-12-17 16:19:30,0 B,737 kB,0 B,0 B
2024-12-17 16:19:45,0 B,2.62 MB,0 B,0 B
2024-12-17 16:20:00,0 B,1.76 MB,0 B,225 kB
2024-12-17 16:20:15,0 B,6.43 MB,0 B,0 B
2024-12-17 16:20:30,0 B,774 kB,0 B,0 B
2024-12-17 16:20:45,0 B,307 kB,0 B,0 B
2024-12-17 16:21:00,0 B,90.1 kB,0 B,0 B
2024-12-17 16:21:15,0 B,119 kB,0 B,0 B
2024-12-17 16:21:30,0 B,1.56 MB,0 B,0 B
2024-12-17 16:21:45,0 B,1.42 MB,0 B,0 B
2024-12-17 16:22:00,0 B,942 kB,184 kB,0 B
2024-12-17 16:22:15,0 B,168 kB,0 B,0 B
2024-12-17 16:22:30,0 B,12.3 kB,0 B,4.10 kB
2024-12-17 16:22:45,0 B,4.10 kB,0 B,0 B
2024-12-17 16:23:00,0 B,16.4 kB,0 B,16.4 kB
2024-12-17 16:23:15,0 B,41.0 kB,0 B,0 B
2024-12-17 16:23:30,0 B,20.5 kB,0 B,0 B
2024-12-17 16:23:45,0 B,20.5 kB,0 B,0 B
2024-12-17 16:24:00,0 B,12.3 kB,0 B,0 B
2024-12-17 16:24:15,0 B,0 B,0 B,0 B
2024-12-17 16:24:30,0 B,0 B,0 B,0 B
2024-12-17 16:24:45,0 B,0 B,0 B,0 B
2024-12-17 16:25:00,0 B,0 B,0 B,0 B
2024-12-17 16:25:15,0 B,0 B,0 B,0 B
2024-12-17 16:25:30,0 B,0 B,0 B,0 B
2024-12-17 16:25:45,0 B,0 B,0 B,0 B
2024-12-17 16:26:00,0 B,0 B,0 B,0 B
2024-12-17 16:26:15,0 B,0 B,0 B,0 B
2024-12-17 16:26:30,0 B,0 B,0 B,0 B
2024-12-17 16:26:45,0 B,4.10 kB,0 B,0 B
2024-12-17 16:27:00,0 B,16.4 kB,0 B,0 B
2024-12-17 16:27:15,0 B,16.4 kB,0 B,0 B
2024-12-17 16:27:30,0 B,0 B,0 B,0 B
2024-12-17 16:27:45,0 B,0 B,0 B,0 B
2024-12-17 16:28:00,0 B,4.10 kB,0 B,0 B
2024-12-17 16:28:15,0 B,0 B,0 B,0 B
2024-12-17 16:28:30,0 B,770 kB,0 B,0 B
2024-12-17 16:28:45,0 B,594 kB,0 B,0 B
2024-12-17 16:29:00,0 B,258 kB,0 B,0 B
2024-12-17 16:29:15,0 B,340 kB,0 B,0 B
2024-12-17 16:29:30,0 B,45.1 kB,0 B,0 B
2024-12-17 16:29:45,0 B,32.8 kB,0 B,0 B
2024-12-17 16:30:00,0 B,12.3 kB,0 B,0 B
2024-12-17 16:30:15,0 B,8.19 kB,0 B,0 B
2024-12-17 16:30:30,0 B,32.8 kB,0 B,0 B
2024-12-17 16:30:45,0 B,32.8 kB,0 B,0 B
2024-12-17 16:31:00,0 B,20.5 kB,0 B,0 B
2024-12-17 16:31:15,0 B,32.8 kB,0 B,0 B
