"Time","/bin/busybox - /bin/sh/opt/rabbitmq/sbin/rabbitmq-server","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp - /opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp-Ww-MBasageffcbf-MHasageffcbf-MBlmbcs512-MHlmbcs512-MMmcs30-pcunicode-P1048576-t5000000-stbtdb-zdbbl128000-sbwtnone-sbwtdcpunone-sbwtdionone-Bi---root/opt/erlang/lib/erlang-bindir/opt/erlang/lib/erlang/erts-14.2.5/bin-prognameerl---home/var/lib/rabbitmq---pa-noshell-noinput-srabbitboot-bootstart_sasl-sysloglogger[]-syslogsyslog_error_loggerfalse-kernelprevent_overlapping_partitionsfalse","/usr/local/bin/scaphandre - /usr/local/bin/scaphandreprometheus","/usr/bin/mongod - mongod--auth--bind_ip_all"
2024-12-19 16:49:30,0 W,919 mW,74.5 mW,12.5 W
2024-12-19 16:49:45,0 W,841 mW,148 mW,12.4 W
2024-12-19 16:50:00,0 W,734 mW,127 mW,12.8 W
2024-12-19 16:50:15,0 W,794 mW,217 mW,11.7 W
2024-12-19 16:50:30,0 W,894 mW,596 mW,10.4 W
2024-12-19 16:50:45,0 W,769 mW,452 mW,10.3 W
2024-12-19 16:51:00,0 W,749 mW,431 mW,10.4 W
2024-12-19 16:51:15,0 W,842 mW,250 mW,10.4 W
2024-12-19 16:51:30,0 W,753 mW,433 mW,10.4 W
2024-12-19 16:51:45,0 W,861 mW,512 mW,10.6 W
2024-12-19 16:52:00,0 W,853 mW,219 mW,12.1 W
2024-12-19 16:52:15,0 W,845 mW,124 mW,12.4 W
2024-12-19 16:52:30,0 W,870 mW,99.4 mW,12.3 W
2024-12-19 16:52:45,0 W,653 mW,126 mW,12.6 W
2024-12-19 16:53:00,0 W,878 mW,100 mW,12.6 W
2024-12-19 16:53:15,0 W,853 mW,100 mW,12.6 W
2024-12-19 16:53:30,0 W,731 mW,365 mW,12.0 W
2024-12-19 16:53:45,0 W,778 mW,480 mW,10.3 W
2024-12-19 16:54:00,0 W,758 mW,483 mW,10.4 W
2024-12-19 16:54:15,0 W,644 mW,506 mW,10.4 W
2024-12-19 16:54:30,0 W,207 mW,690 mW,10.4 W
